quality_event_id,part_id,supplier_id,batch_id,event_date,event_type,severity,disposition_status,affected_qty
QE-0000213,FT-599,SUP-04769,BATCH-FT-599-20260423-2,2026-04-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000214,TR-544,SUP-12398,BATCH-TR-544-20260806-4,2026-08-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000215,TR-891,SUP-04841,BATCH-TR-891-20260224-5,2026-02-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000216,BR-849,SUP-08264,BATCH-BR-849-20260823-6,2026-08-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000217,FT-1080,SUP-02653,BATCH-FT-1080-20251104-6,2025-11-04,Deviation Approved,Critical,Closed,10
QE-0000218,CH-153,SUP-02542,BATCH-CH-153-20240705-8,2024-07-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000219,CB-327,SUP-02797,BATCH-CB-327-20260601-7,2026-06-01,Deviation Approved,Low,Closed,250
QE-0000220,EN-733,SUP-08779,BATCH-EN-733-20260715-7,2026-07-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000221,TR-316,SUP-01691,BATCH-TR-316-20260724-2,2026-07-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000222,FT-860,SUP-02755,BATCH-FT-860-20250329-5,2025-03-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000223,TR-603,SUP-01119,BATCH-TR-603-20250419-3,2025-04-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000224,FL-578,SUP-12816,BATCH-FL-578-20250524-5,2025-05-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000225,EC-338,SUP-06677,BATCH-EC-338-20250711-8,2025-07-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000226,CB-375,SUP-08779,BATCH-CB-375-20260812-5,2026-08-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000227,TR-214,SUP-14256,BATCH-TR-214-20240806-8,2024-08-06,Hold,Medium,Under Investigation,250
QE-0000228,EN-257,SUP-03847,BATCH-EN-257-20241219-5,2024-12-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000229,FT-922,SUP-06749,BATCH-FT-922-20260505-8,2026-05-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000230,EL-225,SUP-01089,BATCH-EL-225-20241104-4,2024-11-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000231,CH-695,SUP-01929,BATCH-CH-695-20241028-6,2024-10-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000232,EN-927,SUP-00266,BATCH-EN-927-20260514-4,2026-05-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000233,CB-463,SUP-03145,BATCH-CB-463-20250730-5,2025-07-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000234,EL-730,SUP-14825,BATCH-EL-730-20260710-2,2026-07-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000235,EN-769,SUP-07673,BATCH-EN-769-20250715-6,2025-07-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000236,SC-650,SUP-01360,BATCH-SC-650-20250806-6,2025-08-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000237,EL-785,SUP-07569,BATCH-EL-785-20241026-3,2024-10-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000238,ST-107,SUP-05091,BATCH-ST-107-20240417-8,2024-04-17,Hold,High,Under Investigation,10
QE-0000239,HY-1321,SUP-05264,BATCH-HY-1321-20240310-3,2024-03-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000240,ST-1312,SUP-13837,BATCH-ST-1312-20240119-3,2024-01-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000241,ST-548,SUP-00575,BATCH-ST-548-20250418-8,2025-04-18,Deviation Approved,High,Closed,10
QE-0000242,TR-1247,SUP-12791,BATCH-TR-1247-20251123-4,2025-11-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000243,CB-377,SUP-00753,BATCH-CB-377-20240612-8,2024-06-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000244,ST-648,SUP-02275,BATCH-ST-648-20260124-5,2026-01-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000245,ST-191,SUP-00362,BATCH-ST-191-20241112-3,2024-11-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000246,BR-1317,SUP-02056,BATCH-BR-1317-20241029-3,2024-10-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000247,EN-378,SUP-05897,BATCH-EN-378-20240214-1,2024-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000248,EC-626,SUP-07110,BATCH-EC-626-20251109-5,2025-11-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000249,CB-213,SUP-00666,BATCH-CB-213-20260702-2,2026-07-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000250,TR-332,SUP-02042,BATCH-TR-332-20241110-3,2024-11-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000251,FT-987,SUP-12197,BATCH-FT-987-20240329-3,2024-03-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000252,EL-1288,SUP-09536,BATCH-EL-1288-20240101-4,2024-01-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000253,BR-557,SUP-01599,BATCH-BR-557-20240105-3,2024-01-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000254,SC-823,SUP-06319,BATCH-SC-823-20260102-8,2026-01-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000255,EC-980,SUP-00007,BATCH-EC-980-20260424-3,2026-04-24,Defect,Medium,Closed,10
QE-0000256,ST-372,SUP-14218,BATCH-ST-372-20250616-5,2025-06-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000257,SC-607,SUP-09381,BATCH-SC-607-20250703-1,2025-07-03,Hold,Medium,Approved for Use,50
QE-0000258,TR-686,SUP-09482,BATCH-TR-686-20241216-8,2024-12-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000259,BR-655,SUP-01034,BATCH-BR-655-20260729-8,2026-07-29,Hold,Low,Closed,50
QE-0000260,EC-547,SUP-10155,BATCH-EC-547-20251105-2,2025-11-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000261,BR-219,SUP-03045,BATCH-BR-219-20241225-6,2024-12-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000262,EN-963,SUP-10507,BATCH-EN-963-20250823-2,2025-08-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000263,TR-866,SUP-06877,BATCH-TR-866-20240523-3,2024-05-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000264,EC-1122,SUP-04225,BATCH-EC-1122-20241226-1,2024-12-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000265,FT-218,SUP-01727,BATCH-FT-218-20260807-7,2026-08-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000266,BR-1151,SUP-06099,BATCH-BR-1151-20260717-5,2026-07-17,Recall,Medium,Under Investigation,25
QE-0000267,FL-982,SUP-05884,BATCH-FL-982-20260624-8,2026-06-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000268,HY-350,SUP-14755,BATCH-HY-350-20250928-2,2025-09-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000269,EL-274,SUP-00191,BATCH-EL-274-20240625-2,2024-06-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000270,EN-1049,SUP-14819,BATCH-EN-1049-20250504-8,2025-05-04,Incoming Inspection Pass,Not Applicable,,0
QE-0000271,EC-1077,SUP-03061,BATCH-EC-1077-20240515-5,2024-05-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000272,EN-1063,SUP-11789,BATCH-EN-1063-20251013-2,2025-10-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000273,CB-836,SUP-02123,BATCH-CB-836-20260703-5,2026-07-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000274,FT-523,SUP-11616,BATCH-FT-523-20240925-3,2024-09-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000275,EN-333,SUP-05081,BATCH-EN-333-20251117-4,2025-11-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000276,EN-355,SUP-06462,BATCH-EN-355-20250314-6,2025-03-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000277,CH-803,SUP-07145,BATCH-CH-803-20241009-3,2024-10-09,Defect,Low,Closed,0
QE-0000278,FL-1031,SUP-01580,BATCH-FL-1031-20260721-8,2026-07-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000279,FT-873,SUP-08266,BATCH-FT-873-20260623-8,2026-06-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000280,FL-1072,SUP-06074,BATCH-FL-1072-20240324-1,2024-03-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000281,BR-120,SUP-02605,BATCH-BR-120-20240317-2,2024-03-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000282,FL-394,SUP-07509,BATCH-FL-394-20260527-2,2026-05-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000283,ST-646,SUP-07130,BATCH-ST-646-20241023-6,2024-10-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000284,EL-1256,SUP-11948,BATCH-EL-1256-20260811-7,2026-08-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000285,EC-993,SUP-14243,BATCH-EC-993-20240729-7,2024-07-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000286,HY-842,SUP-03142,BATCH-HY-842-20240624-7,2024-06-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000287,EL-1025,SUP-08767,BATCH-EL-1025-20260321-2,2026-03-21,Hold,High,Closed,50
QE-0000288,HY-217,SUP-07621,BATCH-HY-217-20260219-6,2026-02-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000289,BR-1334,SUP-05542,BATCH-BR-1334-20260403-1,2026-04-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000290,HY-189,SUP-13715,BATCH-HY-189-20250121-6,2025-01-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000291,TR-674,SUP-13502,BATCH-TR-674-20241002-3,2024-10-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000292,HY-791,SUP-03639,BATCH-HY-791-20250905-6,2025-09-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000293,EL-1190,SUP-10940,BATCH-EL-1190-20241120-5,2024-11-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000294,TR-1029,SUP-02014,BATCH-TR-1029-20240116-1,2024-01-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000295,EC-290,SUP-06112,BATCH-EC-290-20240812-2,2024-08-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000296,EL-1164,SUP-03053,BATCH-EL-1164-20240410-5,2024-04-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000297,ST-1265,SUP-13668,BATCH-ST-1265-20260214-5,2026-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000298,EL-590,SUP-05157,BATCH-EL-590-20241104-4,2024-11-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000299,FT-383,SUP-07963,BATCH-FT-383-20240125-5,2024-01-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000300,EN-364,SUP-03755,BATCH-EN-364-20250215-2,2025-02-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000301,SC-1310,SUP-09516,BATCH-SC-1310-20240903-1,2024-09-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000302,FL-1235,SUP-02631,BATCH-FL-1235-20251109-1,2025-11-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000303,EL-835,SUP-05887,BATCH-EL-835-20240115-2,2024-01-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000304,SC-326,SUP-01098,BATCH-SC-326-20240506-8,2024-05-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000305,FT-723,SUP-01250,BATCH-FT-723-20240424-4,2024-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000306,EC-944,SUP-01465,BATCH-EC-944-20260706-3,2026-07-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000307,CH-623,SUP-08024,BATCH-CH-623-20250604-5,2025-06-04,Deviation Approved,High,Closed,250
QE-0000308,FT-429,SUP-07016,BATCH-FT-429-20241029-3,2024-10-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000309,ST-404,SUP-04368,BATCH-ST-404-20250907-5,2025-09-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000310,EL-403,SUP-02512,BATCH-EL-403-20240527-4,2024-05-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000311,EN-349,SUP-12633,BATCH-EN-349-20260110-4,2026-01-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000312,BR-896,SUP-08466,BATCH-BR-896-20240102-8,2024-01-02,Defect,Critical,Closed,10
QE-0000313,BR-764,SUP-05573,BATCH-BR-764-20250307-8,2025-03-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000314,EC-1229,SUP-00482,BATCH-EC-1229-20250323-2,2025-03-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000315,CH-349,SUP-03749,BATCH-CH-349-20260708-7,2026-07-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000316,FT-455,SUP-13012,BATCH-FT-455-20250121-1,2025-01-21,Hold,Critical,Closed,25
QE-0000317,TR-756,SUP-05401,BATCH-TR-756-20260710-3,2026-07-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000318,EN-594,SUP-12618,BATCH-EN-594-20241015-7,2024-10-15,Defect,High,Under Investigation,250
QE-0000319,TR-226,SUP-04964,BATCH-TR-226-20260203-7,2026-02-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000320,EL-1289,SUP-07507,BATCH-EL-1289-20250623-4,2025-06-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000321,FT-453,SUP-02962,BATCH-FT-453-20251021-6,2025-10-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000322,CB-1154,SUP-11674,BATCH-CB-1154-20260507-8,2026-05-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000323,FT-229,SUP-14879,BATCH-FT-229-20251127-4,2025-11-27,Hold,Low,Approved for Use,250
QE-0000324,FT-1025,SUP-10175,BATCH-FT-1025-20240801-7,2024-08-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000325,FL-763,SUP-08862,BATCH-FL-763-20240205-2,2024-02-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000326,BR-539,SUP-03493,BATCH-BR-539-20260608-8,2026-06-08,Recall,Medium,Closed,500
QE-0000327,EC-313,SUP-13583,BATCH-EC-313-20241118-1,2024-11-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000328,FT-583,SUP-08699,BATCH-FT-583-20240413-2,2024-04-13,Hold,Low,Under Investigation,0
QE-0000329,SC-1329,SUP-10088,BATCH-SC-1329-20250605-2,2025-06-05,Incoming Inspection Pass,Not Applicable,,0
QE-0000330,EC-1148,SUP-04682,BATCH-EC-1148-20260329-3,2026-03-29,Deviation Approved,Low,Closed,50
QE-0000331,EL-737,SUP-01562,BATCH-EL-737-20251119-7,2025-11-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000332,HY-426,SUP-14994,BATCH-HY-426-20250910-8,2025-09-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000333,CB-396,SUP-03326,BATCH-CB-396-20260515-6,2026-05-15,Hold,Medium,Closed,25
QE-0000334,TR-1045,SUP-07656,BATCH-TR-1045-20240118-6,2024-01-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000335,CB-337,SUP-14072,BATCH-CB-337-20241112-1,2024-11-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000336,HY-818,SUP-14991,BATCH-HY-818-20251109-1,2025-11-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000337,HY-461,SUP-04934,BATCH-HY-461-20240609-8,2024-06-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000338,BR-131,SUP-08637,BATCH-BR-131-20240728-4,2024-07-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000339,EN-704,SUP-06766,BATCH-EN-704-20250813-1,2025-08-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000340,TR-1302,SUP-04391,BATCH-TR-1302-20241028-3,2024-10-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000341,ST-1303,SUP-14262,BATCH-ST-1303-20250123-5,2025-01-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000342,EN-400,SUP-00369,BATCH-EN-400-20241215-1,2024-12-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000343,TR-716,SUP-00159,BATCH-TR-716-20240908-7,2024-09-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000344,EL-676,SUP-03336,BATCH-EL-676-20251005-8,2025-10-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000345,ST-1223,SUP-08229,BATCH-ST-1223-20240930-8,2024-09-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000346,HY-574,SUP-12072,BATCH-HY-574-20250502-4,2025-05-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000347,TR-788,SUP-07292,BATCH-TR-788-20260108-4,2026-01-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000348,TR-148,SUP-08280,BATCH-TR-148-20250121-7,2025-01-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000349,FL-1005,SUP-00153,BATCH-FL-1005-20260524-4,2026-05-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000350,SC-857,SUP-06505,BATCH-SC-857-20251222-4,2025-12-22,Hold,Low,Scrapped,50
QE-0000351,EN-1118,SUP-08823,BATCH-EN-1118-20240708-6,2024-07-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000352,TR-1248,SUP-02370,BATCH-TR-1248-20250516-2,2025-05-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000353,EN-942,SUP-05037,BATCH-EN-942-20240219-5,2024-02-19,Hold,Medium,Approved for Use,500
QE-0000354,EL-558,SUP-13134,BATCH-EL-558-20241217-8,2024-12-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000355,BR-270,SUP-14085,BATCH-BR-270-20260725-3,2026-07-25,Defect,Medium,Approved for Use,25
QE-0000356,SC-1138,SUP-12574,BATCH-SC-1138-20240218-4,2024-02-18,Deviation Approved,Low,Scrapped,50
QE-0000357,HY-227,SUP-08740,BATCH-HY-227-20250524-5,2025-05-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000358,ST-296,SUP-03949,BATCH-ST-296-20250923-1,2025-09-23,Deviation Approved,Low,Approved for Use,100
QE-0000359,CB-1145,SUP-04991,BATCH-CB-1145-20251115-7,2025-11-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000360,EL-960,SUP-13726,BATCH-EL-960-20241220-1,2024-12-20,Recall,High,Approved for Use,100
QE-0000361,EL-987,SUP-10503,BATCH-EL-987-20250906-7,2025-09-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000362,EL-248,SUP-12173,BATCH-EL-248-20260425-6,2026-04-25,Incoming Inspection Pass,Not Applicable,,0
QE-0000363,BR-1191,SUP-13661,BATCH-BR-1191-20250629-1,2025-06-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000364,BR-1332,SUP-00896,BATCH-BR-1332-20260629-5,2026-06-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000365,TR-917,SUP-10255,BATCH-TR-917-20240917-1,2024-09-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000366,ST-357,SUP-14277,BATCH-ST-357-20250118-1,2025-01-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000367,EN-389,SUP-03402,BATCH-EN-389-20250109-8,2025-01-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000368,EL-1280,SUP-03154,BATCH-EL-1280-20260531-3,2026-05-31,Hold,Critical,Scrapped,250
QE-0000369,SC-973,SUP-11271,BATCH-SC-973-20240105-2,2024-01-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000370,EL-300,SUP-00954,BATCH-EL-300-20250930-3,2025-09-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000371,EL-1141,SUP-09613,BATCH-EL-1141-20240720-1,2024-07-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000372,HY-481,SUP-06066,BATCH-HY-481-20260811-7,2026-08-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000373,FT-626,SUP-06127,BATCH-FT-626-20250924-4,2025-09-24,Deviation Approved,High,Closed,50
QE-0000374,BR-1175,SUP-09506,BATCH-BR-1175-20260313-2,2026-03-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000375,HY-345,SUP-02835,BATCH-HY-345-20260116-4,2026-01-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000376,EC-897,SUP-11898,BATCH-EC-897-20250921-3,2025-09-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000377,SC-1140,SUP-08898,BATCH-SC-1140-20241013-6,2024-10-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000378,SC-750,SUP-06480,BATCH-SC-750-20240620-7,2024-06-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000379,BR-1227,SUP-03046,BATCH-BR-1227-20251218-6,2025-12-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000380,EC-183,SUP-11622,BATCH-EC-183-20250310-8,2025-03-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000381,FL-303,SUP-01005,BATCH-FL-303-20250727-7,2025-07-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000382,FT-1096,SUP-14392,BATCH-FT-1096-20260306-8,2026-03-06,Defect,High,Closed,500
QE-0000383,FL-777,SUP-03911,BATCH-FL-777-20260214-4,2026-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000384,EL-1270,SUP-05504,BATCH-EL-1270-20250605-4,2025-06-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000385,EN-852,SUP-06995,BATCH-EN-852-20250622-7,2025-06-22,Hold,Low,Under Investigation,100
QE-0000386,EL-971,SUP-01346,BATCH-EL-971-20241027-6,2024-10-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000387,TR-1009,SUP-08976,BATCH-TR-1009-20250218-8,2025-02-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000388,SC-130,SUP-09734,BATCH-SC-130-20260822-4,2026-08-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000389,FT-582,SUP-02428,BATCH-FT-582-20250905-2,2025-09-05,Defect,Low,Approved for Use,25
QE-0000390,EN-900,SUP-00621,BATCH-EN-900-20240227-4,2024-02-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000391,SC-1331,SUP-04771,BATCH-SC-1331-20240317-8,2024-03-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000392,FT-454,SUP-11475,BATCH-FT-454-20260702-2,2026-07-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000393,FT-119,SUP-10418,BATCH-FT-119-20240130-8,2024-01-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000394,HY-1144,SUP-03637,BATCH-HY-1144-20260214-4,2026-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000395,CH-744,SUP-09064,BATCH-CH-744-20241217-5,2024-12-17,Deviation Approved,Critical,Closed,0
QE-0000396,CB-1167,SUP-14240,BATCH-CB-1167-20241220-7,2024-12-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000397,SC-636,SUP-08316,BATCH-SC-636-20241203-8,2024-12-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000398,EL-955,SUP-05065,BATCH-EL-955-20260317-3,2026-03-17,Defect,Medium,Approved for Use,0
QE-0000399,ST-494,SUP-13527,BATCH-ST-494-20250122-1,2025-01-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000400,TR-990,SUP-10901,BATCH-TR-990-20240201-2,2024-02-01,Incoming Inspection Pass,Not Applicable,,0
QE-0000401,TR-708,SUP-08239,BATCH-TR-708-20250423-4,2025-04-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000402,EL-1080,SUP-07640,BATCH-EL-1080-20250508-3,2025-05-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000403,EC-275,SUP-07788,BATCH-EC-275-20241029-1,2024-10-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000404,CB-1225,SUP-09149,BATCH-CB-1225-20250429-2,2025-04-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000405,EC-118,SUP-07506,BATCH-EC-118-20251019-5,2025-10-19,Incoming Inspection Pass,Not Applicable,,0
QE-0000406,TR-169,SUP-14498,BATCH-TR-169-20250222-5,2025-02-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000407,FT-353,SUP-03455,BATCH-FT-353-20250122-6,2025-01-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000408,ST-971,SUP-03314,BATCH-ST-971-20260609-4,2026-06-09,Hold,Medium,,250
QE-0000409,FT-1345,SUP-14358,BATCH-FT-1345-20260211-2,2026-02-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000410,EN-701,SUP-05773,BATCH-EN-701-20240127-4,2024-01-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000411,CH-236,SUP-02457,BATCH-CH-236-20250414-8,2025-04-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000412,ST-825,SUP-11895,BATCH-ST-825-20250207-8,2025-02-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0000413,TR-190,SUP-11080,BATCH-TR-190-20260628-2,2026-06-28,Incoming Inspection Pass,Not Applicable,Closed,0
