shipment_id,po_id,lane_id,carrier,ship_date,eta_date,actual_arrival_date,shipment_qty,shipment_status
SHP-0000243,PO-0017263,LANE-000016,BlueLine Transport,2025-07-25,2025-07-26,,800,In Transit
SHP-0000244,PO-0024703,LANE-004312,Continental Cargo,2026-07-18,2026-07-19,2026-07-19,500,Delivered
SHP-0000245,PO-0026865,LANE-008168,Meridian Logistics,2026-06-19,2026-07-19,2026-07-18,1200,Delivered
SHP-0000246,PO-0003050,LANE-011749,Continental Cargo,2025-05-25,2025-06-04,2025-06-06,800,Delivered
SHP-0000247,PO-0017032,LANE-010208,BlueLine Transport,2024-04-03,2024-04-12,2024-04-09,800,Delivered
SHP-0000248,PO-0026359,LANE-016455,,2026-06-02,2026-06-15,,1200,In Transit
SHP-0000249,PO-0004581,LANE-005051,,2025-02-25,2025-03-01,2025-03-02,50,Delivered
SHP-0000250,PO-0012994,LANE-013389,Pacific Rim Shipping,2025-09-14,,2025-09-22,500,Delivered
SHP-0000251,PO-0009476,LANE-015407,TransGlobal Freight,2025-04-15,2025-04-20,2025-04-22,50,Delivered
SHP-0000252,PO-0025472,LANE-005677,Ironhide Trucking,2026-05-13,2026-05-17,2026-05-16,800,Delivered
SHP-0000253,PO-0013039,LANE-007638,Meridian Logistics,2026-05-20,2026-05-24,2026-05-27,800,Delivered
SHP-0000254,PO-0002716,LANE-010711,TransGlobal Freight,2024-10-11,2024-10-14,2024-10-15,100,Delivered
SHP-0000255,PO-0025424,LANE-006717,Continental Cargo,2024-11-23,2024-11-26,2024-11-27,500,Delivered
SHP-0000256,PO-0026032,LANE-005287,TransGlobal Freight,2025-05-03,2025-05-04,2025-05-03,100,Delivered
SHP-0000257,PO-0016846,LANE-012430,Pacific Rim Shipping,2026-04-06,2026-04-18,2026-04-21,800,Delivered
SHP-0000258,PO-0000493,LANE-006907,TransGlobal Freight,2025-07-29,,2025-08-05,50,Partial
SHP-0000259,PO-0001496,LANE-013123,,2025-11-07,2025-12-14,2025-12-12,500,Delivered
SHP-0000260,PO-0017249,LANE-009793,Pacific Rim Shipping,2026-02-28,2026-03-04,,200,Delayed
SHP-0000261,PO-0000833,LANE-013192,Pacific Rim Shipping,2026-08-11,2026-08-25,2026-08-24,1200,Delivered
SHP-0000262,PO-0009263,LANE-001711,Meridian Logistics,2024-04-30,2024-05-13,,300,Delayed
SHP-0000263,PO-0010559,LANE-014601,Ironhide Trucking,2024-09-08,2024-10-10,2024-10-10,100,Delivered
SHP-0000264,PO-0018003,LANE-009631,EuroFreight Express,2025-11-04,2025-11-07,,50,Delayed
SHP-0000265,PO-0023297,LANE-012525,Atlas Intermodal,2025-02-01,2025-02-02,2025-01-30,50,Delivered
SHP-0000266,PO-0015275,LANE-007701,Pacific Rim Shipping,2024-06-04,2024-06-09,2024-06-09,50,Delivered
SHP-0000267,PO-0008930,LANE-001098,Ironhide Trucking,2024-09-06,,2024-09-29,50,Delivered
SHP-0000268,PO-0007190,LANE-014976,Pacific Rim Shipping,2025-05-11,2025-05-15,2025-05-18,100,Delivered
SHP-0000269,PO-0021796,LANE-016609,EuroFreight Express,2026-06-29,2026-07-10,2026-07-10,300,Delivered
SHP-0000270,PO-0004095,LANE-001871,BlueLine Transport,2026-01-23,2026-02-18,2026-02-18,800,Delivered
SHP-0000271,PO-0022963,LANE-003481,,2024-10-19,2024-11-19,2024-11-16,100,Delivered
SHP-0000272,PO-0016169,LANE-015405,Pacific Rim Shipping,2024-07-22,2024-07-27,2024-07-26,1200,Delivered
SHP-0000273,PO-0017293,LANE-004778,Continental Cargo,2025-02-28,2025-03-02,2025-03-04,300,Delivered
SHP-0000274,PO-0026348,LANE-016271,TransGlobal Freight,2025-05-24,2025-06-03,2025-06-04,800,Delivered
SHP-0000275,PO-0026376,LANE-004382,Meridian Logistics,2025-03-26,2025-03-29,2025-03-26,300,Delivered
SHP-0000276,PO-0025716,LANE-007469,BlueLine Transport,2025-12-21,2025-12-24,2025-12-25,100,Delivered
SHP-0000277,PO-0010331,LANE-009547,Ironhide Trucking,2025-09-10,2025-09-13,2025-09-13,800,Delivered
SHP-0000278,PO-0003554,LANE-014676,Continental Cargo,2024-07-24,2024-08-18,2024-08-20,50,Delivered
SHP-0000279,PO-0019911,LANE-001311,Pacific Rim Shipping,2024-09-14,2024-10-11,2024-10-10,800,Delivered
SHP-0000280,PO-0024152,LANE-016314,Ironhide Trucking,2026-04-24,2026-04-26,2026-04-28,500,Partial
SHP-0000281,PO-0006872,LANE-013411,EuroFreight Express,2025-02-05,2025-02-18,2025-02-18,500,Delivered
SHP-0000282,PO-0016873,LANE-007858,Pacific Rim Shipping,2024-07-31,2024-08-02,2024-08-05,50,Delivered
SHP-0000283,PO-0014183,LANE-002696,TransGlobal Freight,2024-08-10,2024-08-13,2024-08-14,1200,Delivered
SHP-0000284,PO-0020539,LANE-010251,BlueLine Transport,2025-04-02,2025-04-04,2025-04-07,500,Delivered
SHP-0000285,PO-0019813,LANE-016505,Meridian Logistics,2026-05-17,2026-05-28,2026-05-31,300,Delivered
SHP-0000286,PO-0011788,LANE-014755,Continental Cargo,2025-01-07,2025-01-20,2025-01-22,300,Delivered
SHP-0000287,PO-0012100,LANE-014346,TransGlobal Freight,2025-02-28,,2025-03-12,200,Delivered
SHP-0000288,PO-0002857,LANE-013384,Atlas Intermodal,2024-08-17,2024-08-21,2024-08-19,100,Delivered
SHP-0000289,PO-0005796,LANE-006971,Meridian Logistics,2025-02-08,2025-03-06,2025-03-09,200,Delivered
SHP-0000290,PO-0005032,LANE-008463,BlueLine Transport,2024-05-08,2024-05-10,,1200,Delayed
SHP-0000291,PO-0021059,LANE-010499,,2025-06-16,2025-06-29,2025-06-28,500,Delivered
SHP-0000292,PO-0023289,LANE-009662,EuroFreight Express,2026-03-21,,,50,Delayed
SHP-0000293,PO-0007712,LANE-005939,Continental Cargo,2025-01-26,2025-01-30,,100,In Transit
SHP-0000294,PO-0022326,LANE-013728,EuroFreight Express,2025-12-28,2026-01-06,,50,Delayed
SHP-0000295,PO-0024768,LANE-011603,EuroFreight Express,2024-04-11,2024-05-11,2024-05-09,200,Delivered
SHP-0000296,PO-0017423,LANE-011607,Continental Cargo,2024-02-26,2024-03-16,2024-03-16,500,Delivered
SHP-0000297,PO-0000345,LANE-013030,TransGlobal Freight,2025-06-20,2025-07-02,,1200,Delayed
SHP-0000298,PO-0026078,LANE-015195,BlueLine Transport,2026-07-30,2026-08-03,2026-08-03,500,Delivered
SHP-0000299,PO-0008801,LANE-016084,Meridian Logistics,2025-09-21,,2025-09-23,200,Delivered
SHP-0000300,PO-0017913,LANE-010125,Ironhide Trucking,2026-03-04,2026-04-04,2026-04-02,100,Delivered
SHP-0000301,PO-0025278,LANE-009630,Pacific Rim Shipping,2026-03-27,2026-03-30,2026-03-30,500,Delivered
SHP-0000302,PO-0025109,LANE-014839,Meridian Logistics,2026-05-13,2026-05-24,2026-05-21,100,Delivered
SHP-0000303,PO-0020382,LANE-012698,BlueLine Transport,2024-10-28,2024-11-09,2024-11-06,200,Delivered
SHP-0000304,PO-0001964,LANE-016673,TransGlobal Freight,2025-11-24,2025-11-30,2025-12-03,800,Delivered
SHP-0000305,PO-0015605,LANE-015708,TransGlobal Freight,2026-02-07,2026-02-19,2026-02-22,500,Delivered
SHP-0000306,PO-0004904,LANE-012131,Continental Cargo,2026-05-18,2026-05-20,2026-05-18,200,Delivered
SHP-0000307,PO-0007605,LANE-010281,,2024-08-02,2024-08-13,2024-08-11,800,Delivered
SHP-0000308,PO-0018305,LANE-003031,Continental Cargo,2025-05-15,2025-05-18,2025-05-17,100,Delivered
SHP-0000309,PO-0016558,LANE-011130,Atlas Intermodal,2025-01-23,2025-02-06,2025-02-07,100,Delivered
SHP-0000310,PO-0003282,LANE-009198,Meridian Logistics,2024-12-05,2024-12-14,,500,Delayed
SHP-0000311,PO-0006845,LANE-013051,BlueLine Transport,2025-06-28,2025-07-24,2025-07-27,500,Delivered
SHP-0000312,PO-0016098,LANE-003104,EuroFreight Express,2025-01-04,2025-01-07,2025-01-05,50,Delivered
SHP-0000313,PO-0026403,LANE-001977,EuroFreight Express,2024-11-18,2024-12-10,2024-12-09,200,Delivered
SHP-0000314,PO-0012155,LANE-015345,Pacific Rim Shipping,2025-09-20,2025-09-24,,500,In Transit
SHP-0000315,PO-0000924,LANE-016059,Pacific Rim Shipping,2025-10-17,2025-11-14,2025-11-11,100,Delivered
SHP-0000316,PO-0003856,LANE-007265,Continental Cargo,2024-05-22,2024-06-01,2024-06-03,800,Delivered
SHP-0000317,PO-0012143,LANE-008329,Continental Cargo,2025-02-02,2025-02-15,2025-02-15,1200,Delivered
SHP-0000318,PO-0000569,LANE-012811,TransGlobal Freight,2026-08-07,2026-09-08,,100,Delayed
SHP-0000319,PO-0023960,LANE-000625,Ironhide Trucking,2026-07-03,2026-07-14,2026-07-11,200,Delivered
SHP-0000320,PO-0026818,LANE-012882,Atlas Intermodal,2024-07-09,2024-07-23,2024-07-24,200,Delivered
SHP-0000321,PO-0013971,LANE-012691,Ironhide Trucking,2024-06-20,2024-06-25,2024-06-27,200,Partial
SHP-0000322,PO-0013050,LANE-013515,EuroFreight Express,2024-12-25,2025-01-24,2025-01-27,800,Delivered
SHP-0000323,PO-0005498,LANE-004585,Atlas Intermodal,2025-04-21,2025-05-04,,200,In Transit
SHP-0000324,PO-0025640,LANE-005972,Continental Cargo,2025-08-19,2025-09-22,2025-09-25,1200,Delivered
SHP-0000325,PO-0000461,LANE-001868,Ironhide Trucking,2026-06-10,2026-06-19,2026-06-20,100,Delivered
SHP-0000326,PO-0002151,LANE-000225,Ironhide Trucking,2024-04-04,2024-04-14,2024-04-15,200,Delivered
SHP-0000327,PO-0020842,LANE-010374,Ironhide Trucking,2024-04-06,2024-05-02,,300,In Transit
SHP-0000328,PO-0022269,LANE-012683,Ironhide Trucking,2024-03-18,2024-03-22,,200,Delayed
SHP-0000329,PO-0021712,LANE-006517,Ironhide Trucking,2024-12-31,2025-01-15,2025-01-18,200,Delivered
SHP-0000330,PO-0004313,LANE-016712,EuroFreight Express,2026-07-18,2026-08-16,2026-08-16,500,Delivered
SHP-0000331,PO-0011667,LANE-000022,Continental Cargo,2024-08-17,2024-08-19,,500,In Transit
SHP-0000332,PO-0019801,LANE-008677,BlueLine Transport,2026-01-29,2026-03-01,2026-03-02,300,Partial
SHP-0000333,PO-0025717,LANE-016538,Continental Cargo,2024-11-10,2024-12-08,2024-12-11,50,Delivered
SHP-0000334,PO-0017273,LANE-000545,EuroFreight Express,2026-04-20,2026-04-25,2026-04-28,500,Delivered
SHP-0000335,PO-0010967,LANE-011627,BlueLine Transport,2025-08-29,,2025-09-01,500,Delivered
SHP-0000336,PO-0008509,LANE-013750,Meridian Logistics,2024-08-22,2024-09-19,,800,In Transit
SHP-0000337,PO-0000218,LANE-010747,,2024-05-09,2024-05-21,2024-05-18,200,Delivered
SHP-0000338,PO-0001542,LANE-009185,Pacific Rim Shipping,2024-01-25,2024-01-30,,100,In Transit
SHP-0000339,PO-0025475,LANE-013178,Pacific Rim Shipping,2025-06-28,2025-07-10,2025-07-08,100,Delivered
SHP-0000340,PO-0009095,LANE-008408,EuroFreight Express,2024-01-24,2024-02-01,2024-01-31,1200,Delivered
SHP-0000341,PO-0022611,LANE-001452,Atlas Intermodal,2024-09-04,2024-09-19,2024-09-20,200,Delivered
SHP-0000342,PO-0007550,LANE-007892,EuroFreight Express,2025-09-18,2025-09-20,2025-09-23,100,Delivered
SHP-0000343,PO-0022194,LANE-010875,BlueLine Transport,2025-09-03,2025-09-07,2025-09-07,1200,Delivered
SHP-0000344,PO-0007633,LANE-008740,Pacific Rim Shipping,2026-03-12,2026-03-25,2026-03-22,1200,Delivered
SHP-0000345,PO-0017007,LANE-016252,Ironhide Trucking,2026-07-19,2026-07-24,2026-07-22,800,Delivered
SHP-0000346,PO-0022873,LANE-014427,BlueLine Transport,2024-06-17,2024-06-27,2024-06-27,200,Delivered
SHP-0000347,PO-0003590,LANE-007850,EuroFreight Express,2026-05-31,2026-06-24,2026-06-26,1200,Delivered
SHP-0000348,PO-0005670,LANE-014361,,2025-12-10,2025-12-23,2025-12-22,200,Delivered
SHP-0000349,PO-0009800,LANE-001837,Meridian Logistics,2026-06-29,2026-07-04,,200,Lost
SHP-0000350,PO-0014329,LANE-002015,Meridian Logistics,2025-03-26,2025-04-06,,300,In Transit
SHP-0000351,PO-0015676,LANE-003575,BlueLine Transport,2026-06-15,2026-06-20,,1200,In Transit
SHP-0000352,PO-0020440,LANE-008851,Continental Cargo,2025-11-29,2025-12-01,2025-11-28,500,Delivered
SHP-0000353,PO-0001920,LANE-009184,Ironhide Trucking,2025-12-02,,,50,Delayed
SHP-0000354,PO-0023788,LANE-007723,BlueLine Transport,2026-03-13,2026-03-25,2026-03-23,1200,Delivered
SHP-0000355,PO-0008689,LANE-000757,TransGlobal Freight,2025-09-15,2025-09-17,2025-09-18,1200,Delivered
SHP-0000356,PO-0001908,LANE-010788,Meridian Logistics,2025-07-26,2025-07-29,2025-07-26,100,Delivered
SHP-0000357,PO-0021344,LANE-003118,BlueLine Transport,2024-07-21,2024-07-24,,1200,In Transit
SHP-0000358,PO-0002921,LANE-003353,Pacific Rim Shipping,2025-10-19,2025-10-20,2025-10-23,1200,Delivered
SHP-0000359,PO-0025254,LANE-001747,Continental Cargo,2025-05-24,2025-05-26,2025-05-28,200,Delivered
SHP-0000360,PO-0022988,LANE-002807,BlueLine Transport,2024-01-07,2024-01-16,2024-01-14,100,Delivered
SHP-0000361,PO-0001657,LANE-009558,Ironhide Trucking,2026-03-24,2026-03-29,2026-03-29,100,Delivered
SHP-0000362,PO-0021493,LANE-010726,Atlas Intermodal,2026-04-18,,,200,In Transit
SHP-0000363,PO-0022700,LANE-005247,TransGlobal Freight,2025-07-01,2025-07-14,2025-07-12,200,Delivered
SHP-0000364,PO-0011801,LANE-005152,Atlas Intermodal,2026-04-16,2026-04-25,2026-04-22,800,Delivered
SHP-0000365,PO-0017345,LANE-011497,,2025-09-06,2025-09-18,2025-09-21,1200,Delivered
SHP-0000366,PO-0005862,LANE-016323,Pacific Rim Shipping,2024-11-16,2024-11-19,2024-11-19,1200,Delivered
SHP-0000367,PO-0001458,LANE-012504,EuroFreight Express,2025-07-03,2025-07-13,2025-07-12,50,Delivered
SHP-0000368,PO-0019065,LANE-000240,Pacific Rim Shipping,2024-10-24,2024-11-03,2024-10-31,800,Delivered
SHP-0000369,PO-0005390,LANE-006414,Meridian Logistics,2026-02-10,2026-02-15,2026-02-17,500,Delivered
SHP-0000370,PO-0023708,LANE-011797,BlueLine Transport,2025-09-08,2025-09-12,2025-09-12,50,Delivered
SHP-0000371,PO-0018717,LANE-014657,EuroFreight Express,2025-07-16,2025-07-27,2025-07-26,100,Delivered
SHP-0000372,PO-0009938,LANE-011639,Continental Cargo,2026-06-04,2026-06-10,2026-06-13,100,Delivered
SHP-0000373,PO-0009671,LANE-016639,Ironhide Trucking,2025-09-10,2025-09-12,2025-09-15,50,Delivered
SHP-0000374,PO-0018906,LANE-000697,Pacific Rim Shipping,2024-07-19,2024-07-25,2024-07-22,1200,Delivered
SHP-0000375,PO-0008561,LANE-006792,EuroFreight Express,2026-01-20,2026-02-20,2026-02-23,200,Delivered
SHP-0000376,PO-0022717,LANE-008155,,2024-10-16,2024-10-28,2024-10-30,800,Delivered
SHP-0000377,PO-0001779,LANE-009156,Atlas Intermodal,2024-10-09,2024-11-10,2024-11-09,200,Delivered
SHP-0000378,PO-0013536,LANE-014649,Atlas Intermodal,2025-01-28,2025-02-02,2025-02-05,100,Delivered
SHP-0000379,PO-0024446,LANE-005747,EuroFreight Express,2026-06-19,2026-06-22,2026-06-23,1200,Delivered
SHP-0000380,PO-0023593,LANE-016213,Meridian Logistics,2024-09-14,2024-10-09,2024-10-06,100,Delivered
SHP-0000381,PO-0018439,LANE-001624,Pacific Rim Shipping,2024-12-04,2024-12-15,2024-12-17,1200,Delivered
SHP-0000382,PO-0006455,LANE-005525,Pacific Rim Shipping,2024-11-07,2024-11-17,2024-11-18,100,Delivered
SHP-0000383,PO-0001722,LANE-002582,Atlas Intermodal,2025-12-17,2026-01-18,2026-01-21,200,Delivered
SHP-0000384,PO-0009279,LANE-009628,Atlas Intermodal,2025-11-26,,2025-11-28,100,Delivered
SHP-0000385,PO-0013473,LANE-002790,BlueLine Transport,2024-03-26,2024-03-30,,500,In Transit
SHP-0000386,PO-0013871,LANE-010282,Meridian Logistics,2025-01-18,2025-02-01,2025-02-03,1200,Delivered
SHP-0000387,PO-0014385,LANE-012643,Continental Cargo,2024-07-11,2024-07-23,2024-07-25,200,Delivered
SHP-0000388,PO-0018733,LANE-014285,TransGlobal Freight,2025-01-29,2025-02-10,2025-02-09,1200,Delivered
SHP-0000389,PO-0016633,LANE-015069,,2024-12-28,2024-12-31,,800,In Transit
SHP-0000390,PO-0000792,LANE-012148,,2024-11-19,2024-11-23,,200,Delayed
SHP-0000391,PO-0018948,LANE-014266,Pacific Rim Shipping,2025-07-17,2025-07-21,2025-07-24,500,Delivered
SHP-0000392,PO-0013878,LANE-010621,TransGlobal Freight,2024-08-26,2024-08-28,2024-08-31,200,Delivered
SHP-0000393,PO-0008301,LANE-010213,BlueLine Transport,2024-06-29,2024-07-25,,800,In Transit
SHP-0000394,PO-0005559,LANE-016333,Meridian Logistics,2025-06-16,2025-06-21,2025-06-18,1200,Delivered
SHP-0000395,PO-0002353,LANE-016672,Atlas Intermodal,2024-05-15,2024-05-20,2024-05-18,800,Delivered
SHP-0000396,PO-0012464,LANE-004982,Pacific Rim Shipping,2024-02-10,2024-02-14,2024-02-16,300,Delivered
SHP-0000397,PO-0008336,LANE-004349,Ironhide Trucking,2025-05-01,2025-05-12,2025-05-11,800,Delivered
SHP-0000398,PO-0026267,LANE-007090,Continental Cargo,2025-03-11,2025-03-16,2025-03-18,500,Delivered
SHP-0000399,PO-0025428,LANE-015757,Ironhide Trucking,2024-04-29,2024-05-04,2024-05-05,1200,Delivered
SHP-0000400,PO-0022801,LANE-004064,EuroFreight Express,2024-06-01,2024-06-17,,500,Delayed
SHP-0000401,PO-0009442,LANE-009882,Atlas Intermodal,2024-02-28,2024-03-02,2024-03-03,200,Delivered
SHP-0000402,PO-0019444,LANE-000550,Continental Cargo,2024-08-22,2024-08-25,,50,Delayed
SHP-0000403,PO-0021605,LANE-006436,EuroFreight Express,2026-07-31,2026-08-13,2026-08-15,800,Delivered
SHP-0000404,PO-0023530,LANE-015592,Atlas Intermodal,2026-04-10,2026-04-15,,800,In Transit
SHP-0000405,PO-0018327,LANE-009881,TransGlobal Freight,2025-08-29,2025-09-02,2025-08-31,300,Delivered
SHP-0000406,PO-0016444,LANE-001077,Meridian Logistics,2024-04-23,2024-05-05,,500,In Transit
SHP-0000407,PO-0015864,LANE-001774,EuroFreight Express,2024-03-24,2024-03-28,2024-03-31,50,Delivered
SHP-0000408,PO-0025767,LANE-005823,BlueLine Transport,2024-07-06,2024-08-02,2024-07-31,50,Delivered
SHP-0000409,PO-0014805,LANE-005047,BlueLine Transport,2025-01-14,2025-01-20,2025-01-17,50,Delivered
SHP-0000410,PO-0005348,LANE-003889,TransGlobal Freight,2025-04-01,2025-04-13,2025-04-16,500,Delivered
SHP-0000411,PO-0017755,LANE-006040,Meridian Logistics,2026-03-20,2026-03-28,,100,In Transit
SHP-0000412,PO-0017417,LANE-002458,Continental Cargo,2026-04-18,2026-05-09,2026-05-13,500,Partial
SHP-0000413,PO-0005123,LANE-004520,,2025-11-28,2025-12-27,2025-12-30,100,Delivered
SHP-0000414,PO-0026238,LANE-014013,Atlas Intermodal,2026-03-27,2026-03-31,2026-03-28,300,Delivered
SHP-0000415,PO-0010270,LANE-004058,Continental Cargo,2024-12-06,2024-12-30,2024-12-29,300,Delivered
SHP-0000416,PO-0006738,LANE-002597,Atlas Intermodal,2024-05-14,2024-05-17,2024-05-15,300,Delivered
SHP-0000417,PO-0023573,LANE-010865,TransGlobal Freight,2026-08-28,2026-09-29,2026-09-30,200,Delivered
SHP-0000418,PO-0019411,LANE-008206,Continental Cargo,2026-01-27,2026-01-31,2026-01-28,200,Delivered
SHP-0000419,PO-0006515,LANE-002645,,2025-06-24,2025-07-05,,300,In Transit
SHP-0000420,PO-0005246,LANE-003533,Meridian Logistics,2024-02-26,2024-03-11,2024-03-11,100,Delivered
SHP-0000421,PO-0011077,LANE-003743,BlueLine Transport,2025-07-06,2025-07-17,2025-07-15,1200,Delivered
SHP-0000422,PO-0003730,LANE-001403,Atlas Intermodal,2024-11-25,2024-12-19,,1200,Delayed
SHP-0000423,PO-0016960,LANE-003403,Atlas Intermodal,2025-06-07,2025-06-19,,200,In Transit
SHP-0000424,PO-0018789,LANE-002645,Atlas Intermodal,2024-10-11,2024-10-22,2024-10-23,100,Delivered
SHP-0000425,PO-0015343,LANE-015278,Atlas Intermodal,2024-06-11,2024-06-22,,500,Delayed
SHP-0000426,PO-0020802,LANE-001002,,2024-01-09,2024-02-09,2024-02-07,100,Delivered
SHP-0000427,PO-0013005,LANE-012674,Continental Cargo,2024-01-26,2024-01-30,2024-01-29,500,Delivered
SHP-0000428,PO-0010729,LANE-010625,EuroFreight Express,2025-12-13,2025-12-16,2025-12-14,100,Delivered
SHP-0000429,PO-0018454,LANE-000211,Meridian Logistics,2025-07-02,2025-07-07,,1200,In Transit
SHP-0000430,PO-0022207,LANE-015409,Meridian Logistics,2025-10-13,2025-10-17,2025-10-17,200,Delivered
SHP-0000431,PO-0008981,LANE-005627,Ironhide Trucking,2025-10-20,2025-11-03,2025-11-04,800,Delivered
SHP-0000432,PO-0021405,LANE-014512,Ironhide Trucking,2025-05-20,2025-05-28,,100,Delayed
SHP-0000433,PO-0013728,LANE-014572,Meridian Logistics,2025-02-19,2025-02-28,2025-02-26,300,Delivered
SHP-0000434,PO-0003762,LANE-007568,Ironhide Trucking,2025-09-25,2025-09-30,2025-10-02,100,Partial
SHP-0000435,PO-0021542,LANE-008772,EuroFreight Express,2025-07-28,,,50,Delayed
SHP-0000436,PO-0004603,LANE-006791,Atlas Intermodal,2024-01-25,2024-02-26,2024-02-29,100,Delivered
SHP-0000437,PO-0011746,LANE-004523,EuroFreight Express,2025-05-08,2025-06-08,,500,In Transit
SHP-0000438,PO-0006412,LANE-004382,,2025-06-27,2025-06-30,2025-07-02,300,Delivered
SHP-0000439,PO-0000567,LANE-015422,Ironhide Trucking,2024-04-20,2024-04-24,2024-04-22,300,Delivered
SHP-0000440,PO-0012981,LANE-008311,TransGlobal Freight,2024-09-12,2024-09-16,2024-09-15,200,Delivered
SHP-0000441,PO-0001179,LANE-015186,Ironhide Trucking,2024-08-12,2024-08-17,2024-08-19,1200,Delivered
SHP-0000442,PO-0011784,LANE-013897,Atlas Intermodal,2025-01-04,2025-01-15,,50,In Transit
SHP-0000443,PO-0007731,LANE-006464,Atlas Intermodal,2025-07-25,2025-08-25,2025-08-27,500,Delivered
SHP-0000444,PO-0001698,LANE-011424,Continental Cargo,2024-10-14,2024-10-24,2024-10-21,1200,Delivered
SHP-0000445,PO-0016546,LANE-004784,Meridian Logistics,2026-08-02,2026-08-04,,1200,In Transit
SHP-0000446,PO-0011489,LANE-013512,TransGlobal Freight,2024-05-14,2024-06-14,2024-06-16,200,Delivered
SHP-0000447,PO-0001153,LANE-014989,Meridian Logistics,2024-10-28,2024-11-09,2024-11-10,200,Delivered
SHP-0000448,PO-0006814,LANE-001435,EuroFreight Express,2024-12-30,2025-01-12,2025-01-14,500,Delivered
SHP-0000449,PO-0004686,LANE-006162,Meridian Logistics,2024-02-22,2024-02-27,2024-02-26,500,Delivered
SHP-0000450,PO-0012378,LANE-001159,,2024-10-09,2024-11-07,,1200,In Transit
SHP-0000451,PO-0009342,LANE-000174,Pacific Rim Shipping,2025-07-17,2025-08-14,,1200,In Transit
SHP-0000452,PO-0002542,LANE-007733,Atlas Intermodal,2025-04-24,2025-05-06,2025-05-04,50,Delivered
SHP-0000453,PO-0016011,LANE-015181,Ironhide Trucking,2025-01-03,,,500,Delayed
SHP-0000454,PO-0020752,LANE-009899,Meridian Logistics,2025-02-04,2025-02-09,2025-02-08,50,Delivered
SHP-0000455,PO-0017739,LANE-004489,BlueLine Transport,2026-05-28,2026-06-08,,200,In Transit
SHP-0000456,PO-0007863,LANE-008076,EuroFreight Express,2024-03-06,2024-03-29,2024-03-28,50,Delivered
SHP-0000457,PO-0019268,LANE-007393,,2024-05-27,2024-06-02,2024-06-02,300,Delivered
SHP-0000458,PO-0015041,LANE-000718,Continental Cargo,2026-05-07,2026-05-16,2026-05-16,300,Delivered
SHP-0000459,PO-0000516,LANE-004383,,2024-06-27,2024-06-30,2024-06-27,500,Delivered
SHP-0000460,PO-0010047,LANE-002864,Meridian Logistics,2024-12-06,2024-12-10,,200,In Transit
SHP-0000461,PO-0017014,LANE-008773,Continental Cargo,2026-02-19,2026-03-25,2026-03-27,800,Delivered
SHP-0000462,PO-0000636,LANE-008471,Pacific Rim Shipping,2024-04-13,2024-04-19,,200,Delayed
SHP-0000463,PO-0004298,LANE-012564,Pacific Rim Shipping,2024-03-07,2024-03-21,,300,Delayed
SHP-0000464,PO-0001311,LANE-000205,Pacific Rim Shipping,2025-01-16,2025-01-21,2025-01-20,1200,Delivered
SHP-0000465,PO-0019653,LANE-004585,Atlas Intermodal,2024-08-11,2024-08-24,2024-08-22,800,Delivered
