substitution_id,original_part_id,substitute_part_id,compatibility_scope,approval_status,approval_date,limited_compatibility_flag,compatibility_notes
SUB-000362,EL-311,EL-783,Baler,Approved,2024-05-01,False,
SUB-000363,EL-311,EL-622,Tractor,Approved,2025-06-11,False,
SUB-000364,CB-760,CB-1003,Baler,Approved,2024-04-20,False,
SUB-000365,CB-760,CB-1209,Harvester,Rejected,2025-04-28,False,
SUB-000366,CB-760,CB-1348,Tillage,Approved,2025-05-02,False,
SUB-000367,EC-766,EC-1030,Planter,Approved,2023-07-24,False,
SUB-000368,EC-766,EC-471,Planter,Pending,2024-10-16,False,
SUB-000369,EC-766,EC-834,Harvester,Approved,2024-10-25,False,
SUB-000370,EC-766,EC-392,Planter,Approved with Limited Compatibility,2024-05-31,True,
SUB-000371,SC-890,SC-130,Harvester,Pending,2023-11-30,False,
SUB-000372,SC-890,SC-464,All Platforms,Approved,2025-07-24,False,
SUB-000373,SC-890,SC-195,Planter,Approved with Limited Compatibility,2023-11-18,True,
SUB-000374,HY-431,HY-1318,Planter,Pending,2023-10-19,False,
SUB-000375,FT-840,FT-854,Tillage,Approved,2024-01-14,False,
SUB-000376,ST-247,ST-1161,Combine,Approved,2024-03-26,False,
SUB-000377,ST-247,ST-1134,Baler,Approved,2025-07-30,False,
SUB-000378,ST-247,ST-1090,Harvester,Approved with Limited Compatibility,2023-07-03,True,
SUB-000379,EC-1326,EC-191,All Platforms,Approved,2024-01-16,False,
SUB-000380,EC-1326,EC-698,Planter,Approved,,False,
SUB-000381,HY-896,HY-1136,All Platforms,Rejected,2024-02-14,False,
SUB-000382,FT-1075,FT-1165,Combine,Approved,2025-03-02,False,
SUB-000383,FT-1075,FT-1255,All Platforms,Approved,2023-12-20,False,
SUB-000384,BR-1004,BR-666,Baler,Approved with Limited Compatibility,2023-08-30,True,
SUB-000385,FL-1157,FL-618,Tillage,Pending,2024-11-02,False,
SUB-000386,CB-846,CB-944,Combine,Approved,2024-05-25,False,
SUB-000387,CB-846,CB-1321,Baler,Pending,2023-06-27,False,
SUB-000388,CB-846,CB-681,Tillage,Approved,2025-04-21,False,
SUB-000389,CH-772,CH-228,Tillage,Approved,2023-10-19,False,
SUB-000390,CH-772,CH-695,Harvester,Approved,2023-11-12,False,
SUB-000391,BR-921,BR-840,All Platforms,Approved,2024-10-15,False,
SUB-000392,BR-921,BR-224,Planter,Approved,2024-09-01,False,
SUB-000393,BR-921,BR-1235,Combine,Approved,2025-01-05,False,
SUB-000394,BR-921,BR-1316,Planter,Pending,2024-07-15,False,
SUB-000395,EL-183,EL-1276,Sprayer,Approved,2024-04-14,False,
SUB-000396,FL-890,FL-666,Harvester,Approved,2023-03-29,False,
SUB-000397,EN-514,EN-164,Tillage,Approved,2025-01-18,False,
SUB-000398,EL-171,EL-1207,Combine,Approved,2024-11-07,False,
SUB-000399,EL-171,EL-771,All Platforms,Approved,2023-07-21,False,
SUB-000400,EC-394,EC-628,Baler,Approved with Limited Compatibility,2024-04-17,True,
SUB-000401,EC-394,EC-1177,Harvester,Approved,2023-04-25,False,
SUB-000402,EC-394,EC-1256,Tractor,Approved,2024-05-18,False,
SUB-000403,BR-875,BR-711,Baler,Rejected,2023-10-31,False,
SUB-000404,CB-1343,CB-426,Planter,Approved,2023-11-15,False,
SUB-000405,CB-1343,CB-255,Combine,Approved,2025-07-09,False,
SUB-000406,CB-1343,CB-595,Combine,Rejected,2024-05-14,False,
SUB-000407,TR-572,TR-154,Baler,Approved with Limited Compatibility,2024-04-16,True,
SUB-000408,TR-572,TR-363,Tillage,Approved,2024-03-10,False,
SUB-000409,TR-572,TR-1241,Planter,Approved,2024-09-13,False,
SUB-000410,HY-1130,HY-316,Planter,Approved,2023-07-14,False,
SUB-000411,FT-1122,FT-539,Tractor,Pending,2025-01-28,False,
SUB-000412,FT-1122,FT-878,Combine,Approved,2023-01-14,False,
SUB-000413,EN-983,EN-409,Harvester,Approved with Limited Compatibility,2025-09-10,True,
SUB-000414,EN-983,EN-1152,Tractor,Approved with Limited Compatibility,2025-05-31,True,
SUB-000415,TR-938,TR-1217,Planter,Approved,2024-05-12,False,
SUB-000416,TR-938,TR-512,All Platforms,Approved with Limited Compatibility,2023-11-25,True,
SUB-000417,TR-938,TR-240,All Platforms,Approved with Limited Compatibility,2024-02-07,True,
SUB-000418,TR-938,TR-422,Combine,Pending,2023-04-11,False,
SUB-000419,EL-190,EL-327,Baler,Pending,2025-03-26,False,
SUB-000420,EL-190,EL-1035,Harvester,Rejected,2023-02-14,False,
SUB-000421,EL-190,EL-1323,Planter,Approved,2025-01-28,False,
SUB-000422,FL-786,FL-1102,Tractor,Rejected,2025-08-29,False,
SUB-000423,BR-162,BR-500,Combine,Approved,2025-01-29,False,
SUB-000424,BR-162,BR-923,Baler,Approved with Limited Compatibility,2023-10-31,True,
SUB-000425,EN-453,EN-584,Combine,Pending,2023-11-22,False,
SUB-000426,EN-453,EN-248,Combine,Pending,2025-06-30,False,
SUB-000427,CH-412,CH-406,Sprayer,Rejected,2023-09-30,False,
SUB-000428,CH-412,CH-1287,Harvester,Approved,2023-08-27,False,
SUB-000429,CH-412,CH-804,Tillage,Approved with Limited Compatibility,2024-02-10,True,
SUB-000430,CH-412,CH-278,Tillage,Pending,2025-09-07,False,
SUB-000431,EN-1319,EN-1047,All Platforms,Approved,2024-04-29,False,
SUB-000432,EN-1319,EN-368,Baler,Approved with Limited Compatibility,2025-08-06,True,
SUB-000433,EC-318,EC-626,Baler,Approved,2024-04-27,False,
SUB-000434,EC-318,EC-892,Planter,Rejected,2024-10-21,False,
SUB-000435,SC-678,SC-656,Baler,Rejected,2025-04-14,False,
SUB-000436,EN-1291,EN-757,Tillage,Approved,2023-07-24,False,
SUB-000437,EL-1037,EL-649,Planter,Pending,2024-09-18,False,
SUB-000438,EL-1037,EL-343,Baler,Approved,2024-02-17,False,
SUB-000439,HY-830,HY-1051,All Platforms,Approved with Limited Compatibility,2025-04-24,True,
SUB-000440,HY-830,HY-1032,Tractor,Approved,2025-02-24,False,
SUB-000441,HY-830,HY-1298,Combine,Approved with Limited Compatibility,2024-10-10,True,
SUB-000442,HY-830,HY-250,All Platforms,Approved with Limited Compatibility,2024-09-29,True,
SUB-000443,ST-901,ST-326,Sprayer,Approved with Limited Compatibility,2024-05-22,True,
SUB-000444,ST-901,ST-422,Planter,Approved with Limited Compatibility,2025-07-30,True,
SUB-000445,HY-445,HY-315,Sprayer,Rejected,2024-01-13,False,
SUB-000446,HY-445,HY-950,Harvester,Approved with Limited Compatibility,2024-08-25,True,
SUB-000447,HY-445,HY-989,Combine,Pending,2023-08-28,False,
SUB-000448,EN-1349,EN-1255,Combine,Approved,2024-01-12,False,
SUB-000449,CB-328,CB-957,Planter,Approved,2024-05-24,False,
SUB-000450,CB-328,CB-927,Planter,Approved with Limited Compatibility,2025-05-05,True,
SUB-000451,TR-151,TR-1189,Harvester,Approved with Limited Compatibility,2023-09-07,True,
SUB-000452,TR-151,TR-296,Baler,Approved with Limited Compatibility,2025-03-28,True,
SUB-000453,HY-634,HY-1012,Tillage,Pending,2024-04-14,False,
SUB-000454,EC-781,EC-891,Combine,Approved,2025-04-06,False,
SUB-000455,EC-781,EC-635,Baler,Approved,2023-03-30,False,
SUB-000456,EC-781,EC-261,Sprayer,Approved,2025-08-15,False,
SUB-000457,EC-781,EC-716,Sprayer,Pending,2023-11-12,False,
SUB-000458,EN-1014,EN-866,Tillage,Approved with Limited Compatibility,2024-05-25,True,
SUB-000459,SC-595,SC-457,Combine,Approved,2024-04-01,False,
SUB-000460,SC-595,SC-884,Tillage,Approved,2023-09-24,False,
SUB-000461,EL-773,EL-665,Sprayer,Approved,2024-08-09,False,
SUB-000462,EL-902,EL-179,Baler,Pending,2024-01-30,False,
SUB-000463,EL-902,EL-238,Harvester,Approved,2023-03-30,False,
SUB-000464,CH-932,CH-931,All Platforms,Approved,2024-04-28,False,
SUB-000465,CH-932,CH-1336,Baler,Approved,2025-02-09,False,
SUB-000466,CB-424,CB-878,Harvester,Approved,2023-08-18,False,
SUB-000467,CB-424,CB-426,Combine,Approved,2025-01-24,False,
SUB-000468,CB-424,CB-1157,Tillage,Approved,2024-04-13,False,
SUB-000469,CB-424,CB-932,Planter,Approved with Limited Compatibility,2024-11-29,True,
SUB-000470,CH-285,CH-260,Harvester,Rejected,2024-04-22,False,
SUB-000471,CH-285,CH-589,Combine,Rejected,2024-07-14,False,
SUB-000472,BR-160,BR-700,Combine,Approved with Limited Compatibility,2024-02-28,True,
SUB-000473,ST-556,ST-786,Sprayer,Approved with Limited Compatibility,2023-05-18,True,
SUB-000474,BR-987,BR-944,Tractor,Approved with Limited Compatibility,2024-07-10,True,
SUB-000475,BR-987,BR-891,All Platforms,Rejected,2023-03-14,False,
SUB-000476,BR-987,BR-1199,Harvester,Approved with Limited Compatibility,2023-09-30,True,
SUB-000477,BR-987,BR-444,Sprayer,Rejected,2025-08-12,False,
SUB-000478,FL-1276,FL-1263,All Platforms,Approved,2023-09-12,False,
SUB-000479,FL-1276,FL-328,All Platforms,Approved with Limited Compatibility,2023-10-31,True,
SUB-000480,FL-1276,FL-822,Tractor,Rejected,2023-12-14,False,
SUB-000481,FL-1276,FL-641,Planter,Pending,2024-03-28,False,
SUB-000482,BR-267,BR-1348,Combine,Rejected,2024-06-23,False,
SUB-000483,FL-720,FL-1116,Combine,Approved with Limited Compatibility,2023-05-17,True,
SUB-000484,FL-720,FL-364,Combine,Approved,2024-10-06,False,
SUB-000485,FL-720,FL-663,Tractor,Approved with Limited Compatibility,2024-01-27,True,
SUB-000486,FL-720,FL-971,Harvester,Approved with Limited Compatibility,2023-09-15,True,
SUB-000487,FL-659,FL-1255,Planter,Rejected,2023-12-19,False,
SUB-000488,EC-261,EC-1045,Tractor,Approved with Limited Compatibility,2023-01-21,True,
SUB-000489,EC-261,EC-960,Combine,Pending,,False,
SUB-000490,CB-755,CB-232,All Platforms,Approved with Limited Compatibility,2024-02-01,True,
SUB-000491,CB-755,CB-714,All Platforms,Pending,2023-11-14,False,
SUB-000492,TR-996,TR-754,Baler,Pending,2024-10-15,False,
SUB-000493,TR-996,TR-159,Sprayer,Rejected,2025-03-09,False,
SUB-000494,ST-899,ST-1087,Tillage,Approved with Limited Compatibility,2023-12-12,True,
SUB-000495,ST-899,ST-1139,Planter,Approved,2025-04-30,False,
SUB-000496,ST-899,ST-849,Tractor,Approved,2023-09-25,False,
SUB-000497,ST-899,ST-447,Harvester,Approved with Limited Compatibility,2023-03-16,True,
SUB-000498,BR-937,BR-654,Tractor,Approved with Limited Compatibility,2023-12-24,True,
SUB-000499,CB-132,CB-1174,Combine,Approved with Limited Compatibility,2025-04-02,True,
SUB-000500,CB-132,CB-516,Tractor,Approved,2023-08-08,False,
SUB-000501,CB-132,CB-567,Baler,Rejected,2025-02-28,False,
SUB-000502,ST-993,ST-468,Planter,Approved,2024-06-24,False,
SUB-000503,ST-993,ST-1005,Tractor,Approved with Limited Compatibility,2025-05-04,True,
SUB-000504,ST-993,ST-122,Baler,Approved with Limited Compatibility,2023-11-22,True,
SUB-000505,ST-993,ST-803,Harvester,Approved with Limited Compatibility,2024-03-27,True,
SUB-000506,TR-488,TR-877,Baler,Approved,2024-11-24,False,
SUB-000507,TR-488,TR-1249,All Platforms,Approved,2023-11-03,False,
SUB-000508,TR-488,TR-492,Tillage,Approved,2025-01-28,False,
SUB-000509,TR-488,TR-497,Harvester,Approved,2024-08-02,False,
SUB-000510,BR-1248,BR-849,Harvester,Rejected,2025-06-18,False,
SUB-000511,SC-902,SC-1032,Harvester,Approved,2023-12-30,False,
SUB-000512,SC-902,SC-121,Tillage,Approved,2023-02-11,False,
SUB-000513,SC-902,SC-1025,Combine,Pending,2023-01-30,False,
SUB-000514,HY-1216,HY-1321,Planter,Approved,2023-03-06,False,
SUB-000515,HY-1216,HY-906,Tractor,Rejected,2023-08-17,False,
SUB-000516,EL-721,EL-143,Tractor,Approved,2025-05-11,False,
SUB-000517,EL-721,EL-611,Baler,Rejected,2023-08-05,False,
SUB-000518,EL-721,EL-622,Planter,Approved with Limited Compatibility,2025-09-17,True,
SUB-000519,TR-235,TR-620,Sprayer,Approved with Limited Compatibility,2024-05-07,True,
SUB-000520,CB-1214,CB-227,Planter,Approved,2024-03-20,False,
SUB-000521,CB-1214,CB-846,Tillage,Approved,2024-01-04,False,
SUB-000522,CB-1214,CB-583,Planter,Approved,2023-09-20,False,
SUB-000523,CB-1214,CB-232,Planter,Approved,,False,
SUB-000524,HY-709,HY-557,Tractor,Approved with Limited Compatibility,2023-12-07,True,
SUB-000525,HY-709,HY-1320,Tillage,Approved,2025-01-27,False,
SUB-000526,HY-709,HY-815,Sprayer,Approved,2025-09-20,False,
SUB-000527,FT-554,FT-780,All Platforms,Approved,2024-05-21,False,
SUB-000528,FT-554,FT-751,Tractor,Approved,2024-02-28,False,
SUB-000529,FT-554,FT-157,Combine,Approved with Limited Compatibility,,True,
SUB-000530,FT-554,FT-1267,Sprayer,Pending,2024-01-31,False,
SUB-000531,ST-133,ST-405,All Platforms,Approved,2024-06-15,False,
SUB-000532,ST-133,ST-1269,Baler,Rejected,2023-07-22,False,
SUB-000533,EL-301,EL-299,Harvester,Rejected,2025-08-12,False,
SUB-000534,EL-301,EL-1237,Sprayer,Rejected,2024-07-10,False,
SUB-000535,FT-1345,FT-1267,Planter,Approved,2025-09-13,False,
SUB-000536,FT-1345,FT-955,Planter,Approved with Limited Compatibility,2025-03-19,True,
SUB-000537,EL-798,EL-263,Sprayer,Approved,2023-12-26,False,
SUB-000538,EN-248,EN-635,Tractor,Pending,2023-04-17,False,
SUB-000539,EN-248,EN-921,Planter,Approved,2024-03-14,False,
SUB-000540,EN-248,EN-1103,Harvester,Pending,2023-11-23,False,
SUB-000541,FT-722,FT-204,Combine,Approved with Limited Compatibility,2025-01-29,True,
SUB-000542,TR-983,TR-535,Combine,Approved,2023-09-08,False,
SUB-000543,TR-983,TR-1022,Tractor,Approved,2024-09-23,False,
SUB-000544,TR-983,TR-642,Baler,Approved with Limited Compatibility,2023-03-06,True,
SUB-000545,TR-983,TR-515,Harvester,Approved with Limited Compatibility,2023-08-01,True,
SUB-000546,FL-919,FL-165,Tractor,Approved,2023-08-17,False,
SUB-000547,FL-919,FL-434,Tractor,Approved,2024-01-11,False,
SUB-000548,ST-441,ST-1247,Sprayer,Approved,2023-11-30,False,
SUB-000549,ST-441,ST-1027,All Platforms,Approved,2023-04-08,False,
SUB-000550,SC-873,SC-208,Harvester,Approved,2025-05-13,False,
SUB-000551,CB-667,CB-348,Planter,Approved with Limited Compatibility,2023-03-25,True,
SUB-000552,HY-578,HY-722,All Platforms,Rejected,2025-07-02,False,
SUB-000553,SC-1255,SC-854,Planter,Pending,2024-08-14,False,
SUB-000554,SC-1255,SC-1180,Sprayer,Approved,2023-02-01,False,
SUB-000555,SC-1255,SC-961,All Platforms,Approved,2025-08-22,False,
SUB-000556,SC-1255,SC-732,Harvester,Approved,,False,
SUB-000557,EC-1348,EC-604,All Platforms,Approved,2024-05-19,False,
SUB-000558,EC-1348,EC-423,Tractor,Approved,2024-09-29,False,
SUB-000559,TR-910,TR-664,Planter,Pending,2025-02-06,False,
SUB-000560,EL-824,EL-1217,Baler,Approved with Limited Compatibility,2024-05-08,True,
SUB-000561,EL-824,EL-697,Tillage,Rejected,2024-01-15,False,
SUB-000562,EL-824,EL-492,Sprayer,Approved,2023-02-09,False,
SUB-000563,EL-824,EL-514,Planter,Approved,2023-05-09,False,
SUB-000564,EN-754,EN-797,All Platforms,Approved,2024-06-12,False,
SUB-000565,EN-754,EN-766,Harvester,Approved with Limited Compatibility,2025-06-09,True,
SUB-000566,EC-110,EC-765,Combine,Approved with Limited Compatibility,2024-06-23,True,
SUB-000567,EC-110,EC-1060,Planter,Rejected,2024-05-08,False,
SUB-000568,EC-110,EC-432,Tillage,Approved,2024-03-25,False,
SUB-000569,EL-429,EL-105,Baler,Approved,2023-06-20,False,
SUB-000570,EL-429,EL-941,Harvester,Approved with Limited Compatibility,2024-10-19,True,
SUB-000571,EL-429,EL-599,Planter,Pending,2024-12-25,False,
SUB-000572,EL-429,EL-1201,All Platforms,Approved with Limited Compatibility,2023-03-31,True,
SUB-000573,ST-528,ST-687,Tractor,Approved with Limited Compatibility,2025-07-21,True,
SUB-000574,ST-528,ST-418,Tillage,Approved,2025-01-01,False,
SUB-000575,ST-528,ST-1194,All Platforms,Pending,2023-02-06,False,
SUB-000576,CH-823,CH-960,Tractor,Approved,2025-06-21,False,
SUB-000577,BR-459,BR-563,All Platforms,Approved,,False,
SUB-000578,BR-349,BR-824,Combine,Approved with Limited Compatibility,2025-06-30,True,
SUB-000579,CB-1335,CB-290,Tractor,Pending,2024-09-28,False,
SUB-000580,CB-1335,CB-798,Harvester,Rejected,2025-05-25,False,
SUB-000581,SC-554,SC-973,Harvester,Pending,2024-11-29,False,
SUB-000582,SC-1194,SC-972,All Platforms,Approved,2024-08-31,False,
SUB-000583,SC-1194,SC-1251,Tractor,Approved,2025-05-07,False,
SUB-000584,CB-852,CB-704,Sprayer,Approved,2025-09-25,False,
SUB-000585,CB-852,CB-1112,Tillage,Approved with Limited Compatibility,2023-06-11,True,
SUB-000586,CB-852,CB-938,All Platforms,Approved with Limited Compatibility,2023-03-14,True,
SUB-000587,CB-852,CB-176,Sprayer,Approved,,False,
SUB-000588,CH-533,CH-917,Baler,Pending,2025-04-14,False,
SUB-000589,CH-533,CH-470,Combine,Approved with Limited Compatibility,2023-12-26,True,
SUB-000590,CH-533,CH-1331,Sprayer,Approved with Limited Compatibility,2025-08-20,True,
SUB-000591,CH-533,CH-266,Planter,Approved,2024-07-09,False,
SUB-000592,FL-970,FL-154,Combine,Approved,2023-12-12,False,
SUB-000593,FL-970,FL-472,Planter,Pending,2025-06-19,False,
SUB-000594,BR-126,BR-363,Combine,Approved,2024-05-22,False,
SUB-000595,FT-711,FT-177,All Platforms,Pending,2024-10-18,False,
SUB-000596,FT-711,FT-806,All Platforms,Approved,2025-06-01,False,
SUB-000597,FT-711,FT-320,All Platforms,Approved with Limited Compatibility,2025-05-26,True,
SUB-000598,FT-711,FT-1320,Harvester,Approved with Limited Compatibility,2025-04-29,True,
SUB-000599,EC-526,EC-947,All Platforms,Rejected,2023-08-20,False,
SUB-000600,TR-656,TR-1078,Planter,Approved,2025-04-30,False,
SUB-000601,TR-656,TR-936,Tractor,Approved,2024-05-10,False,
SUB-000602,TR-656,TR-1287,All Platforms,Approved with Limited Compatibility,2023-05-10,True,
SUB-000603,HY-201,HY-363,Combine,Approved,,False,
SUB-000604,CB-888,CB-396,Sprayer,Approved with Limited Compatibility,2023-09-14,True,
SUB-000605,TR-1231,TR-1030,Harvester,Approved,2024-02-03,False,
SUB-000606,BR-1076,BR-716,Sprayer,Approved,2023-01-10,False,
SUB-000607,SC-660,SC-905,Tillage,Approved,2024-03-06,False,
SUB-000608,SC-660,SC-789,Baler,Approved,2023-03-25,False,
SUB-000609,SC-660,SC-637,Baler,Pending,2024-12-12,False,
SUB-000610,SC-660,SC-918,Tillage,Approved,2024-04-19,False,
SUB-000611,SC-944,SC-534,Harvester,Approved with Limited Compatibility,2025-01-12,True,
SUB-000612,SC-944,SC-1012,Tillage,Approved,2025-06-07,False,
SUB-000613,SC-944,SC-964,Baler,Approved with Limited Compatibility,2024-07-20,True,
SUB-000614,EC-498,EC-836,Tillage,Approved,2025-09-18,False,
SUB-000615,EC-498,EC-322,All Platforms,Approved,2024-09-18,False,
SUB-000616,BR-1212,BR-1172,All Platforms,Rejected,2025-05-27,False,
SUB-000617,BR-1212,BR-1151,Combine,Approved with Limited Compatibility,2024-01-05,True,
SUB-000618,TR-1217,TR-1011,Harvester,Approved,2025-05-07,False,
SUB-000619,TR-1217,TR-603,All Platforms,Approved with Limited Compatibility,2023-10-14,True,
SUB-000620,ST-579,ST-489,Harvester,Rejected,2023-07-20,False,
SUB-000621,ST-579,ST-878,Sprayer,Rejected,2024-08-10,False,
SUB-000622,ST-579,ST-656,Planter,Approved,2024-04-19,False,
SUB-000623,ST-579,ST-876,Planter,Approved,2024-06-05,False,
SUB-000624,CH-908,CH-1037,All Platforms,Approved,2023-08-15,False,
SUB-000625,HY-421,HY-1344,Sprayer,Approved,2024-11-11,False,
SUB-000626,HY-421,HY-621,Harvester,Approved,2023-04-04,False,
SUB-000627,TR-1043,TR-231,Baler,Pending,2024-11-30,False,
SUB-000628,TR-1043,TR-1236,Sprayer,Approved,2024-12-30,False,
SUB-000629,TR-1043,TR-495,Tractor,Approved with Limited Compatibility,2023-10-06,True,
SUB-000630,CH-1000,CH-1248,Tractor,Approved,2023-09-18,False,
SUB-000631,CH-1000,CH-927,Planter,Approved,2024-07-22,False,
SUB-000632,SC-614,SC-208,Baler,Approved,2025-06-23,False,
SUB-000633,SC-614,SC-411,Sprayer,Approved,2023-12-09,False,
SUB-000634,FT-290,FT-238,Tractor,Rejected,2024-05-03,False,
SUB-000635,FT-290,FT-497,Tillage,Approved with Limited Compatibility,2023-07-07,True,
SUB-000636,EC-768,EC-465,Tillage,Approved,2025-06-26,False,
SUB-000637,CB-385,CB-818,Sprayer,Rejected,2025-01-27,False,
SUB-000638,CB-385,CB-1174,Combine,Approved,2023-10-03,False,
SUB-000639,CB-385,CB-1107,Combine,Approved with Limited Compatibility,2023-11-05,True,
SUB-000640,CB-385,CB-483,Combine,Approved with Limited Compatibility,2024-05-10,True,
SUB-000641,TR-653,TR-467,All Platforms,Rejected,2025-07-25,False,
SUB-000642,FT-1334,FT-324,Baler,Approved with Limited Compatibility,2024-11-11,True,
SUB-000643,CB-316,CB-516,Planter,Pending,2023-06-05,False,
SUB-000644,CB-316,CB-782,Harvester,Approved,2023-03-28,False,
SUB-000645,SC-622,SC-531,Tillage,Approved,2023-04-25,False,
SUB-000646,SC-622,SC-1193,Combine,Approved,2024-03-19,False,
SUB-000647,FT-992,FT-947,All Platforms,Approved with Limited Compatibility,2024-11-05,True,
SUB-000648,FT-992,FT-356,Combine,Approved,2024-05-19,False,
SUB-000649,FT-992,FT-141,Sprayer,Approved,2025-08-27,False,
SUB-000650,FT-992,FT-577,Planter,Pending,2025-02-12,False,
SUB-000651,FT-323,FT-969,Planter,Approved with Limited Compatibility,2025-08-19,True,
SUB-000652,FT-323,FT-974,Tractor,Approved with Limited Compatibility,2024-01-26,True,
SUB-000653,FT-323,FT-379,Planter,Pending,2024-03-29,False,
SUB-000654,FT-323,FT-1284,Tillage,Approved,2025-07-03,False,
SUB-000655,CH-1162,CH-150,Tillage,Rejected,2025-06-25,False,
SUB-000656,CH-1162,CH-820,Combine,Pending,2024-01-24,False,
SUB-000657,CH-1162,CH-103,All Platforms,Approved with Limited Compatibility,2023-11-29,True,
SUB-000658,CH-1162,CH-461,Combine,Approved with Limited Compatibility,2023-06-10,True,
SUB-000659,CH-1151,CH-419,Baler,Approved,2025-03-30,False,
SUB-000660,CH-1151,CH-1091,All Platforms,Approved,2023-02-24,False,
SUB-000661,EC-1190,EC-686,Planter,Approved,2023-08-12,False,
SUB-000662,EC-1190,EC-1247,Sprayer,Rejected,2023-09-11,False,
SUB-000663,BR-1183,BR-118,Harvester,Approved,2025-05-14,False,
SUB-000664,BR-1183,BR-1194,Planter,Approved,2023-07-05,False,
SUB-000665,BR-1183,BR-1102,All Platforms,Rejected,2024-03-01,False,
SUB-000666,BR-1183,BR-352,Baler,Approved with Limited Compatibility,2023-08-27,True,
SUB-000667,CH-622,CH-302,Tillage,Rejected,2023-12-19,False,
