lane_id,origin_country,destination_plant_id,mode,period,avg_lead_time_days,risk_score,cost_index
LANE-014167,Czech Republic,P1,Air,2026-09,3,Low,2.33
LANE-012877,France,P9,Rail,2025-07,13,Medium,0.65
LANE-002193,Germany,P6,Truck,2026-03,4,Low,1.35
LANE-011103,Vietnam,P11,Truck,2026-03,5,Low,0.83
LANE-003644,India,P1,Truck,2026-02,5,Medium,1.46
LANE-006435,Brazil,P12,Rail,2025-11,10,Medium,0.89
LANE-006508,Japan,P1,Truck,2026-06,4,Low,1.55
LANE-016325,United Kingdom,P5,Truck,2025-01,6,Low,0.83
LANE-013616,Spain,P6,Air,2026-08,2,Medium,3.46
LANE-011690,Canada,P6,Ocean,2025-08,36,Low,0.67
LANE-001374,Mexico,P7,Rail,2025-10,8,High,0.72
LANE-003874,India,P4,Rail,2025-02,9,Low,0.73
LANE-000891,Mexico,P1,Truck,2025-11,2,Medium,1.55
LANE-005034,Poland,P6,Ocean,2026-06,29,High,0.7
LANE-005375,Poland,P11,Ocean,2025-07,29,Medium,0.53
LANE-013660,Spain,P7,Rail,2026-08,13,Low,0.97
LANE-003342,China,P8,Rail,2026-08,10,High,0.75
LANE-011056,Vietnam,P10,Ocean,2025-12,27,Medium,0.75
LANE-008448,South Korea,P12,Ocean,2026-10,24,Low,0.56
LANE-010096,Turkey,P10,Truck,2026-08,5,Medium,1.15
LANE-011395,Canada,P2,Air,2026-09,3,Low,3.05
LANE-014969,Czech Republic,P12,Truck,2025-09,4,Low,1.34
LANE-015682,Thailand,P9,Truck,2026-06,4,Low,1.17
LANE-004615,Poland,P1,Ocean,2026-05,30,Medium,0.6
LANE-016335,United Kingdom,P5,Truck,2025-11,3,Low,1.33
LANE-014179,Czech Republic,P2,Truck,2025-11,4,Low,1.44
LANE-014607,Czech Republic,P7,Ocean,2026-09,24,Medium,0.78
LANE-015346,Thailand,P5,Truck,2025-12,6,Low,1.4
LANE-013371,Spain,P3,Air,2026-05,3,High,4.11
LANE-016612,United Kingdom,P8,Ocean,2025-02,32,Medium,0.83
LANE-014287,Czech Republic,P3,Rail,2025-09,13,Medium,
LANE-011874,Canada,P8,Air,2026-04,2,Low,2.85
LANE-004431,India,P11,Rail,2025-09,11,Low,1.16
LANE-016350,United Kingdom,P5,Rail,2025-04,9,Medium,1.26
LANE-015209,Thailand,P3,Rail,2025-07,14,Low,1.15
LANE-010898,Vietnam,P8,Rail,2025-08,9,Low,0.82
LANE-016795,United Kingdom,P10,Ocean,2025-09,32,Low,0.7
LANE-004381,India,P10,Air,2025-03,3,Medium,3.47
LANE-011393,Canada,P2,Air,2026-07,2,Low,
LANE-015949,Thailand,P12,Rail,2026-09,11,Medium,0.94
LANE-013109,France,P12,Rail,2026-07,11,Low,1.06
LANE-016826,United Kingdom,P10,Air,2026-06,2,Low,2.95
LANE-015050,Thailand,P1,Truck,2025-02,6,Medium,0.9
LANE-001461,Mexico,P8,Ocean,2025-09,31,Low,0.75
LANE-016777,United Kingdom,P10,Rail,2026-01,12,Medium,1.06
LANE-006092,Brazil,P8,Truck,2026-08,4,Medium,1.34
LANE-005913,Brazil,P5,Air,2026-05,2,Low,3.04
LANE-009551,Turkey,P3,Truck,2025-03,5,Medium,1.09
LANE-002971,China,P4,Rail,2025-01,13,Medium,1.14
LANE-009757,Turkey,P5,Ocean,2025-11,22,Low,0.58
LANE-002612,Germany,P11,Air,2026-04,2,Low,4.08
LANE-011205,Vietnam,P12,Rail,2025-07,9,High,0.99
LANE-010339,Vietnam,P1,Truck,2026-09,4,Low,1.42
LANE-002822,China,P2,Ocean,2025-06,29,Low,0.83
LANE-014989,Czech Republic,P12,Rail,2025-07,12,Medium,
LANE-010095,Turkey,P10,Truck,2026-07,5,Medium,1.16
LANE-011550,Canada,P4,Air,2026-10,3,Low,2.16
LANE-005922,Brazil,P6,Truck,2025-04,4,Low,0.94
LANE-016371,United Kingdom,P5,Ocean,2025-03,31,Low,0.5
LANE-002661,Germany,P12,Rail,2026-09,11,Medium,0.75
LANE-014877,Czech Republic,P10,Air,2025-05,1,Low,4.05
LANE-002455,Germany,P9,Ocean,2026-01,29,Low,0.5
LANE-011640,Canada,P6,Truck,2025-02,4,Low,1.53
LANE-015502,Thailand,P7,Truck,2026-02,5,Low,1.53
LANE-008396,South Korea,P12,Truck,2026-02,3,Low,1.25
LANE-003550,China,P11,Ocean,2025-08,19,Low,0.55
LANE-010262,Turkey,P12,Truck,2025-10,5,Low,
LANE-004784,Poland,P3,Air,2025-10,2,Low,2.47
LANE-006657,Japan,P3,Truck,2026-01,5,Low,0.88
LANE-002735,China,P1,Rail,2025-07,12,Medium,
LANE-014116,Czech Republic,P1,Rail,2026-02,11,Low,0.9
LANE-015620,Thailand,P8,Rail,2026-10,13,Low,1.03
LANE-003403,China,P9,Rail,2026-03,12,Medium,0.82
LANE-013085,France,P12,Truck,2026-05,4,Medium,1.09
LANE-009541,Turkey,P2,Air,2026-03,2,Medium,3.94
LANE-006417,Brazil,P12,Truck,2026-03,5,Medium,0.91
LANE-014096,Czech Republic,P1,Truck,2026-04,3,Low,1.34
LANE-012899,France,P9,Ocean,2025-07,24,Low,0.61
LANE-011533,Canada,P4,Air,2025-05,3,Low,3.98
LANE-016588,United Kingdom,P8,Truck,2026-10,4,Medium,1.36
LANE-010695,Vietnam,P5,Air,2025-03,3,Medium,2.17
LANE-012768,France,P8,Truck,2025-08,4,Medium,
LANE-000681,United States,P9,Air,2026-09,3,Low,2.18
LANE-006390,Brazil,P11,Ocean,2025-10,22,High,0.8
LANE-007341,Japan,P11,Truck,2026-03,5,Low,
LANE-010934,Vietnam,P8,Ocean,2026-10,17,Low,0.51
LANE-010129,Turkey,P10,Ocean,2025-09,25,Medium,0.54
LANE-007802,South Korea,P5,Truck,2026-02,3,Low,1.44
LANE-014263,Czech Republic,P3,Truck,2025-07,5,Medium,1.31
LANE-001804,Mexico,P12,Rail,2026-10,11,High,
LANE-008077,South Korea,P8,Ocean,2025-03,27,Low,0.55
LANE-006485,Brazil,P12,Air,2026-05,2,Low,2.81
LANE-005380,Poland,P11,Ocean,2025-12,18,Medium,0.68
LANE-013647,Spain,P7,Rail,2025-07,12,Low,1.21
LANE-004856,Poland,P4,Ocean,2026-04,24,Medium,0.74
LANE-011321,Canada,P2,Truck,2026-01,5,Low,1.29
LANE-004082,India,P6,Air,2025-12,2,High,3.51
LANE-006944,Japan,P6,Rail,2026-02,12,Medium,1.26
LANE-007234,Japan,P9,Ocean,2026-06,33,Low,0.83
LANE-002942,China,P3,Air,2026-04,2,High,3.48
LANE-015951,Thailand,P12,Ocean,2025-01,26,Medium,0.46
LANE-004124,India,P7,Rail,2025-10,10,High,0.97
LANE-005949,Brazil,P6,Rail,2025-09,13,Medium,0.69
LANE-009130,Italy,P9,Truck,2026-10,4,Low,0.97
LANE-009791,Turkey,P6,Truck,2025-01,4,Medium,1.18
LANE-008261,South Korea,P10,Ocean,2025-11,33,Low,0.85
LANE-007838,South Korea,P5,Ocean,2025-06,21,Medium,0.88
LANE-013794,Spain,P9,Truck,2026-10,5,Low,0.87
LANE-014892,Czech Republic,P10,Air,2026-08,3,Low,2.65
LANE-012960,France,P10,Rail,2025-02,10,Medium,1.23
LANE-010164,Turkey,P10,Air,2026-10,2,Low,
LANE-000972,Mexico,P2,Rail,2025-04,13,Low,1.09
LANE-008928,Italy,P6,Ocean,2026-06,29,Low,0.73
LANE-009424,Turkey,P1,Ocean,2025-08,18,Low,
LANE-004980,Poland,P6,Truck,2025-08,5,Low,1.09
LANE-016690,United Kingdom,P9,Rail,2026-02,11,High,
LANE-010632,Vietnam,P5,Truck,2025-06,4,Low,0.91
LANE-009083,Italy,P8,Rail,2026-07,13,Medium,0.82
LANE-010119,Turkey,P10,Rail,2026-09,12,Medium,1.21
LANE-010562,Vietnam,P4,Rail,2025-02,10,Low,1.21
LANE-002145,Germany,P5,Rail,2025-11,9,Low,1.07
LANE-004330,India,P10,Truck,2026-06,3,Medium,1.01
LANE-004538,India,P12,Air,2025-06,2,Medium,4.01
LANE-007601,South Korea,P2,Ocean,2025-11,29,Low,0.85
LANE-014816,Czech Republic,P10,Truck,2025-10,4,Low,1.12
LANE-014978,Czech Republic,P12,Truck,2026-06,4,Low,1.23
LANE-000536,United States,P8,Truck,2025-08,4,High,1.19
LANE-006883,Japan,P5,Ocean,2026-07,25,Low,0.55
LANE-012967,France,P10,Rail,2025-09,9,Medium,1.15
LANE-005196,Poland,P8,Air,2025-04,3,Medium,3.74
LANE-012019,Canada,P10,Ocean,2025-07,28,Medium,0.64
LANE-004395,India,P10,Air,2026-05,2,Medium,2.17
LANE-001028,Mexico,P2,Air,2026-04,3,Low,2.82
LANE-003619,China,P12,Ocean,2025-11,32,Medium,0.66
LANE-007662,South Korea,P3,Rail,2025-06,9,Medium,1.17
LANE-006011,Brazil,P7,Truck,2025-05,2,Low,1.38
LANE-009576,Turkey,P3,Rail,2025-06,10,Low,0.87
LANE-006313,Brazil,P10,Ocean,2026-09,30,Medium,0.46
LANE-015708,Thailand,P9,Rail,2026-10,12,Low,0.88
LANE-005822,Brazil,P4,Ocean,2026-02,23,Medium,0.63
LANE-015562,Thailand,P7,Air,2025-08,3,Low,3.75
LANE-007369,Japan,P11,Rail,2026-09,15,High,0.86
LANE-011571,Canada,P5,Truck,2026-09,4,High,1.18
LANE-009179,Italy,P10,Truck,2025-05,5,Low,0.97
LANE-013155,Spain,P1,Truck,2026-09,5,High,1.38
LANE-007361,Japan,P11,Rail,2026-01,12,High,0.81
LANE-013934,Spain,P11,Truck,2025-08,4,Low,1.49
LANE-012522,France,P4,Air,2025-04,1,High,2.81
LANE-006498,Japan,P1,Truck,2025-08,5,Low,1.17
LANE-012940,France,P10,Truck,2025-04,5,Medium,1.08
LANE-011836,Canada,P8,Rail,2026-10,13,Low,0.66
LANE-006869,Japan,P5,Ocean,2025-05,33,Low,0.55
LANE-005261,Poland,P9,Ocean,2025-03,27,Medium,0.6
LANE-012273,France,P1,Rail,2026-07,10,Low,1.05
LANE-013511,Spain,P5,Ocean,2025-03,26,Low,0.75
LANE-006960,Japan,P6,Ocean,2025-08,30,Low,0.6
LANE-016707,United Kingdom,P9,Ocean,2025-09,24,High,0.83
LANE-002270,Germany,P7,Rail,2025-04,11,Low,1.02
LANE-005033,Poland,P6,Ocean,2026-05,32,High,0.45
LANE-012610,France,P6,Truck,2025-04,5,Medium,1.13
LANE-007488,South Korea,P1,Truck,2025-08,5,Medium,1.3
LANE-012453,France,P3,Air,2025-01,2,Medium,2.09
LANE-007290,Japan,P10,Ocean,2025-08,23,Low,0.63
LANE-008380,South Korea,P11,Air,2026-08,3,Medium,2.87
LANE-005381,Poland,P11,Ocean,2026-01,30,Medium,0.48
LANE-001670,Mexico,P10,Air,2026-08,3,Low,3.81
LANE-012595,France,P5,Ocean,2025-11,34,Low,0.62
LANE-002512,Germany,P10,Ocean,2025-04,27,Low,
LANE-013991,Spain,P11,Ocean,2026-09,30,Low,0.8
LANE-000383,United States,P6,Rail,2025-09,10,Medium,1.08
LANE-003010,China,P4,Ocean,2026-06,40,Low,0.58
LANE-015633,Thailand,P8,Ocean,2026-01,27,Low,0.76
LANE-015799,Thailand,P10,Ocean,2025-03,23,Low,0.67
LANE-011383,Canada,P2,Air,2025-09,3,Low,2.54
LANE-002545,Germany,P11,Truck,2026-03,5,High,1.1
LANE-015164,Thailand,P2,Ocean,2025-06,22,Medium,0.5
LANE-016898,United Kingdom,P12,Truck,2025-02,4,High,1.58
LANE-016790,United Kingdom,P10,Ocean,2025-04,22,Low,0.56
LANE-002722,China,P1,Truck,2026-04,4,Low,1.05
LANE-007816,South Korea,P5,Rail,2025-06,15,Low,1.14
LANE-003965,India,P5,Ocean,2025-05,25,High,0.79
LANE-016023,United Kingdom,P1,Rail,2025-07,10,High,0.94
LANE-015793,Thailand,P10,Rail,2026-07,10,High,0.76
LANE-002666,Germany,P12,Ocean,2025-04,24,Low,0.57
LANE-005337,Poland,P11,Truck,2026-01,4,Low,0.82
LANE-003714,India,P1,Air,2026-06,2,Low,
LANE-006861,Japan,P5,Rail,2026-07,11,Low,1.0
LANE-006433,Brazil,P12,Rail,2025-09,13,Medium,1.04
LANE-016259,United Kingdom,P4,Rail,2025-01,13,Low,0.8
LANE-003953,India,P5,Rail,2026-03,12,Medium,0.65
LANE-004806,Poland,P4,Truck,2025-10,5,Medium,1.13
LANE-000472,United States,P7,Rail,2025-10,10,Medium,0.98
LANE-004743,Poland,P3,Rail,2026-01,12,Medium,0.77
LANE-013480,Spain,P5,Truck,2026-04,2,Low,1.26
LANE-006000,Brazil,P6,Air,2026-04,2,Low,2.12
LANE-007124,Japan,P8,Rail,2026-06,10,Low,
LANE-016624,United Kingdom,P8,Ocean,2026-02,30,Medium,0.62
LANE-003376,China,P9,Truck,2025-10,5,Low,1.18
LANE-011746,Canada,P7,Truck,2026-08,3,Low,1.53
LANE-003126,China,P6,Truck,2025-02,5,Low,1.46
LANE-007059,Japan,P7,Ocean,2026-07,26,High,0.61
LANE-010368,Vietnam,P1,Ocean,2025-06,33,Low,0.64
LANE-012774,France,P8,Truck,2026-02,5,Medium,0.89
LANE-012162,Canada,P12,Truck,2026-06,4,High,1.08
LANE-001708,Mexico,P11,Rail,2026-02,12,Medium,0.96
LANE-005626,Brazil,P2,Rail,2026-04,14,Low,0.87
LANE-006550,Japan,P1,Ocean,2026-04,30,Low,0.88
LANE-013094,France,P12,Rail,2025-04,12,Low,0.72
LANE-009220,Italy,P10,Ocean,2025-02,24,Low,0.56
LANE-009210,Italy,P10,Rail,2026-02,8,Medium,0.79
LANE-010230,Turkey,P11,Ocean,2026-10,30,Low,0.75
LANE-010937,Vietnam,P9,Truck,2025-03,4,Medium,
LANE-016495,United Kingdom,P7,Truck,2026-05,5,Medium,0.93
LANE-013086,France,P12,Truck,2026-06,4,Medium,0.93
LANE-016925,United Kingdom,P12,Rail,2025-07,11,Medium,1.2
LANE-015248,Thailand,P4,Truck,2025-02,6,Low,1.14
LANE-007658,South Korea,P3,Rail,2025-02,10,Medium,0.93
LANE-000521,United States,P7,Air,2026-03,2,Medium,3.24
LANE-011276,Canada,P1,Rail,2025-12,10,Medium,1.16
LANE-002447,Germany,P9,Ocean,2025-05,23,Low,0.47
LANE-011338,Canada,P2,Rail,2025-08,11,Medium,1.15
LANE-015431,Thailand,P6,Rail,2025-09,12,Low,1.07
LANE-000083,United States,P2,Rail,2026-05,8,Low,0.94
LANE-016637,United Kingdom,P8,Air,2025-05,3,Low,3.32
LANE-005133,Poland,P8,Truck,2025-07,4,High,0.97
LANE-014617,Czech Republic,P7,Air,2025-09,3,Low,3.12
LANE-004785,Poland,P3,Air,2025-11,2,Low,2.56
LANE-012428,France,P3,Rail,2026-08,10,High,0.75
LANE-010623,Vietnam,P4,Air,2026-07,3,Medium,2.17
LANE-015049,Thailand,P1,Truck,2025-01,4,Medium,0.95
LANE-013823,Spain,P9,Ocean,2025-07,32,Medium,0.45
LANE-014236,Czech Republic,P2,Air,2025-02,3,High,3.17
LANE-009097,Italy,P8,Ocean,2025-11,29,Low,0.49
LANE-002503,Germany,P10,Rail,2026-05,10,Medium,1.14
LANE-016774,United Kingdom,P10,Rail,2025-10,13,Medium,0.91
LANE-003166,China,P6,Rail,2026-08,12,Medium,1.16
LANE-005843,Brazil,P5,Truck,2026-01,5,Low,1.55
LANE-016628,United Kingdom,P8,Ocean,2026-06,21,Medium,0.56
LANE-004662,Poland,P2,Rail,2026-08,11,Low,1.11
LANE-005984,Brazil,P6,Ocean,2026-10,29,Low,0.72
LANE-009879,Turkey,P7,Truck,2025-01,5,High,0.98
LANE-001185,Mexico,P5,Truck,2026-07,4,Low,1.44
LANE-009429,Turkey,P1,Ocean,2026-01,33,Low,0.74
LANE-008048,South Korea,P8,Truck,2026-06,3,High,1.09
LANE-016773,United Kingdom,P10,Rail,2025-09,12,Medium,0.71
LANE-012910,France,P9,Ocean,2026-06,28,Low,0.54
LANE-001900,Germany,P1,Air,2025-08,3,High,3.65
LANE-002967,China,P4,Truck,2026-07,5,Low,1.08
LANE-014489,Czech Republic,P6,Truck,2026-01,5,Low,1.15
LANE-007161,Japan,P8,Air,2025-11,3,High,2.26
LANE-010286,Turkey,P12,Rail,2025-12,13,Low,1.16
LANE-000204,United States,P4,Truck,2025-06,4,Low,0.97
LANE-013979,Spain,P11,Ocean,2025-09,27,Low,0.46
LANE-016540,United Kingdom,P7,Ocean,2026-06,21,High,0.57
LANE-004096,India,P7,Truck,2025-04,5,Low,1.39
LANE-002204,Germany,P6,Rail,2025-04,11,Low,1.12
LANE-013129,France,P12,Ocean,2026-05,28,High,0.56
LANE-012050,Canada,P10,Air,2026-04,2,Low,2.72
LANE-005782,Brazil,P4,Truck,2026-06,5,High,1.18
LANE-014508,Czech Republic,P6,Rail,2025-10,12,Medium,1.22
LANE-013606,Spain,P6,Air,2025-10,2,Medium,3.3
LANE-007464,Japan,P12,Air,2025-06,3,Medium,2.25
LANE-014501,Czech Republic,P6,Rail,2025-03,16,Medium,1.08
LANE-011906,Canada,P9,Rail,2025-04,10,Medium,1.0
LANE-007395,Japan,P12,Truck,2025-03,4,Medium,1.58
LANE-008947,Italy,P6,Air,2026-03,3,Low,3.8
LANE-002066,Germany,P4,Truck,2026-08,3,Low,0.86
LANE-014698,Czech Republic,P8,Air,2025-02,2,Medium,3.0
LANE-000357,United States,P6,Truck,2025-05,5,Low,0.97
LANE-004362,India,P10,Ocean,2025-06,25,Medium,0.63
LANE-001265,Mexico,P6,Truck,2025-11,4,Low,1.3
LANE-002241,Germany,P6,Ocean,2026-07,26,High,0.51
LANE-000849,United States,P12,Ocean,2026-01,24,Low,0.71
LANE-015574,Thailand,P7,Air,2026-08,1,Low,2.62
LANE-010783,Vietnam,P6,Air,2025-03,3,Low,3.44
LANE-015101,Thailand,P1,Ocean,2025-09,30,High,0.44
LANE-006719,Japan,P3,Air,2025-09,3,Low,3.86
LANE-000503,United States,P7,Ocean,2026-07,39,Medium,0.47
LANE-012228,Canada,P12,Air,2026-06,2,Medium,2.28
LANE-015087,Thailand,P1,Rail,2026-05,13,Low,0.98
LANE-010616,Vietnam,P4,Air,2025-12,2,Medium,2.59
LANE-009770,Turkey,P5,Air,2025-02,3,High,3.75
LANE-006674,Japan,P3,Rail,2025-08,12,Low,1.19
LANE-001162,Mexico,P4,Ocean,2026-06,25,Low,0.45
LANE-005392,Poland,P11,Air,2025-02,3,High,2.15
LANE-010239,Turkey,P11,Air,2025-09,2,High,3.51
LANE-011498,Canada,P4,Rail,2026-02,13,Medium,1.24
LANE-008037,South Korea,P8,Truck,2025-07,3,High,0.92
LANE-012627,France,P6,Truck,2026-09,4,Medium,0.85
LANE-014330,Czech Republic,P4,Truck,2025-08,5,High,1.23
LANE-006933,Japan,P6,Rail,2025-03,12,Medium,1.06
LANE-016552,United Kingdom,P7,Air,2025-08,3,Medium,3.51
LANE-001369,Mexico,P7,Rail,2025-05,12,High,1.01
LANE-014130,Czech Republic,P1,Ocean,2025-06,27,Low,0.79
LANE-015728,Thailand,P9,Ocean,2026-08,30,High,0.59
LANE-012842,France,P8,Air,2026-04,2,Low,3.4
LANE-007971,South Korea,P7,Truck,2025-07,5,Low,0.81
LANE-009738,Turkey,P5,Rail,2026-02,12,Medium,1.05
LANE-016287,United Kingdom,P4,Ocean,2025-07,30,Low,0.84
LANE-005907,Brazil,P5,Air,2025-11,2,Low,2.78
LANE-016143,United Kingdom,P2,Ocean,2026-05,29,Low,0.79
LANE-003510,China,P11,Truck,2025-12,4,Medium,1.09
LANE-010855,Vietnam,P7,Ocean,2025-09,20,Low,0.55
LANE-005939,Brazil,P6,Truck,2026-09,4,Low,1.29
LANE-002862,China,P3,Truck,2025-02,4,High,0.85
LANE-014768,Czech Republic,P9,Ocean,2025-06,28,Medium,
LANE-003067,China,P5,Rail,2025-09,13,Low,0.85
LANE-002291,Germany,P7,Ocean,2025-03,21,Medium,0.84
LANE-016632,United Kingdom,P8,Ocean,2026-10,25,Medium,0.54
LANE-001189,Mexico,P5,Rail,2025-01,8,Medium,
LANE-009382,Turkey,P1,Truck,2025-10,4,Medium,1.47
LANE-013970,Spain,P11,Rail,2026-10,11,High,1.27
LANE-006890,Japan,P5,Air,2025-04,3,High,2.65
LANE-014333,Czech Republic,P4,Truck,2025-11,4,High,1.32
LANE-015491,Thailand,P7,Truck,2025-03,4,Low,1.54
LANE-004104,India,P7,Truck,2025-12,4,Low,1.47
LANE-011011,Vietnam,P10,Truck,2025-11,4,Medium,0.97
LANE-005879,Brazil,P5,Ocean,2025-05,30,Low,0.51
LANE-009603,Turkey,P3,Ocean,2025-11,28,Low,0.81
LANE-010007,Turkey,P8,Ocean,2026-07,24,Medium,0.7
LANE-003649,India,P1,Truck,2026-07,5,Medium,1.6
LANE-010590,Vietnam,P4,Ocean,2025-08,29,Low,
LANE-008641,Italy,P3,Truck,2026-05,5,Low,1.14
LANE-009604,Turkey,P3,Ocean,2025-12,27,Low,0.74
LANE-009228,Italy,P10,Ocean,2025-10,35,Low,0.67
LANE-015107,Thailand,P1,Ocean,2026-03,33,High,0.83
LANE-009841,Turkey,P6,Ocean,2025-07,30,Low,0.63
LANE-006808,Japan,P4,Air,2025-10,2,Low,3.8
LANE-000163,United States,P3,Ocean,2025-09,27,Medium,0.86
LANE-016095,United Kingdom,P2,Truck,2026-01,4,Low,0.99
LANE-005716,Brazil,P3,Rail,2026-06,13,High,0.75
LANE-014696,Czech Republic,P8,Ocean,2026-10,26,Medium,0.83
LANE-011263,Canada,P1,Truck,2026-09,5,Low,1.02
LANE-000797,United States,P12,Truck,2025-05,4,Medium,0.99
LANE-010203,Turkey,P11,Rail,2026-05,7,Low,0.89
LANE-015359,Thailand,P5,Rail,2025-03,15,Low,0.77
LANE-016002,United Kingdom,P1,Truck,2025-08,4,Low,1.14
LANE-004752,Poland,P3,Rail,2026-10,13,Medium,0.99
LANE-003976,India,P5,Ocean,2026-04,28,High,0.67
LANE-008316,South Korea,P11,Truck,2026-10,4,Low,1.14
LANE-007508,South Korea,P1,Rail,2025-06,13,Medium,
LANE-006339,Brazil,P11,Truck,2025-03,4,Medium,1.36
LANE-004868,Poland,P4,Air,2025-06,3,Medium,3.86
LANE-004777,Poland,P3,Air,2025-03,3,Low,3.11
LANE-007372,Japan,P11,Ocean,2025-02,31,Low,0.72
LANE-001446,Mexico,P8,Rail,2026-04,16,Low,0.73
LANE-002390,Germany,P8,Air,2026-02,3,Low,4.02
LANE-006611,Japan,P2,Rail,2025-11,13,Medium,1.0
LANE-002718,China,P1,Truck,2025-12,5,Low,1.45
LANE-006812,Japan,P4,Air,2026-02,2,Low,2.97
LANE-007033,Japan,P7,Rail,2026-03,14,Low,1.17
LANE-000139,United States,P3,Rail,2025-07,11,Medium,0.66
LANE-015841,Thailand,P11,Rail,2025-01,13,Low,0.96
LANE-008225,South Korea,P10,Truck,2026-07,4,Medium,1.09
LANE-010249,Turkey,P11,Air,2026-07,2,High,3.34
LANE-005593,Brazil,P2,Truck,2025-05,4,Low,1.06
LANE-006171,Brazil,P9,Truck,2025-11,4,Medium,
LANE-005990,Brazil,P6,Air,2025-06,3,Low,3.06
LANE-000466,United States,P7,Rail,2025-04,14,Medium,1.01
LANE-011202,Vietnam,P12,Rail,2025-04,10,High,1.03
LANE-007606,South Korea,P2,Ocean,2026-04,25,Low,0.68
LANE-009037,Italy,P7,Air,2026-05,2,Medium,2.64
LANE-010177,Turkey,P11,Truck,2026-01,3,Low,1.55
LANE-009073,Italy,P8,Rail,2025-09,14,Medium,0.94
LANE-000762,United States,P11,Truck,2026-02,2,Medium,1.35
LANE-016934,United Kingdom,P12,Rail,2026-04,10,Medium,0.66
LANE-001316,Mexico,P6,Ocean,2026-06,33,Low,0.77
LANE-008814,Italy,P5,Rail,2026-02,14,Low,0.75
LANE-007556,South Korea,P2,Truck,2025-10,5,Low,1.17
LANE-004172,India,P7,Air,2026-02,2,Medium,4.14
LANE-004962,Poland,P5,Air,2025-12,4,Low,2.97
LANE-000563,United States,P8,Rail,2026-01,13,Low,1.13
LANE-000811,United States,P12,Truck,2026-07,5,Medium,1.23
LANE-006832,Japan,P5,Truck,2025-12,5,Low,1.58
LANE-004401,India,P11,Truck,2025-01,3,High,1.24
LANE-013422,Spain,P4,Ocean,2025-02,36,Low,0.59
LANE-007437,Japan,P12,Ocean,2025-01,32,Low,0.85
LANE-005627,Brazil,P2,Rail,2026-05,14,Low,0.67
LANE-005139,Poland,P8,Truck,2026-01,4,High,1.51
LANE-012793,France,P8,Rail,2025-11,11,Medium,1.24
LANE-008202,South Korea,P9,Air,2026-06,3,Low,3.93
LANE-016005,United Kingdom,P1,Truck,2025-11,4,Low,1.12
LANE-006639,Japan,P2,Ocean,2026-05,28,Low,0.84
LANE-005062,Poland,P7,Rail,2025-02,12,Low,1.19
LANE-005760,Brazil,P3,Air,2026-06,3,Medium,
LANE-009956,Turkey,P8,Truck,2025-12,5,Low,1.59
LANE-007559,South Korea,P2,Truck,2026-01,4,Low,0.89
LANE-005280,Poland,P9,Ocean,2026-10,31,Medium,0.5
LANE-014274,Czech Republic,P3,Truck,2026-06,6,Medium,1.26
LANE-015122,Thailand,P2,Truck,2025-08,4,Medium,1.27
LANE-006705,Japan,P3,Ocean,2026-05,33,Medium,0.49
LANE-004421,India,P11,Truck,2026-09,5,High,1.45
LANE-013662,Spain,P7,Rail,2026-10,11,Low,0.89
LANE-005410,Poland,P11,Air,2026-08,3,High,3.88
LANE-015060,Thailand,P1,Truck,2025-12,3,Medium,1.58
LANE-013203,Spain,P2,Truck,2025-03,5,Low,0.83
LANE-014117,Czech Republic,P1,Rail,2026-03,11,Low,0.79
LANE-007090,Japan,P8,Truck,2025-06,5,High,1.27
LANE-002053,Germany,P4,Truck,2025-07,5,Low,0.96
LANE-008007,South Korea,P7,Rail,2026-09,14,Low,1.09
LANE-006006,Brazil,P6,Air,2026-10,3,Low,2.57
LANE-014770,Czech Republic,P9,Ocean,2025-08,26,Medium,0.78
LANE-012845,France,P8,Air,2026-07,3,Low,2.19
LANE-002472,Germany,P10,Truck,2025-08,5,Medium,1.42
LANE-001642,Mexico,P10,Ocean,2026-02,34,Low,0.44
LANE-014692,Czech Republic,P8,Ocean,2026-06,33,Medium,0.76
LANE-013256,Spain,P2,Ocean,2025-12,21,Medium,0.69
LANE-004149,India,P7,Ocean,2026-01,31,Low,0.74
LANE-014163,Czech Republic,P1,Air,2026-05,3,Low,3.21
LANE-016529,United Kingdom,P7,Ocean,2025-07,33,High,0.72
LANE-007435,Japan,P12,Rail,2026-09,12,Medium,0.95
LANE-014323,Czech Republic,P4,Truck,2025-01,4,High,1.42
LANE-006360,Brazil,P11,Rail,2025-02,12,Low,1.27
LANE-008596,Italy,P2,Rail,2026-04,10,Low,0.75
LANE-007469,Japan,P12,Air,2025-11,3,Medium,3.95
LANE-006876,Japan,P5,Ocean,2025-12,29,Low,0.45
LANE-013164,Spain,P1,Rail,2025-08,11,Medium,0.89
LANE-003301,China,P8,Truck,2025-01,2,Low,1.43
LANE-013938,Spain,P11,Truck,2025-12,4,Low,1.18
LANE-011786,Canada,P7,Ocean,2026-04,32,Low,0.7
LANE-011748,Canada,P7,Truck,2026-10,4,Low,1.08
LANE-004602,Poland,P1,Ocean,2025-04,24,Medium,0.83
LANE-003881,India,P4,Rail,2025-09,12,Low,1.02
LANE-016423,United Kingdom,P6,Truck,2025-11,4,High,1.34
LANE-004227,India,P8,Ocean,2025-03,26,Low,0.82
LANE-010324,Vietnam,P1,Truck,2025-06,3,Low,1.05
LANE-015565,Thailand,P7,Air,2025-11,3,Low,3.72
