forecast_id,product_id,period,region,forecast_qty,forecast_type,forecast_version,created_date,planner_id
FC-0000302,HRV-01,2026-09,Africa/Middle East,63,Downside,v1,2026-08-09,PLN-001
FC-0000303,HRV-01,2026-10,Africa/Middle East,100,Baseline,v1,2026-08-09,PLN-049
FC-0000304,HRV-01,2026-11,Africa/Middle East,124,Baseline,v2,2026-09-14,PLN-043
FC-0000305,HRV-01,2026-12,Africa/Middle East,103,Baseline,v1,2026-10-15,PLN-055
FC-0000306,HRV-01,2026-12,Africa/Middle East,125,Uplift,v3,2026-11-04,PLN-014
FC-0000307,HRV-02,2024-01,North America,87,Baseline,v1,2023-11-23,PLN-004
FC-0000308,HRV-02,2024-02,North America,90,Baseline,v2,2024-01-05,PLN-055
FC-0000309,HRV-02,2024-03,North America,83,Baseline,v1,2024-01-14,PLN-040
FC-0000310,HRV-02,2024-03,North America,70,Downside,v1,2024-01-23,PLN-002
FC-0000311,HRV-02,2024-04,North America,84,Baseline,v1,2024-03-11,PLN-056
FC-0000312,HRV-02,2024-04,North America,57,Downside,v2,2024-03-06,PLN-059
FC-0000313,HRV-02,2024-05,North America,83,Baseline,v3,2024-04-04,PLN-031
FC-0000314,HRV-02,2024-06,North America,84,Baseline,v1,2024-04-07,PLN-022
FC-0000315,HRV-02,2024-06,North America,75,Downside,v3,2024-05-18,PLN-051
FC-0000316,HRV-02,2024-07,North America,82,Baseline,v1,2024-05-15,PLN-037
FC-0000317,HRV-02,2024-07,North America,108,Uplift,,2024-05-30,PLN-045
FC-0000318,HRV-02,2024-08,North America,70,Baseline,v1,2024-07-05,PLN-026
FC-0000319,HRV-02,2024-09,North America,80,Baseline,v3,2024-07-11,PLN-039
FC-0000320,HRV-02,2024-10,North America,81,Baseline,v3,2024-08-05,PLN-020
FC-0000321,HRV-02,2024-10,North America,63,Downside,v3,2024-08-23,PLN-030
FC-0000322,HRV-02,2024-11,North America,72,Baseline,v1,2024-09-08,PLN-010
FC-0000323,HRV-02,2024-12,North America,90,Baseline,v1,2024-10-04,PLN-009
FC-0000324,HRV-02,2024-12,North America,111,Uplift,v1,2024-11-09,PLN-014
FC-0000325,HRV-02,2025-01,North America,69,Baseline,v2,2024-11-29,PLN-059
FC-0000326,HRV-02,2025-01,North America,84,Uplift,v3,2024-11-25,PLN-049
FC-0000327,HRV-02,2025-01,North America,48,Downside,v1,2024-12-13,PLN-020
FC-0000328,HRV-02,2025-02,North America,82,Baseline,v2,2024-12-21,PLN-034
FC-0000329,HRV-02,2025-03,North America,81,Baseline,v1,2025-02-01,PLN-011
FC-0000330,HRV-02,2025-04,North America,77,Baseline,v2,2025-02-21,PLN-034
FC-0000331,HRV-02,2025-04,North America,48,Downside,v2,2025-03-03,PLN-040
FC-0000332,HRV-02,2025-05,North America,81,Baseline,v1,2025-03-03,PLN-030
FC-0000333,HRV-02,2025-06,North America,69,Baseline,,2025-05-03,PLN-034
FC-0000334,HRV-02,2025-07,North America,90,Baseline,v1,2025-06-04,PLN-022
FC-0000335,HRV-02,2025-08,North America,71,Baseline,v3,2025-06-04,PLN-041
FC-0000336,HRV-02,2025-08,North America,62,Downside,v3,2025-07-12,
FC-0000337,HRV-02,2025-09,North America,86,Baseline,v3,2025-08-12,PLN-049
FC-0000338,HRV-02,2025-09,North America,120,Uplift,v2,2025-07-29,PLN-031
FC-0000339,HRV-02,2025-10,North America,90,Baseline,v3,2025-08-04,PLN-052
FC-0000340,HRV-02,2025-10,North America,124,Uplift,v3,2025-09-03,PLN-055
FC-0000341,HRV-02,2025-11,North America,77,Baseline,v1,2025-10-12,PLN-055
FC-0000342,HRV-02,2025-12,North America,74,Baseline,v1,2025-10-09,PLN-025
FC-0000343,HRV-02,2026-01,North America,79,Baseline,v3,2025-11-05,PLN-024
FC-0000344,HRV-02,2026-02,North America,85,Baseline,v1,2025-12-09,PLN-023
FC-0000345,HRV-02,2026-03,North America,81,Baseline,v1,2026-01-16,PLN-010
FC-0000346,HRV-02,2026-03,North America,109,Uplift,v1,2026-02-09,PLN-022
FC-0000347,HRV-02,2026-04,North America,67,Baseline,v1,2026-03-03,PLN-033
FC-0000348,HRV-02,2026-05,North America,75,Baseline,v2,2026-03-06,PLN-011
FC-0000349,HRV-02,2026-05,North America,86,Uplift,v3,2026-04-14,PLN-044
FC-0000350,HRV-02,2026-05,North America,63,Downside,v3,2026-03-30,PLN-035
FC-0000351,HRV-02,2026-06,North America,68,Baseline,v1,2026-04-13,PLN-019
FC-0000352,HRV-02,2026-06,North America,93,Uplift,v3,2026-05-09,PLN-033
FC-0000353,HRV-02,2026-07,North America,74,Baseline,v2,2026-05-24,PLN-036
FC-0000354,HRV-02,2026-07,North America,50,Downside,v3,2026-06-19,PLN-008
FC-0000355,HRV-02,2026-08,North America,78,Baseline,v1,2026-07-09,PLN-049
FC-0000356,HRV-02,2026-09,North America,77,Baseline,v3,2026-07-30,PLN-034
FC-0000357,HRV-02,2026-09,North America,61,Downside,v3,2026-08-12,PLN-049
FC-0000358,HRV-02,2026-10,North America,77,Baseline,v2,2026-08-17,PLN-051
FC-0000359,HRV-02,2026-11,North America,71,Baseline,v2,2026-09-10,PLN-007
FC-0000360,HRV-02,2026-11,North America,48,Downside,v1,2026-09-25,PLN-017
FC-0000361,HRV-02,2026-12,North America,77,Baseline,v2,2026-10-11,PLN-056
FC-0000362,HRV-02,2026-12,North America,97,Uplift,v1,2026-10-29,PLN-025
FC-0000363,HRV-02,2026-12,North America,53,Downside,v2,2026-10-31,PLN-020
FC-0000364,HRV-02,2024-01,South America,64,Baseline,v2,2023-12-08,PLN-037
FC-0000365,HRV-02,2024-01,South America,57,Downside,v3,2023-12-08,PLN-044
FC-0000366,HRV-02,2024-02,South America,73,Baseline,v3,2024-01-03,PLN-055
FC-0000367,HRV-02,2024-02,South America,61,Downside,v3,2023-12-31,
FC-0000368,HRV-02,2024-03,South America,78,Baseline,v2,2024-01-20,PLN-006
FC-0000369,HRV-02,2024-03,South America,50,Downside,v3,2024-02-12,PLN-059
FC-0000370,HRV-02,2024-04,South America,83,Baseline,v2,2024-02-04,PLN-019
FC-0000371,HRV-02,2024-04,South America,112,Uplift,v1,2024-03-08,PLN-025
FC-0000372,HRV-02,2024-05,South America,66,Baseline,v2,2024-03-08,PLN-027
FC-0000373,HRV-02,2024-05,South America,83,Uplift,v1,2024-03-23,PLN-038
FC-0000374,HRV-02,2024-05,South America,56,Downside,,2024-04-04,
FC-0000375,HRV-02,2024-06,South America,69,Baseline,v1,2024-04-23,PLN-058
FC-0000376,HRV-02,2024-07,South America,74,Baseline,v2,2024-06-06,PLN-037
FC-0000377,HRV-02,2024-07,South America,47,Downside,v3,2024-05-31,PLN-014
FC-0000378,HRV-02,2024-08,South America,74,Baseline,v1,2024-06-22,PLN-023
FC-0000379,HRV-02,2024-09,South America,71,Baseline,v3,2024-08-11,PLN-012
FC-0000380,HRV-02,2024-09,South America,59,Downside,v1,2024-08-14,PLN-031
FC-0000381,HRV-02,2024-10,South America,70,Baseline,v2,2024-08-24,PLN-031
FC-0000382,HRV-02,2024-10,South America,79,Uplift,v1,2024-09-21,PLN-009
FC-0000383,HRV-02,2024-11,South America,85,Baseline,v1,2024-09-18,PLN-020
FC-0000384,HRV-02,2024-12,South America,83,Baseline,v3,2024-11-02,PLN-011
FC-0000385,HRV-02,2025-01,South America,81,Baseline,v2,2024-11-18,PLN-003
FC-0000386,HRV-02,2025-02,South America,69,Baseline,v3,2024-12-24,PLN-002
FC-0000387,HRV-02,2025-03,South America,64,Baseline,v2,2025-01-07,PLN-059
FC-0000388,HRV-02,2025-03,South America,76,Uplift,v2,2025-02-08,PLN-029
FC-0000389,HRV-02,2025-04,South America,79,Baseline,v3,2025-02-17,PLN-037
FC-0000390,HRV-02,2025-05,South America,78,Baseline,v3,2025-03-11,PLN-046
FC-0000391,HRV-02,2025-05,South America,51,Downside,,2025-04-02,PLN-001
FC-0000392,HRV-02,2025-06,South America,78,Baseline,v2,2025-04-11,PLN-004
FC-0000393,HRV-02,2025-06,South America,55,Downside,v1,2025-04-25,PLN-058
FC-0000394,HRV-02,2025-07,South America,64,Baseline,v2,2025-06-08,PLN-057
FC-0000395,HRV-02,2025-08,South America,78,Baseline,v2,2025-06-12,PLN-002
FC-0000396,HRV-02,2025-09,South America,68,Baseline,,2025-07-28,PLN-026
FC-0000397,HRV-02,2025-09,South America,93,Uplift,v1,2025-08-21,PLN-033
FC-0000398,HRV-02,2025-09,South America,56,Downside,v2,2025-08-05,
FC-0000399,HRV-02,2025-10,South America,69,Baseline,v1,2025-09-10,PLN-057
FC-0000400,HRV-02,2025-11,South America,80,Baseline,v2,2025-10-09,PLN-028
FC-0000401,HRV-02,2025-11,South America,108,Uplift,v3,2025-10-09,PLN-052
FC-0000402,HRV-02,2025-12,South America,74,Baseline,v3,2025-10-04,PLN-043
FC-0000403,HRV-02,2025-12,South America,81,Uplift,v2,2025-11-20,PLN-059
FC-0000404,HRV-02,2026-01,South America,78,Baseline,v3,2025-11-03,PLN-043
FC-0000405,HRV-02,2026-01,South America,96,Uplift,v3,2025-12-07,PLN-037
FC-0000406,HRV-02,2026-01,South America,65,Downside,v2,2025-12-01,PLN-041
FC-0000407,HRV-02,2026-02,South America,84,Baseline,v3,2025-12-23,PLN-004
FC-0000408,HRV-02,2026-03,South America,73,Baseline,v2,2026-01-25,PLN-037
FC-0000409,HRV-02,2026-03,South America,97,Uplift,v2,2026-01-23,PLN-005
FC-0000410,HRV-02,2026-04,South America,64,Baseline,v2,2026-02-21,PLN-058
FC-0000411,HRV-02,2026-05,South America,72,Baseline,v2,2026-04-03,PLN-021
FC-0000412,HRV-02,2026-05,South America,47,Downside,v3,2026-04-13,PLN-005
FC-0000413,HRV-02,2026-06,South America,86,Baseline,v2,2026-04-09,PLN-021
FC-0000414,HRV-02,2026-07,South America,65,Baseline,v2,2026-05-19,PLN-007
FC-0000415,HRV-02,2026-07,South America,88,Uplift,v2,2026-06-15,PLN-009
FC-0000416,HRV-02,2026-07,South America,56,Downside,v1,2026-06-01,PLN-050
FC-0000417,HRV-02,2026-08,South America,72,Baseline,v1,2026-06-26,PLN-039
FC-0000418,HRV-02,2026-09,South America,69,Baseline,v3,2026-07-29,PLN-042
FC-0000419,HRV-02,2026-09,South America,44,Downside,v3,2026-07-28,PLN-049
FC-0000420,HRV-02,2026-10,South America,78,Baseline,v1,2026-08-24,PLN-042
FC-0000421,HRV-02,2026-11,South America,66,Baseline,v1,2026-09-20,PLN-044
FC-0000422,HRV-02,2026-12,South America,64,Baseline,v3,2026-10-14,PLN-046
FC-0000423,HRV-02,2026-12,South America,44,Downside,v3,2026-11-20,PLN-020
FC-0000424,HRV-02,2024-01,Europe,22,Baseline,v2,2023-11-30,PLN-009
FC-0000425,HRV-02,2024-02,Europe,20,Baseline,v3,2024-01-04,PLN-008
FC-0000426,HRV-02,2024-02,Europe,26,Uplift,v1,2024-01-06,PLN-059
FC-0000427,HRV-02,2024-03,Europe,21,Baseline,v2,2024-01-26,PLN-010
FC-0000428,HRV-02,2024-04,Europe,20,Baseline,v2,2024-02-09,PLN-053
FC-0000429,HRV-02,2024-05,Europe,24,Baseline,v2,2024-04-07,PLN-035
FC-0000430,HRV-02,2024-05,Europe,30,Uplift,v1,2024-04-18,
FC-0000431,HRV-02,2024-06,Europe,19,Baseline,v1,2024-04-06,
FC-0000432,HRV-02,2024-06,Europe,23,Uplift,v2,2024-05-18,PLN-005
FC-0000433,HRV-02,2024-07,Europe,18,Baseline,v3,2024-06-04,PLN-024
FC-0000434,HRV-02,2024-08,Europe,18,Baseline,v3,2024-07-12,PLN-048
FC-0000435,HRV-02,2024-08,Europe,15,Downside,v1,2024-06-30,PLN-002
FC-0000436,HRV-02,2024-09,Europe,23,Baseline,v2,2024-07-18,PLN-004
FC-0000437,HRV-02,2024-09,Europe,29,Uplift,v2,2024-08-04,PLN-055
FC-0000438,HRV-02,2024-10,Europe,19,Baseline,v2,2024-08-12,PLN-020
FC-0000439,HRV-02,2024-11,Europe,21,Baseline,v1,2024-10-02,PLN-051
FC-0000440,HRV-02,2024-12,Europe,20,Baseline,v2,2024-10-26,PLN-013
FC-0000441,HRV-02,2024-12,Europe,27,Uplift,v3,2024-11-07,PLN-056
FC-0000442,HRV-02,2025-01,Europe,21,Baseline,v1,2024-11-19,PLN-013
FC-0000443,HRV-02,2025-01,Europe,25,Uplift,v2,2024-12-19,PLN-038
FC-0000444,HRV-02,2025-02,Europe,18,Baseline,v1,2024-12-28,PLN-015
FC-0000445,HRV-02,2025-02,Europe,24,Uplift,v1,2025-01-19,
FC-0000446,HRV-02,2025-03,Europe,23,Baseline,v1,2025-01-16,PLN-022
FC-0000447,HRV-02,2025-04,Europe,22,Baseline,v3,2025-03-05,
FC-0000448,HRV-02,2025-04,Europe,26,Uplift,v1,2025-03-16,PLN-055
FC-0000449,HRV-02,2025-05,Europe,23,Baseline,v2,2025-03-09,PLN-014
FC-0000450,HRV-02,2025-06,Europe,19,Baseline,v2,2025-04-06,PLN-059
FC-0000451,HRV-02,2025-07,Europe,23,Baseline,v1,2025-06-03,PLN-015
FC-0000452,HRV-02,2025-08,Europe,24,Baseline,v2,2025-07-06,PLN-058
FC-0000453,HRV-02,2025-09,Europe,19,Baseline,v2,2025-07-31,PLN-050
FC-0000454,HRV-02,2025-09,Europe,24,Uplift,v1,2025-07-26,PLN-027
FC-0000455,HRV-02,2025-10,Europe,21,Baseline,v2,2025-08-23,PLN-053
FC-0000456,HRV-02,2025-10,Europe,24,Uplift,v1,2025-09-01,PLN-047
FC-0000457,HRV-02,2025-11,Europe,23,Baseline,v1,2025-09-22,PLN-029
FC-0000458,HRV-02,2025-11,Europe,32,Uplift,v3,2025-10-02,
FC-0000459,HRV-02,2025-11,Europe,16,Downside,v1,2025-10-11,PLN-047
FC-0000460,HRV-02,2025-12,Europe,22,Baseline,v1,2025-11-01,PLN-015
FC-0000461,HRV-02,2025-12,Europe,27,Uplift,v2,2025-11-06,PLN-026
FC-0000462,HRV-02,2026-01,Europe,22,Baseline,v1,2025-11-19,PLN-015
FC-0000463,HRV-02,2026-01,Europe,27,Uplift,v2,2025-11-26,PLN-029
FC-0000464,HRV-02,2026-02,Europe,23,Baseline,v2,2025-12-09,PLN-013
FC-0000465,HRV-02,2026-02,Europe,29,Uplift,v1,2026-01-18,PLN-045
FC-0000466,HRV-02,2026-03,Europe,21,Baseline,v3,2026-01-12,PLN-039
FC-0000467,HRV-02,2026-04,Europe,23,Baseline,v2,2026-03-11,PLN-004
FC-0000468,HRV-02,2026-05,Europe,18,Baseline,,2026-04-01,PLN-022
FC-0000469,HRV-02,2026-06,Europe,18,Baseline,v2,2026-04-03,PLN-018
FC-0000470,HRV-02,2026-06,Europe,20,Uplift,v1,2026-05-18,PLN-018
FC-0000471,HRV-02,2026-07,Europe,19,Baseline,v3,2026-06-09,PLN-057
FC-0000472,HRV-02,2026-08,Europe,19,Baseline,v3,2026-07-08,PLN-043
FC-0000473,HRV-02,2026-09,Europe,21,Baseline,,2026-08-05,PLN-021
FC-0000474,HRV-02,2026-10,Europe,19,Baseline,v1,2026-08-11,PLN-047
FC-0000475,HRV-02,2026-10,Europe,11,Downside,v1,2026-09-03,PLN-058
FC-0000476,HRV-02,2026-11,Europe,18,Baseline,v1,2026-09-25,PLN-031
FC-0000477,HRV-02,2026-11,Europe,20,Uplift,v1,2026-10-02,PLN-042
FC-0000478,HRV-02,2026-12,Europe,18,Baseline,v2,2026-10-14,PLN-043
FC-0000479,HRV-02,2024-01,Asia-Pacific,53,Baseline,v1,2023-12-06,PLN-012
FC-0000480,HRV-02,2024-01,Asia-Pacific,74,Uplift,v3,2023-11-25,PLN-054
FC-0000481,HRV-02,2024-02,Asia-Pacific,53,Baseline,v2,2023-12-12,PLN-043
FC-0000482,HRV-02,2024-02,Asia-Pacific,65,Uplift,v1,2024-01-03,PLN-012
FC-0000483,HRV-02,2024-03,Asia-Pacific,51,Baseline,v3,2024-01-13,PLN-028
FC-0000484,HRV-02,2024-04,Asia-Pacific,61,Baseline,v1,2024-02-02,PLN-044
FC-0000485,HRV-02,2024-05,Asia-Pacific,54,Baseline,v1,2024-03-14,PLN-051
FC-0000486,HRV-02,2024-06,Asia-Pacific,64,Baseline,v1,2024-04-06,PLN-044
FC-0000487,HRV-02,2024-07,Asia-Pacific,55,Baseline,v2,2024-06-07,PLN-017
FC-0000488,HRV-02,2024-08,Asia-Pacific,51,Baseline,v2,2024-06-03,PLN-003
FC-0000489,HRV-02,2024-09,Asia-Pacific,67,Baseline,v2,2024-07-06,PLN-051
FC-0000490,HRV-02,2024-09,Asia-Pacific,88,Uplift,v3,2024-07-27,PLN-008
FC-0000491,HRV-02,2024-10,Asia-Pacific,52,Baseline,v3,2024-08-04,PLN-050
FC-0000492,HRV-02,2024-10,Asia-Pacific,62,Uplift,v3,2024-08-27,PLN-001
FC-0000493,HRV-02,2024-11,Asia-Pacific,66,Baseline,v3,2024-09-17,PLN-042
FC-0000494,HRV-02,2024-12,Asia-Pacific,63,Baseline,v1,2024-11-08,PLN-002
FC-0000495,HRV-02,2024-12,Asia-Pacific,80,Uplift,v2,2024-11-15,PLN-042
FC-0000496,HRV-02,2025-01,Asia-Pacific,53,Baseline,v1,2024-11-04,PLN-016
FC-0000497,HRV-02,2025-01,Asia-Pacific,69,Uplift,v2,2024-12-22,PLN-029
FC-0000498,HRV-02,2025-02,Asia-Pacific,57,Baseline,v2,2024-12-06,PLN-016
FC-0000499,HRV-02,2025-02,Asia-Pacific,78,Uplift,v2,2024-12-25,PLN-021
FC-0000500,HRV-02,2025-03,Asia-Pacific,68,Baseline,v2,2025-01-23,PLN-042
FC-0000501,HRV-02,2025-04,Asia-Pacific,60,Baseline,v3,2025-02-15,
FC-0000502,HRV-02,2025-05,Asia-Pacific,57,Baseline,v1,2025-03-12,PLN-009
FC-0000503,HRV-02,2025-05,Asia-Pacific,77,Uplift,v1,2025-04-20,PLN-010
FC-0000504,HRV-02,2025-05,Asia-Pacific,42,Downside,v3,2025-03-30,PLN-028
FC-0000505,HRV-02,2025-06,Asia-Pacific,63,Baseline,v2,2025-04-07,PLN-058
FC-0000506,HRV-02,2025-07,Asia-Pacific,69,Baseline,v3,2025-05-13,PLN-044
FC-0000507,HRV-02,2025-08,Asia-Pacific,58,Baseline,v2,2025-06-26,PLN-054
FC-0000508,HRV-02,2025-09,Asia-Pacific,55,Baseline,v3,2025-07-17,PLN-007
FC-0000509,HRV-02,2025-09,Asia-Pacific,61,Uplift,v2,2025-08-13,PLN-046
FC-0000510,HRV-02,2025-10,Asia-Pacific,53,Baseline,v1,2025-08-04,PLN-030
FC-0000511,HRV-02,2025-10,Asia-Pacific,46,Downside,v1,2025-09-04,PLN-043
FC-0000512,HRV-02,2025-11,Asia-Pacific,69,Baseline,v3,2025-10-05,PLN-045
FC-0000513,HRV-02,2025-11,Asia-Pacific,91,Uplift,v2,2025-10-01,PLN-045
FC-0000514,HRV-02,2025-12,Asia-Pacific,58,Baseline,v1,2025-10-18,PLN-046
FC-0000515,HRV-02,2025-12,Asia-Pacific,68,Uplift,v2,2025-10-27,PLN-007
FC-0000516,HRV-02,2026-01,Asia-Pacific,66,Baseline,v1,2025-11-18,PLN-037
FC-0000517,HRV-02,2026-01,Asia-Pacific,78,Uplift,v1,2025-12-10,
FC-0000518,HRV-02,2026-01,Asia-Pacific,47,Downside,v3,2025-12-12,PLN-002
FC-0000519,HRV-02,2026-02,Asia-Pacific,61,Baseline,v3,2025-12-25,PLN-035
FC-0000520,HRV-02,2026-02,Asia-Pacific,84,Uplift,v2,2025-12-28,PLN-052
FC-0000521,HRV-02,2026-03,Asia-Pacific,66,Baseline,v3,2026-01-26,PLN-035
FC-0000522,HRV-02,2026-04,Asia-Pacific,64,Baseline,v1,2026-02-16,PLN-049
FC-0000523,HRV-02,2026-04,Asia-Pacific,87,Uplift,v1,2026-03-22,PLN-049
FC-0000524,HRV-02,2026-05,Asia-Pacific,66,Baseline,v3,2026-03-12,PLN-042
FC-0000525,HRV-02,2026-05,Asia-Pacific,76,Uplift,v3,2026-03-26,PLN-011
FC-0000526,HRV-02,2026-05,Asia-Pacific,40,Downside,,2026-04-08,PLN-046
FC-0000527,HRV-02,2026-06,Asia-Pacific,66,Baseline,v3,2026-04-09,PLN-013
FC-0000528,HRV-02,2026-07,Asia-Pacific,62,Baseline,v2,2026-06-02,PLN-023
FC-0000529,HRV-02,2026-07,Asia-Pacific,76,Uplift,v1,2026-06-17,PLN-031
FC-0000530,HRV-02,2026-07,Asia-Pacific,44,Downside,v2,2026-05-23,PLN-033
FC-0000531,HRV-02,2026-08,Asia-Pacific,67,Baseline,v3,2026-06-22,PLN-039
FC-0000532,HRV-02,2026-09,Asia-Pacific,64,Baseline,,2026-07-30,PLN-044
FC-0000533,HRV-02,2026-09,Asia-Pacific,76,Uplift,v2,2026-07-31,PLN-036
FC-0000534,HRV-02,2026-10,Asia-Pacific,63,Baseline,v2,2026-08-05,PLN-011
FC-0000535,HRV-02,2026-10,Asia-Pacific,37,Downside,v1,2026-09-08,PLN-047
FC-0000536,HRV-02,2026-11,Asia-Pacific,53,Baseline,v3,2026-09-06,PLN-055
FC-0000537,HRV-02,2026-12,Asia-Pacific,56,Baseline,,2026-11-05,PLN-027
FC-0000538,HRV-02,2026-12,Asia-Pacific,38,Downside,v3,2026-11-10,
FC-0000539,HRV-02,2024-01,Africa/Middle East,22,Baseline,v1,2023-11-16,PLN-048
FC-0000540,HRV-02,2024-01,Africa/Middle East,27,Uplift,v2,2023-12-20,PLN-034
FC-0000541,HRV-02,2024-02,Africa/Middle East,23,Baseline,v1,2024-01-02,PLN-015
FC-0000542,HRV-02,2024-02,Africa/Middle East,26,Uplift,,2023-12-28,PLN-027
FC-0000543,HRV-02,2024-02,Africa/Middle East,18,Downside,v3,2023-12-30,PLN-017
FC-0000544,HRV-02,2024-03,Africa/Middle East,24,Baseline,,2024-02-03,
FC-0000545,HRV-02,2024-03,Africa/Middle East,18,Downside,v3,2024-02-02,PLN-020
FC-0000546,HRV-02,2024-04,Africa/Middle East,27,Baseline,v3,2024-02-05,PLN-001
FC-0000547,HRV-02,2024-05,Africa/Middle East,26,Baseline,v3,2024-03-21,PLN-032
FC-0000548,HRV-02,2024-06,Africa/Middle East,25,Baseline,v1,2024-04-17,PLN-021
FC-0000549,HRV-02,2024-06,Africa/Middle East,19,Downside,v2,2024-04-26,PLN-035
FC-0000550,HRV-02,2024-07,Africa/Middle East,23,Baseline,v1,2024-05-30,PLN-050
FC-0000551,HRV-02,2024-08,Africa/Middle East,23,Baseline,v2,2024-07-12,PLN-049
FC-0000552,HRV-02,2024-09,Africa/Middle East,29,Baseline,v3,2024-07-21,PLN-038
FC-0000553,HRV-02,2024-09,Africa/Middle East,40,Uplift,v1,2024-08-09,PLN-042
FC-0000554,HRV-02,2024-10,Africa/Middle East,24,Baseline,v1,2024-08-16,PLN-021
FC-0000555,HRV-02,2024-10,Africa/Middle East,30,Uplift,v1,2024-09-04,PLN-011
FC-0000556,HRV-02,2024-11,Africa/Middle East,23,Baseline,v3,2024-10-01,PLN-027
FC-0000557,HRV-02,2024-12,Africa/Middle East,27,Baseline,v1,2024-10-12,PLN-056
FC-0000558,HRV-02,2024-12,Africa/Middle East,16,Downside,v3,2024-11-20,PLN-054
FC-0000559,HRV-02,2025-01,Africa/Middle East,24,Baseline,v2,2024-11-08,PLN-017
FC-0000560,HRV-02,2025-01,Africa/Middle East,20,Downside,v3,2024-12-13,PLN-007
FC-0000561,HRV-02,2025-02,Africa/Middle East,28,Baseline,v3,2024-12-14,PLN-056
FC-0000562,HRV-02,2025-03,Africa/Middle East,26,Baseline,v2,2025-01-02,PLN-057
FC-0000563,HRV-02,2025-04,Africa/Middle East,23,Baseline,v2,2025-02-02,PLN-034
FC-0000564,HRV-02,2025-04,Africa/Middle East,31,Uplift,v1,2025-03-18,PLN-015
FC-0000565,HRV-02,2025-04,Africa/Middle East,17,Downside,v3,2025-03-10,PLN-003
FC-0000566,HRV-02,2025-05,Africa/Middle East,27,Baseline,v3,2025-03-12,PLN-023
FC-0000567,HRV-02,2025-06,Africa/Middle East,22,Baseline,v3,2025-04-23,PLN-009
FC-0000568,HRV-02,2025-06,Africa/Middle East,25,Uplift,v2,2025-05-22,PLN-039
FC-0000569,HRV-02,2025-07,Africa/Middle East,27,Baseline,v3,2025-06-09,PLN-023
FC-0000570,HRV-02,2025-07,Africa/Middle East,34,Uplift,v1,2025-06-09,PLN-016
FC-0000571,HRV-02,2025-07,Africa/Middle East,23,Downside,v1,2025-06-21,PLN-049
FC-0000572,HRV-02,2025-08,Africa/Middle East,24,Baseline,v2,2025-06-28,
FC-0000573,HRV-02,2025-08,Africa/Middle East,32,Uplift,v1,2025-07-02,PLN-038
FC-0000574,HRV-02,2025-09,Africa/Middle East,24,Baseline,v2,2025-07-25,PLN-015
FC-0000575,HRV-02,2025-09,Africa/Middle East,32,Uplift,v2,2025-07-29,PLN-056
FC-0000576,HRV-02,2025-10,Africa/Middle East,23,Baseline,v3,2025-09-10,PLN-007
FC-0000577,HRV-02,2025-10,Africa/Middle East,17,Downside,v3,2025-09-04,PLN-023
FC-0000578,HRV-02,2025-11,Africa/Middle East,28,Baseline,v1,2025-09-29,PLN-027
FC-0000579,HRV-02,2025-11,Africa/Middle East,31,Uplift,v2,2025-10-07,PLN-019
FC-0000580,HRV-02,2025-11,Africa/Middle East,22,Downside,v3,2025-10-17,PLN-041
FC-0000581,HRV-02,2025-12,Africa/Middle East,23,Baseline,v2,2025-10-04,
FC-0000582,HRV-02,2025-12,Africa/Middle East,16,Downside,v3,2025-11-07,PLN-024
FC-0000583,HRV-02,2026-01,Africa/Middle East,27,Baseline,v2,2025-12-11,PLN-015
FC-0000584,HRV-02,2026-01,Africa/Middle East,19,Downside,v1,2025-12-13,PLN-049
FC-0000585,HRV-02,2026-02,Africa/Middle East,26,Baseline,v3,2025-12-29,PLN-034
FC-0000586,HRV-02,2026-02,Africa/Middle East,33,Uplift,v2,2026-01-15,PLN-009
FC-0000587,HRV-02,2026-02,Africa/Middle East,21,Downside,v3,2025-12-26,PLN-045
FC-0000588,HRV-02,2026-03,Africa/Middle East,28,Baseline,v2,2026-01-24,PLN-032
FC-0000589,HRV-02,2026-04,Africa/Middle East,26,Baseline,v3,2026-02-07,
FC-0000590,HRV-02,2026-05,Africa/Middle East,26,Baseline,v1,2026-03-31,PLN-049
FC-0000591,HRV-02,2026-06,Africa/Middle East,28,Baseline,v3,2026-04-13,PLN-054
FC-0000592,HRV-02,2026-07,Africa/Middle East,24,Baseline,v2,2026-05-10,PLN-031
FC-0000593,HRV-02,2026-07,Africa/Middle East,26,Uplift,,2026-06-11,PLN-038
FC-0000594,HRV-02,2026-07,Africa/Middle East,19,Downside,v1,2026-06-07,PLN-019
FC-0000595,HRV-02,2026-08,Africa/Middle East,21,Baseline,,2026-06-26,PLN-010
FC-0000596,HRV-02,2026-09,Africa/Middle East,23,Baseline,v3,2026-08-12,PLN-006
FC-0000597,HRV-02,2026-09,Africa/Middle East,27,Uplift,,2026-08-08,PLN-010
FC-0000598,HRV-02,2026-09,Africa/Middle East,19,Downside,v3,2026-08-10,PLN-021
FC-0000599,HRV-02,2026-10,Africa/Middle East,25,Baseline,v1,2026-08-07,PLN-021
FC-0000600,HRV-02,2026-10,Africa/Middle East,29,Uplift,v2,2026-09-04,PLN-011
FC-0000601,HRV-02,2026-11,Africa/Middle East,26,Baseline,v3,2026-09-24,PLN-041
FC-0000602,HRV-02,2026-11,Africa/Middle East,19,Downside,,2026-10-08,PLN-024
