po_id,supplier_id,part_id,plant_id,po_date,promised_date,po_qty,unit_price,po_status,po_notes
PO-0000298,SUP-03679,ST-705,P12,2026-07-24,2026-08-23,500,41.95,Partial,
PO-0000299,SUP-13696,CB-1117,P10,2025-06-28,2025-07-12,100,27.67,Closed,
PO-0000300,SUP-00153,EN-887,P10,2025-08-08,2025-10-07,100,15.84,Partial,
PO-0000301,SUP-06192,SC-947,P7,2024-08-28,2024-09-18,800,6.67,Closed,
PO-0000302,SUP-04341,EN-826,P7,2026-02-22,,800,72.57,Closed,
PO-0000303,SUP-03210,FT-507,P1,2025-06-01,2025-06-22,500,66.69,Closed,
PO-0000304,SUP-07739,EN-1158,P5,2026-03-27,2026-04-10,100,9.55,Closed,
PO-0000305,SUP-06166,FT-641,P6,2025-08-27,2025-10-11,800,139.99,Late,
PO-0000306,SUP-08314,ST-1327,P5,2025-07-23,2025-09-21,300,32.77,Open,
PO-0000307,SUP-13786,ST-670,P6,2025-11-11,,50,,Cancelled,
PO-0000308,SUP-07443,TR-137,P7,2026-08-16,2026-10-15,800,,Open,
PO-0000309,SUP-10038,CB-1344,P3,2026-06-14,2026-08-13,100,14.62,Closed,
PO-0000310,SUP-14571,HY-709,P4,2025-05-27,2025-06-26,300,54.84,Closed,
PO-0000311,SUP-04642,EC-566,P6,2025-12-05,2026-01-19,1200,6.59,Closed,
PO-0000312,SUP-02743,BR-1068,P1,2024-11-19,2025-01-18,50,6.63,Closed,
PO-0000313,SUP-10390,TR-932,P10,2026-04-02,2026-06-01,1200,,Open,
PO-0000314,SUP-02229,BR-1249,P5,2025-06-06,2025-08-05,800,4.99,Closed,
PO-0000315,SUP-13484,EN-260,P8,2026-02-20,2026-03-06,1200,24.6,Open,
PO-0000316,SUP-14052,CB-465,P4,2024-05-20,2024-06-10,1200,1.82,Closed,
PO-0000317,SUP-10117,BR-811,P7,2025-02-21,2025-03-07,1200,21.34,Closed,
PO-0000318,SUP-11332,EL-346,P6,2025-05-17,2025-05-31,200,88.82,Closed,
PO-0000319,SUP-10413,TR-237,P4,2024-12-03,2025-01-02,1200,36.23,Late,
PO-0000320,SUP-13200,BR-525,P4,2025-04-21,2025-05-05,500,30.7,Open,
PO-0000321,SUP-04896,EN-252,P3,2025-12-13,2026-02-11,300,0.87,Closed,
PO-0000322,SUP-09499,CH-353,P11,2026-08-08,2026-10-07,50,30.85,Closed,
PO-0000323,SUP-07681,FT-1022,P8,2024-02-24,2024-03-09,100,58.86,Closed,
PO-0000324,SUP-00542,SC-949,P10,2026-03-01,2026-04-15,300,44.52,Closed,
PO-0000325,SUP-07298,CH-520,P8,2026-06-28,2026-07-28,800,37.17,Closed,
PO-0000326,SUP-06493,FT-702,P9,2026-01-15,2026-02-05,50,13.73,Closed,
PO-0000327,SUP-13304,EN-670,P4,2026-07-19,2026-08-09,200,3.2,Closed,
PO-0000328,SUP-09127,TR-629,P3,2026-08-07,2026-09-21,800,98.98,Open,
PO-0000329,SUP-10402,SC-1212,P12,2026-01-27,2026-03-13,800,7.99,Closed,
PO-0000330,SUP-01708,FL-1045,P6,2024-04-20,2024-06-04,300,61.32,Partial,
PO-0000331,SUP-09416,BR-1159,P6,2024-12-16,2025-01-15,500,3.54,Open,
PO-0000332,SUP-01545,EC-305,P5,2024-02-26,2024-03-18,1200,38.75,Closed,
PO-0000333,SUP-05853,TR-478,P2,2025-07-19,2025-09-17,200,49.98,Open,
PO-0000334,SUP-10894,BR-864,P2,2024-06-13,2024-07-13,1200,53.44,Closed,
PO-0000335,SUP-09043,FT-747,P11,2025-03-11,2025-04-10,100,8.31,Open,
PO-0000336,SUP-08185,TR-713,P4,2025-03-31,2025-04-21,500,3.81,Open,
PO-0000337,SUP-06018,FT-145,P7,2025-09-21,2025-10-05,300,29.62,Closed,
PO-0000338,SUP-08136,EC-511,P4,2024-09-05,2024-09-19,200,53.24,Closed,
PO-0000339,SUP-14501,TR-554,P4,2024-06-01,2024-07-16,50,28.3,Closed,
PO-0000340,SUP-05986,BR-1143,P11,2025-01-06,2025-03-07,50,83.69,Closed,
PO-0000341,SUP-14660,CB-410,P4,2025-03-08,2025-04-07,1200,5.62,Closed,
PO-0000342,SUP-02701,HY-1282,P6,2024-12-13,,100,7.93,Closed,
PO-0000343,SUP-05602,SC-373,P3,2025-06-16,2025-07-16,1200,27.85,Closed,
PO-0000344,SUP-03965,EC-488,P11,2025-04-20,2025-05-20,200,11.77,Closed,
PO-0000345,SUP-02805,EC-1080,P11,2025-06-18,2025-08-17,1200,16.6,Closed,
PO-0000346,SUP-12038,CH-812,P2,2024-03-13,2024-04-12,200,7.55,Open,
PO-0000347,SUP-02561,ST-536,P7,2024-04-26,2024-06-10,800,70.33,Partial,
PO-0000348,SUP-12140,CH-1184,P7,2025-01-30,,800,50.97,Late,
PO-0000349,SUP-06051,TR-1303,P11,2025-10-29,2025-12-13,300,6.5,Partial,
PO-0000350,SUP-12469,TR-627,P1,2026-04-27,2026-06-26,1200,22.75,Closed,
PO-0000351,SUP-14952,TR-1264,P4,2025-04-22,2025-06-06,50,19.07,Partial,
PO-0000352,SUP-08483,SC-320,P12,2024-11-19,2024-12-19,100,69.03,Closed,
PO-0000353,SUP-03790,EC-763,P9,2024-05-31,2024-07-30,1200,4.99,Closed,
PO-0000354,SUP-04881,SC-595,P1,2024-11-03,2024-11-24,500,6.39,Late,
PO-0000355,SUP-03452,EC-898,P6,2024-01-02,2024-01-16,300,39.29,Closed,
PO-0000356,SUP-01511,BR-1296,P3,2024-05-19,2024-06-18,1200,21.15,Cancelled,
PO-0000357,SUP-11923,CB-162,P3,2026-06-07,2026-06-21,100,260.13,Open,
PO-0000358,SUP-03781,EN-483,P3,2024-09-19,2024-10-19,200,9.21,Closed,
PO-0000359,SUP-08498,FL-1309,P6,2024-03-24,2024-05-08,800,17.27,Closed,
PO-0000360,SUP-08081,CB-458,P8,2026-01-28,2026-02-27,50,204.24,Open,
PO-0000361,SUP-01976,ST-564,P8,2026-06-26,2026-08-25,100,213.78,Closed,
PO-0000362,SUP-14120,EL-1340,P7,2024-06-26,2024-07-26,300,18.79,Cancelled,
PO-0000363,SUP-01956,BR-795,P2,2025-05-11,2025-07-10,200,50.53,Late,
PO-0000364,SUP-07802,ST-493,P8,2025-12-24,2026-01-23,200,14.83,Closed,
PO-0000365,SUP-03836,CB-1220,P11,2025-09-19,2025-10-03,800,92.58,Partial,
PO-0000366,SUP-06334,FL-1210,P5,2025-05-22,2025-07-06,50,21.84,Closed,
PO-0000367,SUP-01205,CH-543,P10,2025-11-10,2025-12-01,50,8.62,Open,
PO-0000368,SUP-11992,BR-583,P2,2025-06-25,2025-07-09,1200,319.53,Cancelled,
PO-0000369,SUP-12649,ST-324,P4,2024-04-07,2024-04-28,200,106.16,Closed,
PO-0000370,SUP-11536,EL-837,P3,2025-03-25,2025-04-24,800,9.56,Closed,
PO-0000371,SUP-12505,CH-301,P11,2025-10-03,2025-12-02,300,,Open,
PO-0000372,SUP-06950,CH-1207,P6,2025-06-13,2025-07-28,300,81.11,Closed,
PO-0000373,SUP-03045,CB-112,P9,2026-07-18,2026-08-17,800,18.47,Closed,
PO-0000374,SUP-02467,CH-1086,P6,2025-11-13,2025-12-13,1200,105.2,Closed,
PO-0000375,SUP-09332,SC-1044,P12,2025-04-26,2025-05-17,300,33.21,Closed,
PO-0000376,SUP-14238,SC-535,P2,2025-07-27,2025-08-10,100,74.72,Closed,
PO-0000377,SUP-07185,EN-1346,P8,2026-04-28,,800,68.04,Closed,
PO-0000378,SUP-06396,TR-232,P3,2024-12-05,2024-12-26,50,11.85,Closed,
PO-0000379,SUP-11576,SC-1200,P11,2026-01-15,2026-03-16,1200,7.69,Late,
PO-0000380,SUP-05530,CB-1268,P3,2025-12-21,2026-01-20,200,3.9,Cancelled,
PO-0000381,SUP-05003,FL-540,P7,2024-02-28,2024-04-28,800,3.26,Closed,
PO-0000382,SUP-08898,CH-476,P11,2024-09-04,,800,219.58,Closed,
PO-0000383,SUP-07154,CB-990,P12,2024-06-20,2024-08-04,800,1.91,Closed,
PO-0000384,SUP-10968,CH-1194,P2,2026-03-04,2026-05-03,800,11.13,Open,
PO-0000385,SUP-04085,FT-1140,P10,2026-05-29,2026-06-19,50,109.15,Cancelled,
PO-0000386,SUP-11072,EC-860,P7,2025-01-08,2025-03-09,500,36.65,Open,
PO-0000387,SUP-01020,EN-1193,P11,2026-03-09,2026-05-08,1200,15.15,Closed,
PO-0000388,SUP-09759,BR-207,P3,2026-06-15,2026-08-14,1200,13.16,Closed,
PO-0000389,SUP-02216,BR-1102,P1,2026-01-19,2026-02-02,800,13.37,Closed,
PO-0000390,SUP-02885,SC-991,P12,2025-05-03,2025-05-17,50,65.69,Closed,
PO-0000391,SUP-06214,EN-375,P12,2025-04-18,2025-05-09,300,21.64,Open,
PO-0000392,SUP-08159,FL-521,P2,2024-12-22,2025-02-20,800,,Closed,
PO-0000393,SUP-09199,BR-633,P1,2025-06-28,2025-07-28,100,25.4,Closed,
PO-0000394,SUP-13303,TR-508,P9,2026-01-04,2026-02-18,500,19.02,Closed,
PO-0000395,SUP-11650,EN-250,P2,2025-04-09,2025-05-09,200,18.52,Closed,
PO-0000396,SUP-04720,EL-654,P8,2025-01-29,,500,24.27,Closed,
PO-0000397,SUP-01817,EN-526,P9,2026-03-25,2026-04-08,50,53.41,Closed,
PO-0000398,SUP-10718,CB-947,P11,2025-11-27,2025-12-18,100,25.59,Closed,
PO-0000399,SUP-09064,TR-954,P7,2025-08-04,2025-09-03,800,51.06,Open,
PO-0000400,SUP-05642,FT-748,P4,2025-07-13,2025-08-03,200,26.07,Open,
PO-0000401,SUP-03181,EL-389,P1,2025-03-19,2025-04-09,200,17.54,Closed,
PO-0000402,SUP-12925,EC-550,P2,2024-04-15,2024-05-15,300,371.77,Closed,
PO-0000403,SUP-06348,BR-205,P10,2025-02-18,2025-03-11,800,35.85,Open,
PO-0000404,SUP-02799,EL-499,P2,2026-05-24,2026-06-07,300,17.2,Closed,
PO-0000405,SUP-09423,SC-585,P12,2026-02-12,2026-03-05,100,92.96,Closed,
PO-0000406,SUP-06071,FL-1024,P5,2024-07-30,2024-09-13,300,15.02,Closed,
PO-0000407,SUP-05082,SC-340,P7,2026-04-21,2026-06-05,50,39.77,Closed,
PO-0000408,SUP-02458,BR-880,P5,2024-02-28,,200,16.87,Closed,
PO-0000409,SUP-11092,EL-444,P9,2025-05-30,2025-06-20,100,36.07,Closed,
PO-0000410,SUP-08324,FL-724,P9,2024-06-03,2024-07-03,50,151.48,Open,
PO-0000411,SUP-01641,TR-637,P9,2025-03-15,,200,25.18,Partial,
PO-0000412,SUP-02653,FT-1080,P12,2025-03-27,2025-05-26,800,34.34,Cancelled,
PO-0000413,SUP-11035,EC-188,P1,2024-10-10,2024-10-24,100,17.31,Closed,
PO-0000414,SUP-03944,BR-1047,P9,2025-03-16,2025-05-15,50,16.55,Closed,
PO-0000415,SUP-07827,CB-833,P2,2025-10-05,2025-12-04,1200,111.7,Closed,
PO-0000416,SUP-05682,CB-554,P11,2026-05-26,2026-07-25,50,4.14,Closed,
PO-0000417,SUP-12271,FT-368,P8,2024-08-23,2024-09-22,100,56.88,Open,
PO-0000418,SUP-06779,EC-1284,P4,2026-05-10,2026-06-09,100,32.88,Closed,
PO-0000419,SUP-02788,CH-652,P2,2024-10-02,2024-12-01,300,54.45,Cancelled,
PO-0000420,SUP-06037,CH-437,P1,2025-05-02,2025-05-23,1200,20.55,Closed,
PO-0000421,SUP-11555,EN-701,P10,2026-08-18,2026-09-17,200,13.34,Closed,
PO-0000422,SUP-03653,ST-763,P4,2025-04-24,,800,20.85,Open,
PO-0000423,SUP-08183,SC-518,P10,2025-07-23,2025-08-22,800,16.57,Closed,
PO-0000424,SUP-05694,HY-361,P7,2026-04-08,2026-06-07,300,6.58,Late,
PO-0000425,SUP-13473,CH-891,P7,2024-10-27,2024-11-10,500,18.73,Closed,
PO-0000426,SUP-08071,EC-963,P11,2025-11-09,2025-12-09,500,177.61,Closed,
PO-0000427,SUP-02934,EN-718,P4,2026-08-10,2026-08-31,800,237.93,Closed,
PO-0000428,SUP-02688,CH-144,P4,2025-10-12,2025-11-11,800,34.25,Open,
PO-0000429,SUP-07193,EC-938,P10,2026-03-03,2026-05-02,300,18.6,Closed,
PO-0000430,SUP-07512,FT-418,P8,2024-08-04,2024-09-18,1200,22.34,Closed,
PO-0000431,SUP-08940,EN-1182,P3,2025-11-10,2025-11-24,500,24.62,Closed,
PO-0000432,SUP-12490,EL-1093,P3,2025-06-07,2025-06-28,500,32.98,Open,
PO-0000433,SUP-12141,CB-413,P2,2024-10-19,2024-11-02,300,49.91,Closed,
PO-0000434,SUP-04848,SC-1283,P12,2024-05-15,2024-06-29,800,,Closed,
PO-0000435,SUP-13608,CH-1054,P10,2025-02-10,2025-03-03,200,3.56,Open,
PO-0000436,SUP-00134,CH-539,P1,2024-05-31,2024-06-14,1200,180.28,Open,
PO-0000437,SUP-05880,FL-233,P3,2026-01-29,2026-02-12,50,35.07,Closed,
PO-0000438,SUP-14909,EC-560,P7,2025-05-20,2025-06-03,50,5.32,Open,
PO-0000439,SUP-04980,CH-251,P11,2026-03-11,2026-04-10,50,14.07,Open,
PO-0000440,SUP-01148,EC-1267,P11,2024-10-17,2024-12-01,1200,18.03,Cancelled,
PO-0000441,SUP-05027,FL-112,P6,2025-06-03,2025-06-24,50,129.46,Closed,
PO-0000442,SUP-02531,CH-170,P6,2024-07-03,2024-07-24,50,10.83,Open,
PO-0000443,SUP-04123,CH-604,P10,2026-06-29,2026-08-13,100,20.62,Closed,
PO-0000444,SUP-04131,SC-1183,P2,2024-12-17,2025-01-31,800,73.86,Cancelled,
PO-0000445,SUP-11414,FT-1177,P2,2025-02-17,2025-04-03,50,77.68,Late,
PO-0000446,SUP-13497,FL-550,P9,2024-12-09,2025-01-23,300,35.41,Late,
PO-0000447,SUP-02250,FL-599,P3,2025-06-06,2025-06-20,50,,Late,
PO-0000448,SUP-01517,FT-699,P10,2024-11-14,2024-12-05,50,225.34,Closed,
PO-0000449,SUP-14056,FL-1198,P4,2024-07-02,2024-07-23,500,4.29,Closed,
PO-0000450,SUP-13867,EC-792,P9,2026-03-18,2026-05-02,800,28.61,Closed,
PO-0000451,SUP-04510,EC-852,P11,2024-09-11,2024-09-25,800,6.35,Closed,
PO-0000452,SUP-07231,SC-793,P3,2024-12-11,2025-01-25,500,16.09,Closed,
PO-0000453,SUP-06140,EC-859,P1,2024-07-13,2024-08-12,1200,22.98,Closed,
PO-0000454,SUP-09092,EN-1208,P3,2025-01-20,2025-03-21,200,10.35,Late,
PO-0000455,SUP-11394,EC-405,P12,2026-07-17,2026-09-15,100,23.46,Late,
PO-0000456,SUP-05158,FT-901,P1,2025-05-23,2025-06-13,1200,47.21,Partial,
PO-0000457,SUP-06183,BR-568,P3,2024-12-30,2025-01-29,800,16.65,Cancelled,
PO-0000458,SUP-01064,CB-1190,P5,2025-11-18,,800,5.13,Open,
PO-0000459,SUP-09400,BR-1308,P7,2025-11-07,2025-11-21,800,12.19,Partial,
PO-0000460,SUP-07777,EC-884,P12,2024-11-05,2024-12-05,200,95.75,Late,
PO-0000461,SUP-06484,SC-1244,P1,2026-06-01,2026-06-22,100,8.13,Partial,
PO-0000462,SUP-03434,FL-991,P11,2025-06-12,2025-06-26,200,54.18,Closed,
PO-0000463,SUP-00914,FL-443,P10,2024-11-11,2024-12-26,1200,11.78,Closed,
PO-0000464,SUP-02186,BR-688,P8,2024-04-21,2024-06-05,100,6.7,Closed,
PO-0000465,SUP-09862,HY-943,P3,2024-01-16,2024-03-01,100,27.35,Closed,
PO-0000466,SUP-06829,CB-922,P9,2024-12-19,2025-01-09,500,44.09,Closed,
PO-0000467,SUP-01144,HY-240,P12,2025-02-04,2025-02-25,50,163.69,Closed,
PO-0000468,SUP-00453,EL-1091,P12,2024-05-31,2024-06-21,50,73.66,Closed,
PO-0000469,SUP-01089,EL-225,P6,2024-09-01,2024-10-01,200,12.32,Cancelled,
PO-0000470,SUP-03558,EN-571,P7,2025-12-06,2026-01-20,300,144.32,Partial,
PO-0000471,SUP-09820,FL-963,P8,2025-04-26,2025-05-26,300,95.13,Late,
PO-0000472,SUP-07342,HY-995,P5,2024-03-13,2024-04-03,50,16.95,Open,
PO-0000473,SUP-05945,CH-791,P7,2026-07-16,2026-07-30,1200,38.31,Partial,
PO-0000474,SUP-02177,FL-1307,P11,2025-06-15,2025-06-29,300,9.36,Closed,
PO-0000475,SUP-00829,HY-910,P9,2024-07-26,2024-09-24,50,98.07,Open,
PO-0000476,SUP-04554,ST-122,P8,2025-06-21,2025-08-05,50,25.88,Closed,
PO-0000477,SUP-11176,FL-779,P3,2025-01-21,2025-03-22,800,204.16,Closed,
PO-0000478,SUP-13925,ST-866,P2,2026-06-09,2026-06-23,1200,4.29,Closed,
PO-0000479,SUP-01594,FL-379,P7,2024-02-04,2024-04-04,50,52.05,Closed,
PO-0000480,SUP-10019,EL-383,P3,2025-03-24,2025-04-07,100,20.84,Closed,
PO-0000481,SUP-00560,SC-881,P1,2025-05-22,,200,,Late,
PO-0000482,SUP-05197,SC-553,P7,2024-01-15,2024-01-29,200,27.25,Open,
PO-0000483,SUP-13938,FT-957,P6,2025-08-28,2025-09-18,300,18.75,Partial,
PO-0000484,SUP-09048,HY-296,P4,2026-05-06,2026-05-27,200,8.87,Closed,
PO-0000485,SUP-05421,EN-1006,P8,2026-06-16,2026-08-15,50,8.05,Closed,
PO-0000486,SUP-07872,CH-481,P6,2026-07-14,2026-08-04,800,31.59,Open,
PO-0000487,SUP-06363,FL-1175,P2,2026-08-03,2026-10-02,200,51.05,Closed,
PO-0000488,SUP-03830,CH-519,P10,2024-12-28,2025-01-18,200,110.81,Open,
PO-0000489,SUP-13073,FT-706,P10,2025-10-05,2025-12-04,200,34.44,Late,
PO-0000490,SUP-13384,CH-1141,P10,2026-02-28,2026-03-21,200,38.52,Closed,
PO-0000491,SUP-01622,ST-625,P2,2026-03-08,2026-03-22,1200,5.89,Closed,
PO-0000492,SUP-14390,SC-137,P6,2025-03-05,2025-04-19,100,18.85,Closed,
PO-0000493,SUP-00510,ST-694,P5,2025-07-25,2025-09-23,50,40.5,Closed,
PO-0000494,SUP-00947,ST-924,P8,2024-05-16,2024-05-30,300,7.58,Late,
PO-0000495,SUP-00794,EL-1083,P9,2024-06-27,2024-08-26,500,39.02,Closed,
PO-0000496,SUP-06258,FT-1112,P10,2025-07-04,2025-09-02,500,44.34,Closed,
PO-0000497,SUP-05948,BR-474,P11,2025-10-19,2025-11-09,1200,8.35,Partial,
PO-0000498,SUP-05416,HY-984,P8,2026-02-18,2026-03-11,50,4.86,Closed,
PO-0000499,SUP-14136,EN-439,P8,2025-12-12,2026-01-11,1200,,Closed,
PO-0000500,SUP-06251,SC-1267,P11,2024-08-06,2024-09-20,1200,25.52,Partial,
PO-0000501,SUP-09945,HY-168,P12,2024-02-05,2024-02-26,50,6.57,Open,
PO-0000502,SUP-01766,ST-789,P11,2024-11-22,2024-12-06,50,6.29,Closed,
PO-0000503,SUP-05813,CB-740,P8,2026-03-16,2026-05-15,200,4.58,Partial,
PO-0000504,SUP-01132,HY-1199,P8,2025-11-30,2025-12-14,300,58.22,Closed,
PO-0000505,SUP-04254,EL-1219,P7,2024-01-14,2024-02-28,1200,110.57,Closed,
PO-0000506,SUP-09200,BR-968,P3,2025-02-16,2025-03-09,100,146.48,Closed,
PO-0000507,SUP-12856,EC-892,P9,2026-06-08,2026-06-22,200,9.01,Cancelled,
PO-0000508,SUP-12156,EL-442,P4,2025-10-13,2025-11-03,800,45.84,Closed,
PO-0000509,SUP-13440,ST-851,P1,2025-04-16,2025-05-07,300,4.49,Closed,
PO-0000510,SUP-10390,HY-1196,P2,2026-04-16,2026-04-30,200,55.29,Open,
PO-0000511,SUP-14958,EN-1319,P11,2025-08-11,2025-09-01,500,39.64,Closed,
PO-0000512,SUP-05188,FT-396,P9,2026-06-10,2026-08-09,200,79.12,Closed,
PO-0000513,SUP-14327,ST-848,P4,2024-12-27,2025-01-10,300,155.97,Open,
PO-0000514,SUP-03270,FL-1034,P8,2026-03-31,2026-04-30,1200,14.4,Partial,
PO-0000515,SUP-10562,EC-786,P10,2024-05-27,2024-07-11,1200,31.5,Closed,
PO-0000516,SUP-09400,BR-1308,P10,2024-06-20,2024-08-19,500,13.73,Closed,
PO-0000517,SUP-08129,CB-220,P5,2025-06-01,2025-07-16,200,2.42,Cancelled,
PO-0000518,SUP-14431,EC-557,P11,2025-10-05,2025-11-04,50,8.39,Open,
PO-0000519,SUP-03729,EC-158,P12,2024-03-09,,300,80.02,Closed,
PO-0000520,SUP-03614,EN-1115,P9,2025-09-09,2025-10-24,100,7.27,Closed,
PO-0000521,SUP-09974,EL-1132,P11,2025-08-31,2025-10-15,800,4.98,Cancelled,
PO-0000522,SUP-12538,TR-526,P10,2025-11-04,2025-12-04,50,51.29,Open,
PO-0000523,SUP-12539,EN-1342,P7,2025-01-04,2025-01-25,100,15.83,Open,
PO-0000524,SUP-03851,HY-596,P4,2025-12-01,2025-12-22,500,46.77,Closed,
PO-0000525,SUP-06271,EC-759,P3,2025-03-18,2025-05-17,50,13.6,Closed,
PO-0000526,SUP-13077,EL-897,P9,2025-06-02,2025-07-17,800,66.36,Closed,
PO-0000527,SUP-08996,HY-959,P8,2026-05-19,2026-06-18,50,13.39,Closed,
PO-0000528,SUP-05903,EL-249,P6,2024-09-09,2024-09-30,1200,78.25,Open,
PO-0000529,SUP-08503,EC-1240,P8,2024-02-08,2024-04-08,100,12.88,Open,
PO-0000530,SUP-01982,FT-1057,P7,2026-05-15,2026-06-14,50,14.88,Closed,
PO-0000531,SUP-08091,TR-1224,P3,2026-04-13,2026-06-12,50,1.68,Closed,
PO-0000532,SUP-01712,BR-1322,P2,2026-05-03,2026-07-02,500,50.8,Closed,
PO-0000533,SUP-14327,TR-470,P2,2025-07-24,2025-08-07,1200,15.63,Late,
PO-0000534,SUP-06127,SC-744,P9,2026-07-01,2026-07-15,200,19.12,Partial,
PO-0000535,SUP-02996,BR-327,P1,2025-10-17,2025-12-01,100,16.58,Open,
PO-0000536,SUP-01798,EL-1102,P5,2025-02-19,2025-04-05,50,15.74,Open,
PO-0000537,SUP-00109,FT-302,P2,2025-06-25,2025-08-24,100,37.37,Closed,
PO-0000538,SUP-02135,SC-1013,P9,2026-04-14,2026-05-14,800,10.59,Closed,
PO-0000539,SUP-10824,FL-504,P9,2026-06-17,2026-07-17,200,80.31,Closed,
PO-0000540,SUP-02990,FT-774,P7,2025-05-06,2025-06-05,500,20.58,Closed,
PO-0000541,SUP-06909,FL-217,P7,2025-07-26,2025-08-25,500,27.2,Cancelled,
PO-0000542,SUP-05236,SC-324,P2,2026-08-16,,1200,17.49,Closed,
PO-0000543,SUP-06505,EC-243,P9,2024-12-11,2025-01-10,50,593.88,Closed,
PO-0000544,SUP-08696,EN-680,P8,2024-05-19,2024-06-09,800,37.51,Closed,
PO-0000545,SUP-03158,HY-1318,P7,2025-05-27,2025-07-11,800,43.88,Closed,
PO-0000546,SUP-04961,EN-1197,P10,2026-07-30,2026-08-29,100,10.23,Closed,
PO-0000547,SUP-10013,CH-923,P4,2025-06-10,2025-08-09,300,40.51,Open,
PO-0000548,SUP-07591,HY-1348,P2,2025-03-04,2025-03-25,50,13.06,Open,
PO-0000549,SUP-09140,EL-725,P2,2026-02-25,2026-04-26,300,5.83,Closed,
PO-0000550,SUP-00901,TR-1259,P6,2025-07-16,2025-08-06,200,11.77,Closed,
PO-0000551,SUP-13848,EL-195,P4,2026-02-12,2026-03-05,200,,Closed,
PO-0000552,SUP-09814,CH-524,P6,2025-07-16,2025-08-06,500,18.58,Closed,
PO-0000553,SUP-04668,CH-282,P3,2026-01-23,2026-02-22,50,34.44,Open,
PO-0000554,SUP-01090,EL-806,P2,2025-10-12,2025-10-26,300,11.38,Closed,
PO-0000555,SUP-02649,TR-1295,P6,2026-04-21,2026-06-20,300,68.02,Closed,
PO-0000556,SUP-05808,HY-1124,P7,2026-06-24,2026-08-08,1200,9.03,Open,
PO-0000557,SUP-04397,HY-262,P1,2024-08-13,2024-08-27,500,18.19,Closed,
PO-0000558,SUP-08772,CB-1098,P11,2025-01-11,2025-03-12,1200,3.88,Partial,
PO-0000559,SUP-14174,BR-1020,P5,2025-06-14,2025-07-14,300,,Closed,
PO-0000560,SUP-11625,EC-440,P2,2025-09-14,2025-10-05,500,14.15,Closed,
PO-0000561,SUP-03400,EL-1273,P6,2025-12-24,2026-01-23,200,26.53,Closed,
PO-0000562,SUP-10164,FL-1118,P1,2026-05-18,2026-07-17,800,,Closed,
PO-0000563,SUP-10227,TR-808,P8,2025-08-15,2025-09-05,500,,Closed,
PO-0000564,SUP-06538,CH-1006,P2,2025-07-15,2025-08-05,800,13.38,Closed,
PO-0000565,SUP-10872,EL-929,P8,2025-04-10,2025-06-09,200,21.05,Late,
PO-0000566,SUP-01187,ST-1152,P3,2026-02-20,2026-03-13,800,8.71,Open,
PO-0000567,SUP-14783,TR-721,P6,2024-04-15,2024-05-30,300,59.26,Closed,
PO-0000568,SUP-00123,ST-496,P9,2026-01-17,2026-02-07,500,22.58,Closed,
PO-0000569,SUP-13781,TR-392,P8,2026-08-04,2026-08-25,100,6.41,Closed,
PO-0000570,SUP-09845,EL-1186,P1,2024-02-12,2024-04-12,200,147.25,Closed,
PO-0000571,SUP-10940,EN-1292,P8,2025-12-03,2026-02-01,800,5.43,Open,
PO-0000572,SUP-12458,BR-1341,P6,2025-03-04,2025-05-03,300,5.88,Closed,
PO-0000573,SUP-10435,TR-138,P11,2026-01-02,2026-01-23,100,37.88,Late,
PO-0000574,SUP-12349,BR-835,P8,2024-07-13,2024-08-12,100,43.61,Partial,
PO-0000575,SUP-05230,ST-355,P11,2026-03-12,2026-04-11,1200,27.63,Closed,
PO-0000576,SUP-02716,SC-1328,P6,2026-01-07,,1200,39.4,Closed,
PO-0000577,SUP-04830,HY-1212,P6,2024-04-28,2024-06-12,100,31.83,Partial,
PO-0000578,SUP-13029,ST-799,P8,2024-11-10,2024-11-24,50,164.15,Open,
PO-0000579,SUP-09914,EN-929,P11,2026-02-21,2026-04-07,50,261.71,Open,
PO-0000580,SUP-13096,FL-875,P10,2024-04-01,2024-05-01,200,8.07,Open,
PO-0000581,SUP-08890,ST-1060,P3,2024-04-17,2024-06-01,300,36.03,Closed,
PO-0000582,SUP-06670,HY-739,P5,2025-10-27,2025-11-10,800,8.84,Closed,
PO-0000583,SUP-12440,TR-1079,P8,2025-04-22,2025-05-22,800,31.66,Late,
PO-0000584,SUP-12281,CH-523,P1,2025-02-11,2025-04-12,300,6.45,Closed,
PO-0000585,SUP-11842,FT-285,P1,2025-02-21,2025-03-14,300,23.26,Late,
PO-0000586,SUP-10796,HY-700,P8,2024-07-29,2024-08-12,800,20.41,Closed,
PO-0000587,SUP-00330,TR-831,P7,2026-03-15,2026-05-14,1200,15.23,Late,
PO-0000588,SUP-14376,TR-427,P2,2026-05-09,2026-05-23,50,48.2,Closed,
PO-0000589,SUP-09805,TR-1336,P6,2024-07-24,2024-09-07,300,2.47,Closed,
PO-0000590,SUP-01984,EN-1014,P1,2026-08-26,2026-10-25,800,57.97,Closed,
PO-0000591,SUP-03192,EC-1090,P1,2024-12-05,2024-12-26,200,39.11,Closed,
PO-0000592,SUP-04448,EN-1262,P5,2024-08-08,2024-08-29,100,,Open,
PO-0000593,SUP-02885,FT-1007,P8,2024-08-11,2024-09-01,800,9.57,Closed,
PO-0000594,SUP-07152,HY-861,P12,2024-01-28,2024-03-13,100,,Closed,
