supplier_id,supplier_name,supplier_country,supplier_region,supplier_tier,risk_rating,onboarding_date,certification_status,payment_terms,active_flag,supplier_notes
SUP-00259,Summit Machining,Italy,Europe,Tier2,Low,2021-11-14,Pending,Net30,True,
SUP-00260,Meridian Forge Works,Canada,North America,Tier1,Medium-High,2016-05-19,Not Certified,Net30,True,
SUP-00261,Keystone Fabrication,India,Asia-Pacific,Tier2,Low,2015-10-19,Not Certified,Net60,False,
SUP-00262,Compass Tooling,China,Asia-Pacific,Tier2,Medium,2019-10-14,ISO9001,Net60,True,
SUP-00263,Ironclad Hydraulics,China,Asia-Pacific,Tier1,Low,2022-08-04,ISO9001,Net30,True,
SUP-00264,Anchor Hydraulics,India,Asia-Pacific,Tier1,,2017-02-12,ISO9001,Net45,True,
SUP-00265,Anchor Hydraulics,Germany,Europe,Tier1,Medium-High,2016-10-21,ISO9001,Net30,False,
SUP-00266,Ironclad Sensor Systems,Italy,Europe,Tier2,Low,2020-11-03,IATF16949,Net30,True,
SUP-00267,Sterling Tooling,United States,North America,Tier2,,2025-02-09,IATF16949,Net30,True,
SUP-00268,Falcon Supply Co.,United States,North America,Tier1,Low,2018-10-03,Pending,Net30,True,
SUP-00269,Sterling Castings,Germany,Europe,Tier1,Medium,2020-09-12,ISO9001,Net30,True,
SUP-00270,Delta Electronics,South Korea,Asia-Pacific,Tier2,Medium,2021-05-20,Pending,Net30,False,
SUP-00271,Redwood Machining,China,Asia-Pacific,Tier1,Medium-High,2016-08-01,Pending,Net30,True,
SUP-00272,Compass Sensor Systems,Czech Republic,Europe,Tier3,Low,2023-05-14,IATF16949,Net30,True,
SUP-00273,Redwood Metalworks,Italy,Europe,Tier2,Low,2016-01-14,ISO9001,Net30,True,
SUP-00274,Pioneer Hydraulics,Brazil,South America,Tier1,Low,2021-03-21,ISO9001,Net45,True,
SUP-00275,Vertex Hydraulics,Czech Republic,Europe,Tier2,Medium-High,2019-07-28,IATF16949,Net60,True,
SUP-00276,Summit Sensor Systems,Germany,Europe,Tier1,Low,2021-12-26,IATF16949,Net60,False,
SUP-00277,Delta Assemblies,China,Asia-Pacific,Tier1,Medium,2020-07-12,IATF16949,Net30,False,
SUP-00278,Vantage Industries,Canada,North America,Tier3,Medium,2021-04-07,ISO9001,Net30,True,
SUP-00279,Ironclad Tooling,Spain,Europe,Tier2,Low,2020-12-13,IATF16949,Net60,True,
SUP-00280,Horizon Sensor Systems,United Kingdom,Europe,Tier2,Medium-High,2023-07-01,ISO9001,Net45,True,
SUP-00281,Titan Hydraulics,United Kingdom,Europe,Tier2,Medium,2019-02-16,ISO9001,Net30,True,
SUP-00282,Bluewater Supply Co.,Mexico,North America,Tier2,Low,2016-01-11,IATF16949,Net45,True,
SUP-00283,Titan Hydraulics,United Kingdom,Europe,Tier2,Low,2023-11-05,IATF16949,Net30,True,
SUP-00284,Granite Castings,China,Asia-Pacific,Tier1,Medium,2020-10-22,ISO9001,Net45,False,
SUP-00285,Horizon Components Group,Thailand,Asia-Pacific,Tier2,Low,2025-03-18,ISO9001,Net60,False,
SUP-00286,Delta Sensor Systems,India,Asia-Pacific,Tier2,Low,2017-07-20,IATF16949,Net45,True,
SUP-00287,Pioneer Supply Co.,United States,North America,Tier2,Low,2018-12-15,IATF16949,Net60,True,
SUP-00288,Keystone Metalworks,Turkey,Europe,Tier3,Medium,2021-08-31,IATF16949,Net30,True,
SUP-00289,Pioneer Precision Components,France,Europe,Tier3,Medium-High,2019-03-15,ISO9001,Net30,False,
SUP-00290,Titan Electronics,Thailand,Asia-Pacific,Tier2,Low,2020-01-22,Pending,Net30,False,
SUP-00291,Granite Sensor Systems,Mexico,North America,Tier3,Medium,2020-10-25,ISO9001,Net45,True,
SUP-00292,Anchor Supply Co.,Poland,Europe,Tier2,Low,2019-06-10,ISO9001,Net30,True,
SUP-00293,Harbor Hydraulics,China,Asia-Pacific,Tier1,Low,2019-08-24,IATF16949,Net60,True,
SUP-00294,NorthStar Assemblies,Japan,Asia-Pacific,Tier2,Low,2025-08-17,ISO9001,Net60,False,
SUP-00295,NorthStar Sensor Systems,Germany,Europe,Tier2,Low,2025-06-30,Not Certified,,True,
SUP-00296,NorthStar Electronics,China,Asia-Pacific,Tier1,Medium,2019-10-11,,Net60,True,
SUP-00297,Falcon Precision Components,Italy,Europe,Tier3,Medium-High,2017-06-22,IATF16949,Net60,True,
SUP-00298,Granite Precision Components,China,Asia-Pacific,Tier3,High,2024-10-24,ISO9001,Net45,True,
SUP-00299,NorthStar Metalworks,Germany,Europe,Tier2,Medium-High,2022-03-16,IATF16949,Net45,True,
SUP-00300,Anchor Precision Components,India,Asia-Pacific,Tier1,Low,2025-07-22,Not Certified,Net30,True,
SUP-00301,Meridian Hydraulics,China,Asia-Pacific,Tier1,Low,2015-12-10,IATF16949,Net45,True,
SUP-00302,Sterling Electronics,Canada,North America,Tier2,,2024-11-01,IATF16949,Net30,False,
SUP-00303,Atlas Components Group,Germany,Europe,Tier3,Low,2025-11-12,ISO9001,Net60,True,
SUP-00304,Falcon Components Group,Spain,Europe,Tier2,Medium,2021-07-14,ISO9001,Net30,True,
SUP-00305,Union Hydraulics,South Korea,Asia-Pacific,Tier1,Low,2020-08-03,ISO9001,,False,
SUP-00306,Pioneer Sensor Systems,United States,North America,Tier2,Medium-High,2020-11-13,ISO9001,Net30,True,
SUP-00307,Harbor Manufacturing,India,Asia-Pacific,Tier1,Medium,2019-02-22,ISO9001,Net45,True,
SUP-00308,Granite Hydraulics,Germany,Europe,Tier2,Medium-High,2016-07-22,ISO9001,Net30,True,
SUP-00309,Horizon Metalworks,France,Europe,Tier2,Low,2023-09-17,ISO9001,Net60,True,
SUP-00310,Pioneer Assemblies,Canada,North America,Tier1,Low,2015-12-01,IATF16949,Net30,True,
SUP-00311,Anchor Precision Components,United States,North America,Tier1,,2022-03-11,Not Certified,Net45,True,
SUP-00312,Ironclad Machining,Italy,Europe,Tier2,Medium-High,2025-07-19,Pending,Net45,True,
SUP-00313,Pioneer Castings,Germany,Europe,Tier1,Medium-High,2015-08-11,IATF16949,Net30,True,
SUP-00314,Crestline Forge Works,Mexico,North America,Tier2,Low,2019-04-28,ISO9001,Net30,True,
SUP-00315,Ironclad Machining,Turkey,Europe,Tier1,Low,2022-05-11,Not Certified,Net45,True,
SUP-00316,Horizon Electronics,Canada,North America,Tier1,Medium,2023-02-11,IATF16949,Net45,True,
SUP-00317,Cascade Fabrication,United States,North America,Tier1,High,2022-01-29,IATF16949,Net45,True,
SUP-00318,Redwood Industries,Mexico,North America,Tier2,Low,2017-04-10,ISO9001,Net45,True,
SUP-00319,Beacon Supply Co.,India,Asia-Pacific,Tier3,Low,2022-07-28,ISO9001,Net30,True,
SUP-00320,Falcon Precision Components,Mexico,North America,Tier1,Medium,2016-01-27,ISO9001,Net30,True,
SUP-00321,Cascade Industries,Germany,Europe,Tier3,Medium-High,2021-12-24,ISO9001,Net60,True,
SUP-00322,Horizon Hydraulics,United States,North America,Tier3,High,2024-12-06,ISO9001,Net45,True,
SUP-00323,Union Metalworks,Italy,Europe,Tier3,Medium,2015-01-21,ISO9001,Net30,True,
SUP-00324,Atlas Hydraulics,Canada,North America,Tier1,Low,2022-07-28,ISO9001,Net60,True,
SUP-00325,Beacon Castings,United States,North America,Tier2,Low,2024-06-05,IATF16949,Net30,True,
SUP-00326,Delta Supply Co.,China,Asia-Pacific,Tier1,Low,2015-02-08,ISO9001,Net30,True,
SUP-00327,Anchor Components Group,Poland,Europe,Tier2,Medium,2019-05-19,IATF16949,Net60,True,
SUP-00328,Granite Forge Works,China,Asia-Pacific,Tier1,Medium,2017-02-05,ISO9001,Net45,True,
SUP-00329,Cascade Supply Co.,Poland,Europe,Tier2,Medium,2024-09-04,IATF16949,Net45,True,
SUP-00330,Falcon Components Group,South Korea,Asia-Pacific,Tier2,Medium,2025-05-11,IATF16949,Net30,True,
SUP-00331,Titan Components Group,India,Asia-Pacific,Tier3,Low,2024-06-12,Pending,Net45,True,
SUP-00332,Vertex Components Group,Germany,Europe,Tier2,Low,2022-09-02,ISO9001,Net60,True,
SUP-00333,Vertex Tooling,Canada,North America,Tier1,Low,2024-07-31,ISO9001,Net30,True,
SUP-00334,Meridian Sensor Systems,United States,North America,Tier2,Medium,2023-10-07,IATF16949,,True,
SUP-00335,Sterling Components Group,Germany,Europe,Tier1,Low,2024-05-28,ISO9001,Net60,True,
SUP-00336,NorthStar Fabrication,Czech Republic,Europe,Tier1,Low,2016-05-27,ISO9001,Net30,True,
SUP-00337,Atlas Manufacturing,India,Asia-Pacific,Tier3,Low,2018-09-03,Pending,Net30,True,
SUP-00338,Harbor Metalworks,India,Asia-Pacific,Tier1,Medium,2021-07-02,ISO9001,Net45,False,
SUP-00339,Beacon Industries,France,Europe,Tier3,Medium-High,2021-05-10,Pending,Net45,False,
SUP-00340,Union Fabrication,China,Asia-Pacific,Tier1,Medium,2022-07-10,ISO9001,Net45,True,
SUP-00341,Delta Assemblies,Brazil,South America,Tier3,High,2024-02-17,Pending,Net30,True,
SUP-00342,Delta Machining,China,Asia-Pacific,Tier3,Low,2019-09-21,ISO9001,Net45,True,
SUP-00343,Horizon Assemblies,France,Europe,Tier1,High,2015-04-24,ISO9001,Net30,True,
SUP-00344,NorthStar Precision Components,China,Asia-Pacific,Tier2,High,2022-05-30,IATF16949,Net30,True,
SUP-00345,Sterling Manufacturing,,Europe,Tier1,Medium,2016-02-20,Not Certified,Net60,True,
SUP-00346,Granite Metalworks,United States,North America,Tier3,Low,2018-05-15,Pending,Net60,False,
SUP-00347,Atlas Assemblies,Mexico,North America,Tier2,Medium-High,2021-09-27,ISO9001,Net60,True,
SUP-00348,Harbor Supply Co.,,Asia-Pacific,Tier1,Low,2016-08-17,IATF16949,Net45,True,
SUP-00349,NorthStar Assemblies,Poland,Europe,Tier1,Low,2022-02-13,ISO9001,Net30,True,
SUP-00350,Delta Tooling,France,Europe,Tier1,Medium-High,2023-08-18,ISO9001,Net60,True,
SUP-00351,Crestline Sensor Systems,United States,North America,Tier2,Low,2024-01-13,ISO9001,Net45,False,
SUP-00352,Atlas Supply Co.,South Korea,Asia-Pacific,Tier3,Medium,2020-02-04,,Net45,True,
SUP-00353,Summit Forge Works,France,Europe,Tier2,Low,2019-01-12,Pending,Net30,False,
SUP-00354,Ironclad Machining,Czech Republic,Europe,Tier2,Low,2025-06-17,Pending,Net60,True,
SUP-00355,Harbor Metalworks,,Europe,Tier1,Low,2024-12-03,ISO9001,Net30,True,
SUP-00356,Falcon Fabrication,Brazil,South America,Tier2,Low,2024-12-15,Not Certified,Net30,True,
SUP-00357,Sterling Manufacturing,Italy,Europe,Tier2,Low,2025-07-14,Not Certified,Net60,True,
SUP-00358,NorthStar Industries,United States,North America,Tier2,Low,2022-07-02,ISO9001,Net45,False,
SUP-00359,Vantage Precision Components,France,Europe,Tier2,Medium,2016-04-02,ISO9001,Net45,True,
SUP-00360,Falcon Fabrication,South Korea,Asia-Pacific,Tier1,Medium,2022-10-21,IATF16949,Net60,True,
SUP-00361,Keystone Machining,,Europe,Tier3,Medium-High,2024-12-18,ISO9001,Net60,True,
SUP-00362,Delta Tooling,Thailand,Asia-Pacific,Tier1,Low,2016-01-30,ISO9001,Net30,True,
SUP-00363,Meridian Forge Works,Mexico,North America,Tier1,Medium,2015-09-24,ISO9001,Net30,True,
SUP-00364,Crestline Hydraulics,India,Asia-Pacific,Tier1,Low,2019-03-30,ISO9001,Net30,False,
SUP-00365,Vertex Precision Components,China,Asia-Pacific,Tier2,Medium,2020-06-22,IATF16949,Net45,False,
SUP-00366,Granite Supply Co.,Mexico,North America,Tier2,Medium,2021-06-22,Pending,Net45,True,
SUP-00367,Windsor Assemblies,China,Asia-Pacific,Tier2,Medium,2019-03-07,IATF16949,Net60,True,
SUP-00368,Summit Castings,China,Asia-Pacific,Tier2,Low,2015-05-13,IATF16949,Net30,True,
SUP-00369,Sterling Metalworks,United States,North America,Tier2,Medium,2025-10-28,ISO9001,Net45,True,
SUP-00370,Compass Hydraulics,Vietnam,Asia-Pacific,Tier2,Medium,2024-02-06,ISO9001,Net45,True,
SUP-00371,Pioneer Assemblies,,North America,Tier2,Low,2019-11-01,IATF16949,Net60,True,
SUP-00372,Anchor Industries,India,Asia-Pacific,Tier1,Medium,2018-02-06,Not Certified,Net45,False,
SUP-00373,Pioneer Tooling,France,Europe,Tier2,High,2015-06-08,Pending,,True,
SUP-00374,Vantage Industries,Mexico,North America,Tier1,Medium,2021-04-07,ISO9001,Net30,True,
SUP-00375,Cascade Assemblies,Japan,Asia-Pacific,Tier2,Medium,2025-01-25,Pending,,False,
SUP-00376,Vantage Components Group,China,Asia-Pacific,Tier3,Medium,2015-01-05,Not Certified,Net60,False,
SUP-00377,Ironclad Fabrication,Poland,Europe,Tier1,High,2025-08-07,IATF16949,Net45,True,
SUP-00378,Summit Machining,Mexico,North America,Tier1,Low,2016-04-07,Pending,Net30,True,
SUP-00379,Horizon Precision Components,Spain,Europe,Tier1,Low,2023-10-10,Pending,Net30,True,
SUP-00380,Pioneer Precision Components,South Korea,Asia-Pacific,Tier2,Medium-High,2016-09-08,Pending,Net30,True,
SUP-00381,Meridian Electronics,United States,North America,Tier2,High,2025-04-11,Not Certified,Net45,True,
SUP-00382,Summit Industries,India,Asia-Pacific,Tier2,High,2016-05-18,ISO9001,Net45,True,
SUP-00383,Anchor Assemblies,India,Asia-Pacific,Tier2,Medium-High,2016-09-11,,Net30,True,
SUP-00384,Windsor Supply Co.,United States,North America,Tier2,Medium-High,2015-12-25,ISO9001,Net30,True,
SUP-00385,Keystone Forge Works,China,Asia-Pacific,Tier1,Low,2020-12-28,Pending,Net30,True,
SUP-00386,Keystone Forge Works,Germany,Europe,Tier2,Medium,2024-12-12,ISO9001,Net30,True,
SUP-00387,Pioneer Metalworks,Italy,Europe,Tier2,Low,2018-05-15,IATF16949,Net30,False,
SUP-00388,Windsor Assemblies,,Europe,Tier1,Medium,2018-11-09,Not Certified,Net30,True,
SUP-00389,NorthStar Fabrication,United States,North America,Tier2,Medium,2018-10-07,,Net45,False,
SUP-00390,Redwood Forge Works,Canada,North America,Tier2,High,2020-05-10,IATF16949,Net45,False,
SUP-00391,Crestline Forge Works,Brazil,South America,Tier2,Medium-High,2024-07-22,Pending,Net45,True,
SUP-00392,Sterling Metalworks,Brazil,South America,Tier3,Low,2025-05-14,ISO9001,,True,
SUP-00393,Vantage Supply Co.,Thailand,Asia-Pacific,Tier3,Medium-High,2021-05-10,ISO9001,Net30,True,
SUP-00394,Granite Tooling,Spain,Europe,Tier1,Medium,2022-06-03,ISO9001,Net30,False,
SUP-00395,Anchor Supply Co.,France,Europe,Tier1,High,2018-12-28,ISO9001,Net30,False,
SUP-00396,Sterling Sensor Systems,Turkey,Europe,Tier2,Low,2025-01-21,IATF16949,Net60,True,
SUP-00397,Vertex Metalworks,Spain,Europe,Tier3,Medium,2023-05-17,IATF16949,Net30,True,
SUP-00398,Atlas Castings,United States,North America,Tier2,Low,2023-07-03,IATF16949,Net60,True,
SUP-00399,Crestline Manufacturing,Mexico,North America,Tier2,Low,2022-11-14,ISO9001,Net30,True,
SUP-00400,Bluewater Electronics,United States,North America,Tier1,Low,2019-05-24,ISO9001,Net60,True,
SUP-00401,Granite Assemblies,United States,North America,Tier2,Low,2023-07-01,Pending,Net30,True,
SUP-00402,Delta Electronics,France,Europe,Tier3,Low,2015-04-10,IATF16949,Net30,True,
SUP-00403,Union Manufacturing,United States,North America,Tier2,Low,2018-07-05,ISO9001,Net30,True,
SUP-00404,Sterling Manufacturing,Poland,Europe,Tier3,Medium-High,2018-09-30,Pending,Net30,True,
SUP-00405,Union Manufacturing,Mexico,North America,Tier1,Medium-High,2021-07-07,ISO9001,Net30,True,
SUP-00406,Cascade Forge Works,India,Asia-Pacific,Tier1,Medium,2021-05-01,ISO9001,Net45,False,
SUP-00407,Vantage Precision Components,Canada,North America,Tier2,Medium-High,2019-06-10,,,True,
SUP-00408,Union Forge Works,India,Asia-Pacific,Tier1,Medium,2020-02-09,IATF16949,Net30,True,
SUP-00409,Ironclad Forge Works,,Asia-Pacific,Tier3,Medium,2017-01-02,IATF16949,Net30,True,
SUP-00410,Cascade Supply Co.,Mexico,North America,Tier3,Medium-High,2020-09-12,IATF16949,Net30,False,
SUP-00411,Union Hydraulics,United States,North America,Tier1,Low,2023-06-01,Not Certified,Net30,False,
SUP-00412,Vertex Sensor Systems,Japan,Asia-Pacific,Tier3,Low,2017-02-14,Not Certified,Net60,True,
SUP-00413,NorthStar Precision Components,United States,North America,Tier3,Low,2018-03-01,ISO9001,Net45,True,
SUP-00414,Union Manufacturing,China,Asia-Pacific,Tier2,Medium,2015-03-15,Pending,Net45,True,
SUP-00415,Atlas Sensor Systems,Poland,Europe,Tier1,,2017-01-21,ISO9001,Net30,False,
SUP-00416,Vertex Assemblies,Mexico,North America,Tier2,Low,2019-03-06,ISO9001,Net60,True,
SUP-00417,Meridian Supply Co.,United States,North America,Tier2,Medium,2024-04-14,ISO9001,Net30,True,
SUP-00418,Keystone Metalworks,Japan,Asia-Pacific,Tier1,,2017-01-30,Not Certified,Net30,True,
SUP-00419,Meridian Sensor Systems,Vietnam,Asia-Pacific,Tier2,High,2019-01-16,IATF16949,,True,
SUP-00420,Cascade Electronics,Poland,Europe,Tier2,Medium,2018-12-13,ISO9001,Net30,True,
SUP-00421,Ironclad Manufacturing,Vietnam,Asia-Pacific,Tier2,Medium,2023-03-21,ISO9001,Net45,True,
SUP-00422,Titan Fabrication,Spain,Europe,Tier1,Medium,2017-05-22,IATF16949,Net30,True,
SUP-00423,Meridian Forge Works,Germany,Europe,Tier2,Low,2019-03-22,ISO9001,Net30,True,
SUP-00424,Windsor Supply Co.,Turkey,Europe,Tier2,Medium-High,2015-04-23,Not Certified,Net60,True,
SUP-00425,Compass Assemblies,Mexico,North America,Tier1,Low,2023-09-25,Pending,Net60,True,
SUP-00426,Horizon Components Group,Thailand,Asia-Pacific,Tier2,Medium,2016-04-03,Pending,Net45,True,
SUP-00427,Pioneer Hydraulics,Germany,Europe,Tier1,High,2017-02-10,ISO9001,Net30,True,
SUP-00428,Delta Manufacturing,India,Asia-Pacific,Tier2,Low,2017-12-30,ISO9001,Net30,True,
SUP-00429,Ironclad Components Group,China,Asia-Pacific,Tier2,Medium-High,2019-03-28,ISO9001,Net60,True,
SUP-00430,Falcon Components Group,France,Europe,Tier1,Low,2021-09-17,ISO9001,Net30,True,
SUP-00431,NorthStar Machining,Italy,Europe,Tier2,Low,2018-06-03,ISO9001,Net60,True,
SUP-00432,Ironclad Components Group,Mexico,North America,Tier2,Medium-High,2024-08-17,Not Certified,Net60,True,
SUP-00433,Redwood Metalworks,Italy,Europe,Tier1,Medium,2020-11-11,Not Certified,Net60,True,
SUP-00434,Windsor Forge Works,,Asia-Pacific,Tier2,Low,2022-09-05,IATF16949,Net45,False,
SUP-00435,Harbor Machining,China,Asia-Pacific,Tier1,Medium-High,2024-09-15,IATF16949,Net45,True,
SUP-00436,Beacon Electronics,India,Asia-Pacific,Tier1,Medium,2018-01-05,IATF16949,Net45,True,
SUP-00437,Granite Industries,United States,North America,Tier1,Medium-High,2024-05-31,Pending,Net30,True,
SUP-00438,Sterling Tooling,United Kingdom,Europe,Tier1,High,2024-10-08,ISO9001,Net30,True,
SUP-00439,Pioneer Industries,China,Asia-Pacific,Tier2,High,2022-07-16,ISO9001,Net30,False,
SUP-00440,Pioneer Hydraulics,China,Asia-Pacific,Tier2,Medium,2016-05-30,Not Certified,Net45,True,
SUP-00441,Horizon Precision Components,South Korea,Asia-Pacific,Tier2,Medium,2023-09-14,Not Certified,Net45,True,
SUP-00442,Redwood Components Group,Germany,Europe,Tier1,Low,2020-10-11,ISO9001,Net45,False,
SUP-00443,Pioneer Assemblies,Czech Republic,Europe,Tier3,Medium-High,2016-02-01,ISO9001,Net45,True,
SUP-00444,Horizon Machining,China,Asia-Pacific,Tier3,Medium,2017-12-23,ISO9001,Net30,True,
SUP-00445,Keystone Forge Works,Poland,Europe,Tier1,Medium,2019-09-26,ISO9001,Net45,True,
SUP-00446,Vantage Components Group,France,Europe,Tier2,Low,2015-04-03,ISO9001,Net60,False,
SUP-00447,Sterling Assemblies,Japan,Asia-Pacific,Tier2,Medium-High,2025-04-25,ISO9001,Net30,True,
SUP-00448,Meridian Manufacturing,Mexico,North America,Tier1,Low,2021-12-21,ISO9001,Net30,True,
SUP-00449,Ironclad Electronics,Japan,Asia-Pacific,Tier1,Medium-High,2020-08-24,,Net60,False,
SUP-00450,Atlas Manufacturing,,Europe,Tier2,Medium,2018-07-30,Pending,Net60,True,
SUP-00451,Horizon Machining,United States,North America,Tier1,,2021-06-14,IATF16949,Net60,True,
SUP-00452,Crestline Supply Co.,China,Asia-Pacific,Tier1,Medium,2023-01-30,ISO9001,Net45,True,
SUP-00453,Harbor Assemblies,China,Asia-Pacific,Tier1,Medium,2021-02-08,Not Certified,Net45,True,
SUP-00454,Delta Components Group,Vietnam,Asia-Pacific,Tier2,Medium-High,2017-09-03,ISO9001,Net60,True,
SUP-00455,Vantage Forge Works,Czech Republic,Europe,Tier3,Medium-High,2015-11-24,IATF16949,Net30,True,
SUP-00456,Pioneer Forge Works,France,Europe,Tier1,Low,2024-08-24,IATF16949,Net45,True,
SUP-00457,Harbor Fabrication,Germany,Europe,Tier3,,2022-09-20,Pending,Net45,True,
SUP-00458,NorthStar Machining,India,Asia-Pacific,Tier2,Medium,2018-10-20,IATF16949,Net30,True,
SUP-00459,Redwood Industries,Italy,Europe,Tier1,Medium,2021-03-27,Pending,Net30,True,
SUP-00460,NorthStar Castings,China,Asia-Pacific,Tier1,Medium,2019-10-19,ISO9001,Net45,False,
SUP-00461,Union Electronics,United States,North America,Tier2,,2016-02-29,ISO9001,Net30,True,
SUP-00462,Union Fabrication,Brazil,South America,Tier1,Medium,2025-07-30,ISO9001,Net30,True,
SUP-00463,Cascade Electronics,France,Europe,Tier2,Medium-High,2016-05-27,ISO9001,Net30,True,
SUP-00464,Crestline Machining,Spain,Europe,Tier2,Medium,2016-07-28,Not Certified,Net30,True,
SUP-00465,Granite Sensor Systems,Mexico,North America,Tier2,Medium,2023-04-18,Not Certified,Net30,True,
SUP-00466,Ironclad Machining,Poland,Europe,Tier2,Medium,2022-11-26,Not Certified,Net30,False,
SUP-00467,Sterling Tooling,United States,North America,Tier1,Medium,2022-06-15,ISO9001,Net30,True,
SUP-00468,Meridian Electronics,Vietnam,Asia-Pacific,Tier3,Medium,2021-09-02,IATF16949,Net30,True,
SUP-00469,NorthStar Forge Works,China,Asia-Pacific,Tier1,Low,2017-11-23,ISO9001,Net30,True,
SUP-00470,Windsor Industries,United States,North America,Tier1,Medium,2019-02-21,ISO9001,Net45,True,
SUP-00471,Atlas Castings,Germany,Europe,Tier1,High,2016-12-23,Pending,Net60,True,
SUP-00472,Compass Industries,Germany,Europe,Tier2,Low,2025-05-11,ISO9001,Net60,True,
SUP-00473,Harbor Machining,South Korea,Asia-Pacific,Tier3,Low,2019-04-10,IATF16949,Net60,True,
SUP-00474,Falcon Fabrication,Germany,Europe,Tier2,Medium,2024-11-24,,Net30,True,
SUP-00475,Union Manufacturing,Thailand,Asia-Pacific,Tier3,Medium,2023-03-17,ISO9001,,True,
SUP-00476,Falcon Tooling,United States,North America,Tier2,Medium,2019-01-09,Pending,Net45,True,
SUP-00477,Vertex Supply Co.,France,Europe,Tier2,Medium,2025-09-18,IATF16949,Net30,True,
