inventory_id,part_id,plant_id,period,on_hand_qty,reserved_qty,safety_stock_qty,available_qty,stock_status
INV-0000394,FL-1160,P1,2026-07,28,6.0,25,22,At Risk
INV-0000395,FL-1160,P1,2026-08,32,8.0,25,24,At Risk
INV-0000396,FL-1160,P1,2026-09,26,2.0,25,24,At Risk
INV-0000397,SC-275,P1,2026-06,368,49.0,200,319,Adequate
INV-0000398,SC-275,P1,2026-07,411,195.0,200,216,Adequate
INV-0000399,SC-275,P1,2026-08,373,76.0,200,297,Adequate
INV-0000400,SC-275,P1,2026-09,468,55.0,200,413,Adequate
INV-0000401,ST-1085,P1,2026-06,708,125.0,300,583,Adequate
INV-0000402,ST-1085,P1,2026-07,667,180.0,300,487,Adequate
INV-0000403,ST-1085,P1,2026-08,721,349.0,300,372,Adequate
INV-0000404,ST-1085,P1,2026-09,703,84.0,300,619,Adequate
INV-0000405,EL-460,P1,2026-06,237,114.0,150,123,At Risk
INV-0000406,EL-460,P1,2026-07,173,37.0,150,136,At Risk
INV-0000407,EL-460,P1,2026-08,179,70.0,150,109,At Risk
INV-0000408,EL-460,P1,2026-09,163,47.0,150,116,At Risk
INV-0000409,FL-1249,P1,2026-06,43,15.0,25,28,Adequate
INV-0000410,FL-1249,P1,2026-07,41,14.0,25,27,Adequate
INV-0000411,FL-1249,P1,2026-08,41,15.0,25,26,Adequate
INV-0000412,FL-1249,P1,2026-09,41,12.0,25,29,Adequate
INV-0000413,CB-1233,P1,2026-06,306,56.0,200,250,Adequate
INV-0000414,CB-1233,P1,2026-07,193,84.0,200,109,At Risk
INV-0000415,CB-1233,P1,2026-08,231,33.0,200,198,At Risk
INV-0000416,CB-1233,P1,2026-09,191,58.0,200,133,At Risk
INV-0000417,ST-160,P1,2026-06,65,14.0,25,51,Adequate
INV-0000418,ST-160,P1,2026-07,65,8.0,25,57,Surplus
INV-0000419,ST-160,P1,2026-08,65,30.0,25,35,Adequate
INV-0000420,ST-160,P1,2026-09,67,6.0,25,61,Surplus
INV-0000421,CB-1137,P1,2026-06,97,43.0,50,54,Adequate
INV-0000422,CB-1137,P1,2026-07,93,17.0,50,76,Adequate
INV-0000423,CB-1137,P1,2026-08,109,46.0,50,63,Adequate
INV-0000424,CB-1137,P1,2026-09,107,34.0,50,73,Adequate
INV-0000425,BR-571,P1,2026-06,123,41.0,75,82,Adequate
INV-0000426,BR-571,P1,2026-07,130,51.0,75,79,Adequate
INV-0000427,BR-571,P1,2026-08,136,38.0,75,98,Adequate
INV-0000428,BR-571,P1,2026-09,151,69.0,75,82,Adequate
INV-0000429,TR-1153,P1,2026-06,299,113.0,150,186,Adequate
INV-0000430,TR-1153,P1,2026-07,270,27.0,150,243,Adequate
INV-0000431,TR-1153,P1,2026-08,212,,150,128,At Risk
INV-0000432,TR-1153,P1,2026-09,216,61.0,150,155,Adequate
INV-0000433,TR-674,P1,2026-06,73,26.0,75,47,At Risk
INV-0000434,TR-674,P1,2026-07,65,31.0,75,34,Below Safety Stock
INV-0000435,TR-674,P1,2026-08,75,10.0,75,65,At Risk
INV-0000436,TR-674,P1,2026-09,79,22.0,75,57,At Risk
INV-0000437,CH-179,P1,2026-06,200,92.0,100,108,Adequate
INV-0000438,CH-179,P1,2026-07,173,85.0,100,88,At Risk
INV-0000439,CH-179,P1,2026-08,217,30.0,100,187,Adequate
INV-0000440,CH-179,P1,2026-09,185,84.0,100,101,Adequate
INV-0000441,EN-732,P1,2026-06,61,6.0,75,55,At Risk
INV-0000442,EN-732,P1,2026-07,72,10.0,75,62,At Risk
INV-0000443,EN-732,P1,2026-08,62,23.0,75,39,At Risk
INV-0000444,EN-732,P1,2026-09,71,20.0,75,51,At Risk
INV-0000445,SC-718,P1,2026-06,201,26.0,150,175,Adequate
INV-0000446,SC-718,P1,2026-07,169,29.0,150,140,At Risk
INV-0000447,SC-718,P1,2026-08,196,27.0,150,169,Adequate
INV-0000448,SC-718,P1,2026-09,134,37.0,150,97,At Risk
INV-0000449,EN-153,P1,2026-06,415,139.0,300,276,At Risk
INV-0000450,EN-153,P1,2026-07,443,213.0,300,230,At Risk
INV-0000451,EN-153,P1,2026-08,410,173.0,300,237,At Risk
INV-0000452,EN-153,P1,2026-09,460,226.0,300,234,At Risk
INV-0000453,EL-1163,P1,2026-06,38,13.0,25,25,Adequate
INV-0000454,EL-1163,P1,2026-07,50,8.0,25,42,Adequate
INV-0000455,EL-1163,P1,2026-08,51,13.0,25,38,Adequate
INV-0000456,EL-1163,P1,2026-09,52,6.0,25,46,Adequate
INV-0000457,BR-307,P1,2026-06,423,56.0,200,367,Adequate
INV-0000458,BR-307,P1,2026-07,332,74.0,200,258,Adequate
INV-0000459,BR-307,P1,2026-08,381,130.0,200,251,Adequate
INV-0000460,BR-307,P1,2026-09,314,116.0,200,198,At Risk
INV-0000461,CB-336,P1,2026-06,418,137.0,200,281,Adequate
INV-0000462,CB-336,P1,2026-07,403,132.0,200,271,Adequate
INV-0000463,CB-336,P1,2026-08,409,102.0,200,307,Adequate
INV-0000464,CB-336,P1,2026-09,356,165.0,200,191,At Risk
INV-0000465,CB-753,P1,2026-06,120,38.0,50,82,Adequate
INV-0000466,CB-753,P1,2026-07,119,12.0,50,107,Adequate
INV-0000467,CB-753,P1,2026-08,121,29.0,50,92,Adequate
INV-0000468,CB-753,P1,2026-09,126,22.0,50,104,Adequate
INV-0000469,SC-1104,P1,2026-06,79,22.0,100,57,At Risk
INV-0000470,SC-1104,P1,2026-07,91,15.0,100,76,At Risk
INV-0000471,SC-1104,P1,2026-08,63,24.0,100,39,Below Safety Stock
INV-0000472,SC-1104,P1,2026-09,84,26.0,100,58,At Risk
INV-0000473,EN-372,P1,2026-06,35,10.0,25,25,Adequate
INV-0000474,EN-372,P1,2026-07,34,11.0,25,23,At Risk
INV-0000475,EN-372,P1,2026-08,35,5.0,25,30,Adequate
INV-0000476,EN-372,P1,2026-09,44,5.0,25,39,Adequate
INV-0000477,SC-266,P1,2026-06,1030,434.0,500,596,Adequate
INV-0000478,SC-266,P1,2026-07,1110,250.0,500,860,Adequate
INV-0000479,SC-266,P1,2026-08,1000,384.0,500,616,Adequate
INV-0000480,SC-266,P1,2026-09,1200,499.0,500,701,Adequate
INV-0000481,FL-481,P1,2026-06,12,1.0,25,11,Below Safety Stock
INV-0000482,FL-481,P1,2026-07,17,3.0,25,14,At Risk
INV-0000483,FL-481,P1,2026-08,17,8.0,25,9,Below Safety Stock
INV-0000484,FL-481,P1,2026-09,21,2.0,25,19,At Risk
INV-0000485,FL-1310,P1,2026-06,44,18.0,25,26,Adequate
INV-0000486,FL-1310,P1,2026-07,50,,25,37,Adequate
INV-0000487,FL-1310,P1,2026-08,44,8.0,25,36,Adequate
INV-0000488,FL-1310,P1,2026-09,40,7.0,25,33,Adequate
INV-0000489,ST-1234,P1,2026-06,330,108.0,150,222,Adequate
INV-0000490,ST-1234,P1,2026-07,398,,150,240,Adequate
INV-0000491,ST-1234,P1,2026-08,405,153.0,150,252,Adequate
INV-0000492,ST-1234,P1,2026-09,439,85.0,150,354,Surplus
INV-0000493,FT-808,P1,2026-06,604,152.0,300,452,Adequate
INV-0000494,FT-808,P1,2026-07,564,60.0,300,504,Adequate
INV-0000495,FT-808,P1,2026-08,519,103.0,300,416,Adequate
INV-0000496,FT-808,P1,2026-09,628,180.0,300,448,Adequate
INV-0000497,CH-859,P1,2026-06,747,182.0,500,565,Adequate
INV-0000498,CH-859,P1,2026-07,832,150.0,500,682,Adequate
INV-0000499,CH-859,P1,2026-08,788,291.0,500,497,At Risk
INV-0000500,CH-859,P1,2026-09,828,160.0,500,668,Adequate
INV-0000501,TR-443,P1,2026-06,416,159.0,500,257,At Risk
INV-0000502,TR-443,P1,2026-07,385,60.0,500,325,At Risk
INV-0000503,TR-443,P1,2026-08,407,184.0,500,223,Below Safety Stock
INV-0000504,TR-443,P1,2026-09,475,188.0,500,287,At Risk
INV-0000505,ST-390,P1,2026-06,197,71.0,75,126,Adequate
INV-0000506,ST-390,P1,2026-07,163,80.0,75,83,Adequate
INV-0000507,ST-390,P1,2026-08,183,74.0,75,109,Adequate
INV-0000508,ST-390,P1,2026-09,205,70.0,75,135,Adequate
INV-0000509,TR-524,P1,2026-06,367,158.0,200,209,Adequate
INV-0000510,TR-524,P1,2026-07,371,154.0,200,217,Adequate
INV-0000511,TR-524,P1,2026-08,409,194.0,200,215,Adequate
INV-0000512,TR-524,P1,2026-09,422,84.0,200,338,Adequate
INV-0000513,BR-148,P1,2026-06,142,14.0,150,128,At Risk
INV-0000514,BR-148,P1,2026-07,116,51.0,150,65,Below Safety Stock
INV-0000515,BR-148,P1,2026-08,121,23.0,150,98,At Risk
INV-0000516,BR-148,P1,2026-09,107,51.0,150,56,Below Safety Stock
INV-0000517,HY-416,P1,2026-06,339,74.0,200,265,Adequate
INV-0000518,HY-416,P1,2026-07,351,43.0,200,308,Adequate
INV-0000519,HY-416,P1,2026-08,331,88.0,200,243,Adequate
INV-0000520,HY-416,P1,2026-09,325,160.0,200,165,At Risk
INV-0000521,FL-1254,P1,2026-06,56,7.0,50,49,At Risk
INV-0000522,FL-1254,P1,2026-07,51,,50,34,At Risk
INV-0000523,FL-1254,P1,2026-08,40,16.0,50,24,Below Safety Stock
INV-0000524,FL-1254,P1,2026-09,41,10.0,50,31,At Risk
INV-0000525,CH-131,P1,2026-06,229,53.0,100,176,Adequate
INV-0000526,CH-131,P1,2026-07,249,56.0,100,193,Adequate
INV-0000527,CH-131,P1,2026-08,245,28.0,100,217,Adequate
INV-0000528,CH-131,P1,2026-09,274,80.0,100,194,Adequate
INV-0000529,FT-455,P1,2026-06,182,67.0,100,115,Adequate
INV-0000530,FT-455,P1,2026-07,139,59.0,100,80,At Risk
INV-0000531,FT-455,P1,2026-08,164,,100,119,Adequate
INV-0000532,FT-455,P1,2026-09,117,50.0,100,67,At Risk
INV-0000533,EC-483,P1,2026-06,45,15.0,50,30,At Risk
INV-0000534,EC-483,P1,2026-07,41,,50,26,At Risk
INV-0000535,EC-483,P1,2026-08,45,8.0,50,37,At Risk
INV-0000536,EC-483,P1,2026-09,23,10.0,50,13,Below Safety Stock
INV-0000537,HY-747,P1,2026-06,68,27.0,50,41,At Risk
INV-0000538,HY-747,P1,2026-07,68,24.0,50,44,At Risk
INV-0000539,HY-747,P1,2026-08,66,,50,36,At Risk
INV-0000540,HY-747,P1,2026-09,75,34.0,50,41,At Risk
INV-0000541,SC-343,P1,2026-06,420,48.0,200,372,Adequate
INV-0000542,SC-343,P1,2026-07,451,80.0,200,371,Adequate
INV-0000543,SC-343,P1,2026-08,371,112.0,200,259,Adequate
INV-0000544,SC-343,P1,2026-09,378,89.0,200,289,Adequate
INV-0000545,EL-329,P1,2026-06,170,33.0,75,137,Adequate
INV-0000546,EL-329,P1,2026-07,163,50.0,75,113,Adequate
INV-0000547,EL-329,P1,2026-08,159,63.0,75,96,Adequate
INV-0000548,EL-329,P1,2026-09,152,60.0,75,92,Adequate
INV-0000549,EN-733,P1,2026-06,268,54.0,300,214,At Risk
INV-0000550,EN-733,P1,2026-07,215,64.0,300,151,At Risk
INV-0000551,EN-733,P1,2026-08,313,149.0,300,164,At Risk
INV-0000552,EN-733,P1,2026-09,320,79.0,300,241,At Risk
INV-0000553,BR-365,P1,2026-06,81,21.0,75,60,At Risk
INV-0000554,BR-365,P1,2026-07,92,19.0,75,73,At Risk
INV-0000555,BR-365,P1,2026-08,73,36.0,75,37,Below Safety Stock
INV-0000556,BR-365,P1,2026-09,103,37.0,75,66,At Risk
INV-0000557,TR-472,P1,2026-06,15,7.0,25,8,Below Safety Stock
INV-0000558,TR-472,P1,2026-07,21,3.0,25,18,At Risk
INV-0000559,TR-472,P1,2026-08,24,8.0,25,16,At Risk
INV-0000560,TR-472,P1,2026-09,12,2.0,25,10,Below Safety Stock
INV-0000561,ST-850,P1,2026-06,147,14.0,100,133,Adequate
INV-0000562,ST-850,P1,2026-07,165,58.0,100,107,Adequate
INV-0000563,ST-850,P1,2026-08,159,32.0,100,127,Adequate
INV-0000564,ST-850,P1,2026-09,167,33.0,100,134,Adequate
INV-0000565,ST-936,P1,2026-06,95,16.0,100,79,At Risk
INV-0000566,ST-936,P1,2026-07,105,32.0,100,73,At Risk
INV-0000567,ST-936,P1,2026-08,69,,100,38,Below Safety Stock
INV-0000568,ST-936,P1,2026-09,83,26.0,100,57,At Risk
INV-0000569,CH-652,P1,2026-06,182,89.0,150,93,At Risk
INV-0000570,CH-652,P1,2026-07,149,61.0,150,88,At Risk
INV-0000571,CH-652,P1,2026-08,180,88.0,150,92,At Risk
INV-0000572,CH-652,P1,2026-09,142,39.0,150,103,At Risk
INV-0000573,EC-843,P1,2026-06,129,17.0,75,112,Adequate
INV-0000574,EC-843,P1,2026-07,153,20.0,75,133,Adequate
INV-0000575,EC-843,P1,2026-08,157,78.0,75,79,Adequate
INV-0000576,EC-843,P1,2026-09,124,49.0,75,75,Adequate
INV-0000577,EN-1228,P1,2026-06,344,105.0,200,239,Adequate
INV-0000578,EN-1228,P1,2026-07,213,27.0,200,186,At Risk
INV-0000579,EN-1228,P1,2026-08,289,114.0,200,175,At Risk
INV-0000580,EN-1228,P1,2026-09,247,79.0,200,168,At Risk
INV-0000581,EC-1125,P1,2026-06,59,11.0,25,48,Adequate
INV-0000582,EC-1125,P1,2026-07,61,12.0,25,49,Adequate
INV-0000583,EC-1125,P1,2026-08,59,26.0,25,33,Adequate
INV-0000584,EC-1125,P1,2026-09,65,7.0,25,58,Surplus
INV-0000585,EC-812,P1,2026-06,397,57.0,200,340,Adequate
INV-0000586,EC-812,P1,2026-07,345,111.0,200,234,Adequate
INV-0000587,EC-812,P1,2026-08,337,150.0,200,187,At Risk
INV-0000588,EC-812,P1,2026-09,374,99.0,200,275,Adequate
INV-0000589,EL-1335,P1,2026-06,434,,200,307,Adequate
INV-0000590,EL-1335,P1,2026-07,472,134.0,200,338,Adequate
INV-0000591,EL-1335,P1,2026-08,466,192.0,200,274,Adequate
INV-0000592,EL-1335,P1,2026-09,549,165.0,200,384,Adequate
INV-0000593,EC-912,P1,2026-06,36,9.0,25,27,Adequate
INV-0000594,EC-912,P1,2026-07,34,7.0,25,27,Adequate
INV-0000595,EC-912,P1,2026-08,37,8.0,25,29,Adequate
INV-0000596,EC-912,P1,2026-09,35,5.0,25,30,Adequate
INV-0000597,CH-981,P1,2026-06,473,114.0,200,359,Adequate
INV-0000598,CH-981,P1,2026-07,474,178.0,200,296,Adequate
INV-0000599,CH-981,P1,2026-08,428,203.0,200,225,Adequate
INV-0000600,CH-981,P1,2026-09,360,138.0,200,222,Adequate
INV-0000601,ST-199,P1,2026-06,113,30.0,50,83,Adequate
INV-0000602,ST-199,P1,2026-07,123,25.0,50,98,Adequate
INV-0000603,ST-199,P1,2026-08,123,22.0,50,101,Adequate
INV-0000604,ST-199,P1,2026-09,135,42.0,50,93,Adequate
INV-0000605,CB-189,P1,2026-06,106,39.0,75,67,At Risk
INV-0000606,CB-189,P1,2026-07,93,,75,80,Adequate
INV-0000607,CB-189,P1,2026-08,108,40.0,75,68,At Risk
INV-0000608,CB-189,P1,2026-09,105,24.0,75,81,Adequate
INV-0000609,FT-360,P1,2026-06,46,19.0,75,27,Below Safety Stock
INV-0000610,FT-360,P1,2026-07,75,26.0,75,49,At Risk
INV-0000611,FT-360,P1,2026-08,71,15.0,75,56,At Risk
INV-0000612,FT-360,P1,2026-09,86,9.0,75,77,Adequate
INV-0000613,SC-673,P1,2026-06,218,33.0,150,185,Adequate
INV-0000614,SC-673,P1,2026-07,241,,150,212,Adequate
INV-0000615,SC-673,P1,2026-08,217,35.0,150,182,Adequate
INV-0000616,SC-673,P1,2026-09,217,61.0,150,156,Adequate
INV-0000617,EN-901,P1,2026-06,179,23.0,100,156,Adequate
INV-0000618,EN-901,P1,2026-07,182,38.0,100,144,Adequate
INV-0000619,EN-901,P1,2026-08,181,72.0,100,109,Adequate
INV-0000620,EN-901,P1,2026-09,179,20.0,100,159,Adequate
INV-0000621,EN-175,P1,2026-06,323,145.0,150,178,Adequate
INV-0000622,EN-175,P1,2026-07,323,104.0,150,219,Adequate
INV-0000623,EN-175,P1,2026-08,311,78.0,150,233,Adequate
INV-0000624,EN-175,P1,2026-09,311,143.0,150,168,Adequate
INV-0000625,CB-805,P1,2026-06,95,36.0,100,59,At Risk
INV-0000626,CB-805,P1,2026-07,112,35.0,100,77,At Risk
INV-0000627,CB-805,P1,2026-08,129,47.0,100,82,At Risk
INV-0000628,CB-805,P1,2026-09,111,32.0,100,79,At Risk
INV-0000629,EN-649,P1,2026-06,98,37.0,75,61,At Risk
INV-0000630,EN-649,P1,2026-07,84,,75,50,At Risk
INV-0000631,EN-649,P1,2026-08,98,13.0,75,85,Adequate
INV-0000632,EN-649,P1,2026-09,83,16.0,75,67,At Risk
INV-0000633,EN-1264,P1,2026-06,23,2.0,25,21,At Risk
INV-0000634,EN-1264,P1,2026-07,20,8.0,25,12,Below Safety Stock
INV-0000635,EN-1264,P1,2026-08,21,,25,14,At Risk
INV-0000636,EN-1264,P1,2026-09,28,10.0,25,18,At Risk
INV-0000637,CH-603,P1,2026-06,227,50.0,200,177,At Risk
INV-0000638,CH-603,P1,2026-07,178,30.0,200,148,At Risk
INV-0000639,CH-603,P1,2026-08,185,20.0,200,165,At Risk
INV-0000640,CH-603,P1,2026-09,188,51.0,200,137,At Risk
INV-0000641,TR-146,P1,2026-06,861,188.0,500,673,Adequate
INV-0000642,TR-146,P1,2026-07,890,321.0,500,569,Adequate
INV-0000643,TR-146,P1,2026-08,684,185.0,500,499,At Risk
INV-0000644,TR-146,P1,2026-09,956,161.0,500,795,Adequate
INV-0000645,CB-748,P1,2026-06,42,18.0,25,24,At Risk
INV-0000646,CB-748,P1,2026-07,45,17.0,25,28,Adequate
INV-0000647,CB-748,P1,2026-08,47,,25,32,Adequate
INV-0000648,CB-748,P1,2026-09,51,23.0,25,28,Adequate
INV-0000649,CH-1178,P1,2026-06,185,56.0,75,129,Adequate
INV-0000650,CH-1178,P1,2026-07,168,48.0,75,120,Adequate
INV-0000651,CH-1178,P1,2026-08,191,78.0,75,113,Adequate
INV-0000652,CH-1178,P1,2026-09,195,41.0,75,154,Adequate
INV-0000653,EN-1317,P1,2026-06,791,356.0,300,435,Adequate
INV-0000654,EN-1317,P1,2026-07,777,240.0,300,537,Adequate
INV-0000655,EN-1317,P1,2026-08,798,116.0,300,682,Surplus
INV-0000656,EN-1317,P1,2026-09,905,354.0,300,551,Adequate
INV-0000657,EC-1052,P1,2026-06,102,21.0,50,81,Adequate
INV-0000658,EC-1052,P1,2026-07,105,36.0,50,69,Adequate
INV-0000659,EC-1052,P1,2026-08,96,41.0,50,55,Adequate
INV-0000660,EC-1052,P1,2026-09,102,24.0,50,78,Adequate
INV-0000661,CB-1204,P1,2026-06,123,30.0,100,93,At Risk
INV-0000662,CB-1204,P1,2026-07,119,40.0,100,79,At Risk
INV-0000663,CB-1204,P1,2026-08,153,,100,123,Adequate
INV-0000664,CB-1204,P1,2026-09,124,50.0,100,74,At Risk
INV-0000665,EL-333,P1,2026-06,113,36.0,75,77,Adequate
INV-0000666,EL-333,P1,2026-07,133,30.0,75,103,Adequate
INV-0000667,EL-333,P1,2026-08,137,53.0,75,84,Adequate
INV-0000668,EL-333,P1,2026-09,132,50.0,75,82,Adequate
INV-0000669,FT-902,P1,2026-06,408,150.0,300,258,At Risk
INV-0000670,FT-902,P1,2026-07,466,71.0,300,395,Adequate
INV-0000671,FT-902,P1,2026-08,436,46.0,300,390,Adequate
INV-0000672,FT-902,P1,2026-09,442,84.0,300,358,Adequate
INV-0000673,HY-1266,P1,2026-06,99,10.0,75,89,Adequate
INV-0000674,HY-1266,P1,2026-07,62,19.0,75,43,At Risk
INV-0000675,HY-1266,P1,2026-08,85,14.0,75,71,At Risk
INV-0000676,HY-1266,P1,2026-09,64,19.0,75,45,At Risk
INV-0000677,BR-293,P1,2026-06,547,100.0,300,447,Adequate
INV-0000678,BR-293,P1,2026-07,590,67.0,300,523,Adequate
INV-0000679,BR-293,P1,2026-08,614,76.0,300,538,Adequate
INV-0000680,BR-293,P1,2026-09,612,269.0,300,343,Adequate
INV-0000681,FT-481,P1,2026-06,106,14.0,50,92,Adequate
INV-0000682,FT-481,P1,2026-07,110,37.0,50,73,Adequate
INV-0000683,FT-481,P1,2026-08,114,26.0,50,88,Adequate
INV-0000684,FT-481,P1,2026-09,108,34.0,50,74,Adequate
INV-0000685,SC-273,P1,2026-06,401,57.0,300,344,Adequate
INV-0000686,SC-273,P1,2026-07,435,145.0,300,290,At Risk
INV-0000687,SC-273,P1,2026-08,390,179.0,300,211,At Risk
INV-0000688,SC-273,P1,2026-09,378,48.0,300,330,Adequate
INV-0000689,HY-941,P1,2026-06,501,144.0,300,357,Adequate
INV-0000690,HY-941,P1,2026-07,575,127.0,300,448,Adequate
INV-0000691,HY-941,P1,2026-08,511,62.0,300,449,Adequate
INV-0000692,HY-941,P1,2026-09,558,56.0,300,502,Adequate
INV-0000693,FT-953,P1,2026-06,79,11.0,100,68,At Risk
INV-0000694,FT-953,P1,2026-07,57,24.0,100,33,Below Safety Stock
INV-0000695,FT-953,P1,2026-08,51,20.0,100,31,Below Safety Stock
INV-0000696,FT-953,P1,2026-09,53,8.0,100,45,Below Safety Stock
INV-0000697,CH-396,P1,2026-06,57,16.0,75,41,At Risk
INV-0000698,CH-396,P1,2026-07,75,18.0,75,57,At Risk
INV-0000699,CH-396,P1,2026-08,78,8.0,75,70,At Risk
INV-0000700,CH-396,P1,2026-09,73,17.0,75,56,At Risk
INV-0000701,ST-1226,P1,2026-06,153,20.0,150,133,At Risk
INV-0000702,ST-1226,P1,2026-07,116,28.0,150,88,At Risk
INV-0000703,ST-1226,P1,2026-08,155,71.0,150,84,At Risk
INV-0000704,ST-1226,P1,2026-09,146,52.0,150,94,At Risk
INV-0000705,FL-1291,P1,2026-06,99,38.0,50,61,Adequate
INV-0000706,FL-1291,P1,2026-07,89,10.0,50,79,Adequate
INV-0000707,FL-1291,P1,2026-08,78,38.0,50,40,At Risk
INV-0000708,FL-1291,P1,2026-09,89,12.0,50,77,Adequate
INV-0000709,TR-1243,P1,2026-06,141,21.0,75,120,Adequate
INV-0000710,TR-1243,P1,2026-07,134,37.0,75,97,Adequate
INV-0000711,TR-1243,P1,2026-08,155,19.0,75,136,Adequate
INV-0000712,TR-1243,P1,2026-09,135,37.0,75,98,Adequate
INV-0000713,ST-1060,P1,2026-06,208,21.0,200,187,At Risk
INV-0000714,ST-1060,P1,2026-07,205,95.0,200,110,At Risk
INV-0000715,ST-1060,P1,2026-08,273,101.0,200,172,At Risk
INV-0000716,ST-1060,P1,2026-09,202,89.0,200,113,At Risk
INV-0000717,CH-1205,P1,2026-06,267,129.0,200,138,At Risk
INV-0000718,CH-1205,P1,2026-07,188,18.0,200,170,At Risk
INV-0000719,CH-1205,P1,2026-08,254,48.0,200,206,Adequate
INV-0000720,CH-1205,P1,2026-09,238,64.0,200,174,At Risk
INV-0000721,EC-919,P1,2026-06,94,43.0,75,51,At Risk
INV-0000722,EC-919,P1,2026-07,96,14.0,75,82,Adequate
INV-0000723,EC-919,P1,2026-08,99,25.0,75,74,At Risk
INV-0000724,EC-919,P1,2026-09,107,17.0,75,90,Adequate
INV-0000725,BR-1113,P1,2026-06,457,129.0,300,328,Adequate
INV-0000726,BR-1113,P1,2026-07,437,165.0,300,272,At Risk
INV-0000727,BR-1113,P1,2026-08,403,50.0,300,353,Adequate
INV-0000728,BR-1113,P1,2026-09,419,69.0,300,350,Adequate
INV-0000729,CB-148,P1,2026-06,186,58.0,75,128,Adequate
INV-0000730,CB-148,P1,2026-07,163,36.0,75,127,Adequate
INV-0000731,CB-148,P1,2026-08,172,73.0,75,99,Adequate
INV-0000732,CB-148,P1,2026-09,176,64.0,75,112,Adequate
INV-0000733,CB-859,P1,2026-06,599,71.0,300,528,Adequate
INV-0000734,CB-859,P1,2026-07,564,117.0,300,447,Adequate
INV-0000735,CB-859,P1,2026-08,517,185.0,300,332,Adequate
INV-0000736,CB-859,P1,2026-09,561,279.0,300,282,At Risk
INV-0000737,CH-918,P1,2026-06,206,44.0,100,162,Adequate
INV-0000738,CH-918,P1,2026-07,225,,100,134,Adequate
INV-0000739,CH-918,P1,2026-08,237,113.0,100,124,Adequate
INV-0000740,CH-918,P1,2026-09,224,,100,172,Adequate
INV-0000741,FL-457,P1,2026-06,54,7.0,25,47,Adequate
INV-0000742,FL-457,P1,2026-07,51,25.0,25,26,Adequate
INV-0000743,FL-457,P1,2026-08,53,25.0,25,28,Adequate
INV-0000744,FL-457,P1,2026-09,61,10.0,25,51,Adequate
INV-0000745,SC-457,P1,2026-06,51,22.0,25,29,Adequate
INV-0000746,SC-457,P1,2026-07,45,15.0,25,30,Adequate
INV-0000747,SC-457,P1,2026-08,44,14.0,25,30,Adequate
INV-0000748,SC-457,P1,2026-09,41,12.0,25,29,Adequate
INV-0000749,SC-804,P1,2026-06,558,167.0,300,391,Adequate
INV-0000750,SC-804,P1,2026-07,614,145.0,300,469,Adequate
INV-0000751,SC-804,P1,2026-08,557,148.0,300,409,Adequate
INV-0000752,SC-804,P1,2026-09,576,114.0,300,462,Adequate
INV-0000753,TR-724,P1,2026-06,105,42.0,100,63,At Risk
INV-0000754,TR-724,P1,2026-07,103,45.0,100,58,At Risk
INV-0000755,TR-724,P1,2026-08,93,41.0,100,52,At Risk
INV-0000756,TR-724,P1,2026-09,122,13.0,100,109,Adequate
INV-0000757,FT-1323,P1,2026-06,445,184.0,300,261,At Risk
INV-0000758,FT-1323,P1,2026-07,629,237.0,300,392,Adequate
INV-0000759,FT-1323,P1,2026-08,649,252.0,300,397,Adequate
INV-0000760,FT-1323,P1,2026-09,677,236.0,300,441,Adequate
INV-0000761,TR-576,P1,2026-06,94,40.0,75,54,At Risk
INV-0000762,TR-576,P1,2026-07,87,19.0,75,68,At Risk
INV-0000763,TR-576,P1,2026-08,99,48.0,75,51,At Risk
INV-0000764,TR-576,P1,2026-09,89,31.0,75,58,At Risk
INV-0000765,SC-766,P1,2026-06,197,44.0,150,153,Adequate
INV-0000766,SC-766,P1,2026-07,183,44.0,150,139,At Risk
INV-0000767,SC-766,P1,2026-08,234,87.0,150,147,At Risk
INV-0000768,SC-766,P1,2026-09,260,37.0,150,223,Adequate
INV-0000769,FT-754,P1,2026-06,1376,329.0,500,1047,Adequate
INV-0000770,FT-754,P1,2026-07,1302,230.0,500,1072,Adequate
INV-0000771,FT-754,P1,2026-08,1256,191.0,500,1065,Adequate
INV-0000772,FT-754,P1,2026-09,1223,533.0,500,690,Adequate
INV-0000773,CH-1203,P1,2026-06,43,5.0,75,38,At Risk
INV-0000774,CH-1203,P1,2026-07,71,25.0,75,46,At Risk
INV-0000775,CH-1203,P1,2026-08,52,13.0,75,39,At Risk
INV-0000776,CH-1203,P1,2026-09,67,31.0,75,36,Below Safety Stock
INV-0000777,FL-1013,P1,2026-06,23,11.0,25,12,Below Safety Stock
INV-0000778,FL-1013,P1,2026-07,34,10.0,25,24,At Risk
INV-0000779,FL-1013,P1,2026-08,28,6.0,25,22,At Risk
INV-0000780,FL-1013,P1,2026-09,28,11.0,25,17,At Risk
INV-0000781,TR-918,P1,2026-06,65,18.0,50,47,At Risk
INV-0000782,TR-918,P1,2026-07,49,16.0,50,33,At Risk
INV-0000783,TR-918,P1,2026-08,53,21.0,50,32,At Risk
INV-0000784,TR-918,P1,2026-09,48,14.0,50,34,At Risk
INV-0000785,CH-1347,P1,2026-06,100,24.0,50,76,Adequate
INV-0000786,CH-1347,P1,2026-07,104,12.0,50,92,Adequate
INV-0000787,CH-1347,P1,2026-08,114,30.0,50,84,Adequate
